ParticipantID	Color	Rank	Country	Problem1_id	Problem1_memory	Problem1_time	Problem1_language	Problem2_id	Problem2_memory	Problem2_time	Problem2_language	Problem3_id	Problem3_memory	Problem3_time	Problem3_language	Problem4_id	Problem4_memory	Problem4_time	Problem4_language	Problem5_id	Problem5_memory	Problem5_time	Problem5_language	Problem6_id	Problem6_memory	Problem6_time	Problem6_language
29776908	blue	276	Czechia	64374429	12	30	GNU C++17	64377874	52	30	GNU C++17	-	-	-	-	64399292	240	46	GNU C++17	64409124	22940	264	GNU C++17	-	-	-	-
29785246	blue	276	-	64385070	408	31	GNU C++17	64408319	56	61	GNU C++17	-	-	-	-	64399068	248	46	GNU C++17	64401626	22004	468	GNU C++17	-	-	-	-
29774568	blue	278	China	64403332	796	30	GNU C++17	64414047	540	46	GNU C++17	-	-	-	-	64386992	8	62	GNU C++17	64408240	7376	93	GNU C++17	-	-	-	-
29742251	cyan	279	Бангладеш	64399749	8	31	GNU C++14	64409872	316	62	GNU C++14	-	-	-	-	64406552	8	31	GNU C++14	64397631	9476	109	GNU C++14	-	-	-	-
29785037	blue	280	-	64378518	404	31	GNU C++14	64385960	448	62	GNU C++14	-	-	-	-	64392751	8	46	GNU C++14	64414503	5000	78	GNU C++14	-	-	-	-
29757375	blue	281	Бангладеш	64373849	8	46	GNU C++14	64408546	176	46	GNU C++14	-	-	-	-	64394853	8	31	GNU C++14	64405535	17284	374	GNU C++14	-	-	-	-
29759683	cyan	281	-	64375577	396	31	GNU C++11	NO	-	-	-	64406673	8	62	GNU C++11	64409959	8	62	GNU C++11	64401342	50664	249	GNU C++11	-	-	-	-
29751059	blue	283	Iran	64375505	16	46	GNU C++17	64378598	312	62	GNU C++17	64389031	164	31	GNU C++17	NO	-	-	-	64397218	55796	109	GNU C++17	-	-	-	-
29778639	blue	284	-	64376023	396	46	GNU C++11	64380817	328	31	GNU C++11	-	-	-	-	64396117	8	31	GNU C++11	64417522	13352	140	GNU C++11	-	-	-	-
29777880	cyan	285	Vietnam	64403024	1572	46	GNU C++14	64404934	64	31	GNU C++14	-	-	-	-	64408073	62632	62	GNU C++14	64401467	14828	93	GNU C++14	-	-	-	-
29760361	blue	286	-	64373735	16	46	GNU C++17	64377771	436	31	GNU C++17	64386538	240	171	GNU C++17	NO	-	-	-	64400699	18984	389	GNU C++17	-	-	-	-
29781687	blue	287	-	64416436	4352	31	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-	64410644	24016	171	GNU C++11	64405346	42396	389	GNU C++11
29750239	blue	288	Iran	64373973	792	46	GNU C++17	64378027	56	15	GNU C++17	64384357	8	170	GNU C++17	NO	-	-	-	64402883	24012	280	GNU C++17	-	-	-	-
29772530	cyan	288	Бангладеш	64376249	4	31	GNU C++11	NO	-	-	-	64406518	4	46	GNU C++11	64397238	1176	46	GNU C++11	64416685	13376	233	GNU C++11	-	-	-	-
29780461	blue	290	-	64373723	8	31	GNU C++17	64380432	28	15	GNU C++17	NO	-	-	-	64398745	240	31	GNU C++17	64417950	8960	171	GNU C++17	-	-	-	-
29768593	blue	290	Ukraine	64374779	4	31	GNU C++17	64381362	316	31	GNU C++17	-	-	-	-	64403722	244	31	GNU C++17	64415647	12988	171	GNU C++17	-	-	-	-
29782106	blue	292	Egypt	64375727	12	46	GNU C++14	64385619	204	46	GNU C++14	-	-	-	-	64393939	8	31	GNU C++14	64414960	7680	93	GNU C++14	-	-	-	-
29774021	blue	293	Индия	64373516	244	46	GNU C++17	64376575	260	46	GNU C++17	64390630	4	171	GNU C++17	64381878	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29783885	blue	294	-	64374968	16	31	GNU C++17	64379694	436	30	GNU C++17	-	-	-	-	64401069	24	46	GNU C++17	64416165	7980	78	GNU C++17	-	-	-	-
29782709	blue	295	Romania	64373550	12	46	GNU C++14	64376470	60	31	GNU C++14	64381731	160	31	GNU C++14	64387558	8	31	GNU C++14	-	-	-	-	-	-	-	-
29730029	green	296	Vietnam	64375541	536	31	GNU C++14	64384738	196	31	GNU C++14	64416036	144	46	GNU C++14	-	-	-	-	64394083	43128	202	GNU C++14	-	-	-	-
29752494	blue	297	Egypt	64373710	8	46	GNU C++11	64383693	152	62	GNU C++11	64381611	4	171	GNU C++11	64387311	8	31	GNU C++11	NO	-	-	-	-	-	-	-
29778191	blue	298	Kazakhstan	64373924	1968	31	GNU C++14	64378350	2144	31	GNU C++14	64389513	1968	31	GNU C++14	64385536	56	62	GNU C++14	NO	-	-	-	-	-	-	-
29780126	blue	298	-	64373524	8	31	GNU C++11	64376619	84	31	GNU C++11	64391736	8	46	GNU C++11	64380590	8	31	GNU C++11	NO	-	-	-	-	-	-	-
29783839	blue	300	-	64373560	12	30	GNU C++17	64377181	440	31	GNU C++17	64385683	8	46	GNU C++17	64387897	248	46	GNU C++17	NO	-	-	-	-	-	-	-
29763122	black	301	Vietnam	64383336	792	30	GNU C++14	64391906	60	30	GNU C++14	-	-	-	-	64402385	8	46	GNU C++14	64417443	52868	202	GNU C++14	-	-	-	-
29781364	blue	302	Vietnam	64392305	12	46	GNU C++14	64396387	52	31	GNU C++14	64417175	152	31	GNU C++14	NO	-	-	-	64388115	15412	187	GNU C++14	-	-	-	-
29771887	blue	303	Индия	64373818	16	31	GNU C++14	64377584	56	31	GNU C++14	64397299	4	31	GNU C++14	64381984	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29764506	blue	304	United States	64375078	620	124	Python 3	64380444	564	155	Python 3	64392461	268	389	Python 3	64384126	16	343	Python 3	-	-	-	-	-	-	-	-
29728493	blue	305	Egypt	64374530	3924	31	GNU C++17	64379060	168	62	GNU C++17	64392081	240	46	GNU C++17	64385056	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29744037	blue	306	-	64373777	8	46	GNU C++11	64380081	168	46	GNU C++11	64391321	8	78	GNU C++11	64385188	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29778623	blue	307	-	64373861	792	46	GNU C++14	64378964	204	46	GNU C++14	64391693	544	202	GNU C++14	64381555	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29772996	cyan	308	China	64379116	12	31	GNU C++11	NO	-	-	-	-	-	-	-	64390470	4	31	GNU C++11	64412050	4136	77	GNU C++11	-	-	-	-
29759669	blue	308	-	64373824	8	46	GNU C++14	64385003	312	46	GNU C++14	64382825	148	187	GNU C++14	64388397	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29780254	blue	310	-	64380871	4	31	GNU C++11	64384880	44	62	GNU C++11	64392662	12	62	GNU C++11	64376839	12	31	GNU C++11	-	-	-	-	-	-	-	-
29769743	blue	311	Romania	64373840	4	31	GNU C++11	64376224	72	31	GNU C++11	64396449	8	46	GNU C++11	64383966	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29751976	blue	312	Индия	64373583	16	46	GNU C++14	64377513	436	61	GNU C++14	64396873	4	61	GNU C++14	64383985	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29733717	blue	313	Kazakhstan	64373476	12	31	GNU C++17	64375385	312	46	GNU C++17	64391140	248	31	GNU C++17	64384324	248	46	GNU C++17	NO	-	-	-	-	-	-	-
29753396	cyan	314	-	64374461	248	46	GNU C++17	64379389	444	31	GNU C++17	64395324	160	30	GNU C++17	64384621	52	62	GNU C++17	-	-	-	-	-	-	-	-
29733839	blue	315	Узбекистан	64373883	876	46	GNU C++17	64378060	316	61	GNU C++17	64390452	152	61	GNU C++17	64387887	8	31	GNU C++17	NO	-	-	-	-	-	-	-
29767207	blue	316	China	64373802	12	31	GNU C++14	64376930	88	31	GNU C++14	64391724	8	46	GNU C++14	64387779	12	46	GNU C++14	-	-	-	-	-	-	-	-
29777134	blue	317	China	64374999	792	31	GNU C++14	64378268	392	30	GNU C++14	64387377	1960	31	GNU C++14	64389596	4	61	GNU C++14	NO	-	-	-	-	-	-	-
29783640	blue	317	Индия	64374392	8	46	GNU C++14	64378673	56	46	GNU C++14	64386761	160	31	GNU C++14	64389820	8	31	GNU C++14	-	-	-	-	-	-	-	-
29751257	blue	317	Iran	64389320	792	31	GNU C++17	64392553	1100	31	GNU C++17	64411666	944	46	GNU C++17	64415095	8	46	GNU C++17	64415831	8780	78	GNU C++17	-	-	-	-
29784212	blue	320	-	64374028	8	30	GNU C++17	64383114	444	124	GNU C++17	64380248	148	30	GNU C++17	64388226	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29781191	black	320	-	64373836	4	31	GNU C++14	64379218	224	30	GNU C++14	64393367	160	31	GNU C++14	64386833	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29780572	blue	322	China	64373594	4	46	GNU C++14	64376956	248	46	GNU C++14	64385272	172	202	GNU C++14	64388377	8	61	GNU C++14	-	-	-	-	-	-	-	-
29783275	blue	323	Japan	64375047	8	31	GNU C++17	64380902	56	62	GNU C++17	64391397	388	171	GNU C++17	64383743	244	31	GNU C++17	NO	-	-	-	-	-	-	-
29761233	blue	324	Ukraine	64373977	16	30	GNU C++17	64379963	60	46	GNU C++17	64386641	152	46	GNU C++17	64390426	244	61	GNU C++17	NO	-	-	-	-	-	-	-
29728338	cyan	324	Armenia	64374162	12	46	GNU C++17	64377779	320	31	GNU C++17	64385846	156	46	GNU C++17	64391146	244	31	GNU C++17	-	-	-	-	-	-	-	-
29737792	blue	326	Индия	64373885	8	46	GNU C++17	64377006	56	46	GNU C++17	64392329	8	62	GNU C++17	64388284	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29764465	blue	326	-	64373653	372	31	GNU C++17	64381804	1544	30	GNU C++17	64392351	1568	46	GNU C++17	64387000	0	31	GNU C++17	-	-	-	-	-	-	-	-
29742255	blue	328	-	64373727	248	30	GNU C++17	64377937	260	31	GNU C++17	64385443	12	249	GNU C++17	64388101	244	31	GNU C++17	NO	-	-	-	-	-	-	-
29781819	blue	329	-	64373914	15664	31	GNU C++11	64381008	13708	31	GNU C++11	-	-	-	-	64398877	23492	31	GNU C++11	64415391	29780	93	GNU C++11	-	-	-	-
29748725	blue	330	Индия	64374145	8	30	GNU C++17	64378056	440	31	GNU C++17	64395617	160	31	GNU C++17	64386081	4	31	GNU C++17	-	-	-	-	-	-	-	-
29738117	blue	331	Belarus	64373951	252	31	GNU C++17	64376544	320	31	GNU C++17	64397413	148	140	GNU C++17	64385772	244	31	GNU C++17	-	-	-	-	-	-	-	-
29766848	blue	332	Indonesia	64374503	252	46	GNU C++17	64378796	220	15	GNU C++17	64385282	164	31	GNU C++17	64391342	240	31	GNU C++17	-	-	-	-	-	-	-	-
29758638	blue	333	-	64373947	12	31	GNU C++17	64380979	444	30	GNU C++17	64390192	156	31	GNU C++17	64385313	44	46	GNU C++17	NO	-	-	-	-	-	-	-
29768568	blue	334	-	64378524	16	46	GNU C++11	64379449	48	46	GNU C++11	64387225	8	108	GNU C++11	64389902	8	31	GNU C++11	-	-	-	-	-	-	-	-
29747505	cyan	334	-	64374848	8	46	GNU C++14	64379328	248	46	GNU C++14	64397203	148	62	GNU C++14	64385431	52	46	GNU C++14	-	-	-	-	-	-	-	-
29760540	blue	336	Россия	64374032	248	31	GNU C++17	64378093	56	77	GNU C++17	64391895	8	46	GNU C++17	64381701	8	31	GNU C++17	NO	-	-	-	-	-	-	-
29728082	blue	337	Egypt	64375108	12	31	GNU C++14	64378992	300	30	GNU C++14	64405504	152	46	GNU C++14	64383863	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29771814	blue	338	Индия	64375922	3924	31	GNU C++14	64381519	4132	15	GNU C++14	64394194	4	31	GNU C++14	64386621	44	31	GNU C++14	NO	-	-	-	-	-	-	-
29784904	black	339	-	64380274	8	31	GNU C++14	64379987	448	31	GNU C++14	64393923	160	46	GNU C++14	64386320	8	31	GNU C++14	-	-	-	-	-	-	-	-
29733347	blue	340	-	64374615	8	31	GNU C++11	64380147	164	31	GNU C++11	64395587	12	62	GNU C++11	64386731	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29728288	blue	341	Россия	64373790	16	31	GNU C++14	64387213	260	31	GNU C++14	64384714	156	46	GNU C++14	64390593	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29780956	blue	342	Индия	64374834	8	62	GNU C++17	64380050	192	46	GNU C++17	64396218	152	202	GNU C++17	64386516	8	31	GNU C++17	-	-	-	-	-	-	-	-
29738162	cyan	342	Индия	64374909	8	15	GNU C++14	64378071	316	31	GNU C++14	64398854	156	46	GNU C++14	64385429	8	46	GNU C++14	-	-	-	-	-	-	-	-
29778821	cyan	342	-	64373558	4164	31	GNU C++17	64385356	320	46	GNU C++17	64384182	156	187	GNU C++17	64388213	8	31	GNU C++17	NO	-	-	-	-	-	-	-
29781024	blue	345	-	64373669	16	31	GNU C++17	64378113	444	31	GNU C++17	64384653	164	46	GNU C++17	64389964	8	31	GNU C++17	NO	-	-	-	-	-	-	-
29782539	blue	346	-	64377406	8	31	GNU C++17	64381827	316	31	GNU C++17	64387300	144	46	GNU C++17	64390389	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29749022	blue	347	Indonesia	64374448	12	31	GNU C++14	64377963	52	61	GNU C++14	64392775	148	46	GNU C++14	64386057	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29781979	blue	348	-	64377339	8	31	GNU C++14	64385397	316	15	GNU C++14	-	-	-	-	64405519	8	46	GNU C++14	64414402	16944	234	GNU C++14	-	-	-	-
29754470	blue	349	Syria	64374203	1184	30	GNU C++11	64378383	164	31	GNU C++11	64397546	4	62	GNU C++11	64387239	40	46	GNU C++11	NO	-	-	-	-	-	-	-
29785012	blue	349	Россия	64380334	12	15	GNU C++14	64387562	64	31	GNU C++14	64384078	156	31	GNU C++14	64378259	12	31	GNU C++14	-	-	-	-	-	-	-	-
29732886	blue	351	China	64375241	8	46	GNU C++11	64378166	72	31	GNU C++11	64386643	4	31	GNU C++11	64392610	20884	31	GNU C++11	NO	-	-	-	-	-	-	-
29778233	blue	352	Индия	64375124	16	31	GNU C++14	64379730	56	46	GNU C++14	64395915	152	186	GNU C++14	64387746	48	31	GNU C++14	-	-	-	-	-	-	-	-
29769458	blue	352	-	64373829	36	31	GNU C++17	64377984	60	15	GNU C++17	64388623	164	77	GNU C++17	64392392	12	46	GNU C++17	NO	-	-	-	-	-	-	-
29738195	cyan	354	Индия	64386975	4	46	GNU C++11	64391759	56	46	GNU C++11	-	-	-	-	64410650	36	46	GNU C++11	64413623	23268	499	GNU C++11	-	-	-	-
29781696	blue	355	Belarus	64373894	93952	46	GNU C++14	64376962	94248	31	GNU C++14	64397158	78440	62	GNU C++14	64384908	93948	31	GNU C++14	NO	-	-	-	-	-	-	-
29728431	cyan	356	-	64375792	0	171	Java 8	64380829	0	140	Java 8	64397958	0	140	Java 8	64386732	0	140	Java 8	-	-	-	-	-	-	-	-
29780292	blue	357	-	64376159	16	46	GNU C++17	64380416	56	15	GNU C++17	64392001	164	171	GNU C++17	64386797	8	46	GNU C++17	-	-	-	-	-	-	-	-
29783713	blue	358	Россия	64376684	36	31	GNU C++14	64379899	320	31	GNU C++14	64395492	152	46	GNU C++14	64388324	8	31	GNU C++14	-	-	-	-	-	-	-	-
29746606	blue	359	Индия	64374394	4	46	GNU C++17	64380345	448	31	GNU C++17	64387704	244	31	GNU C++17	64392805	8	46	GNU C++17	-	-	-	-	-	-	-	-
29782977	blue	360	Egypt	64387438	8	30	GNU C++17	64391777	56	31	GNU C++17	-	-	-	-	64408151	52	31	GNU C++17	64414037	12312	156	GNU C++17	-	-	-	-
29784077	blue	361	Japan	64374944	8	30	GNU C++14	64379931	316	15	GNU C++14	64388452	152	202	GNU C++14	64392673	8	46	GNU C++14	-	-	-	-	-	-	-	-
29783162	blue	362	Mexico	64374880	8	46	GNU C++17	64378298	312	31	GNU C++17	64386076	160	186	GNU C++17	64394376	3772	46	GNU C++17	NO	-	-	-	-	-	-	-
29782770	blue	362	Россия	64374025	16	46	GNU C++17	64385904	436	62	GNU C++17	64382372	156	171	GNU C++17	64390725	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29727669	blue	364	Syria	64374043	12	31	GNU C++17	64379202	240	31	GNU C++17	64400367	160	140	GNU C++17	64383259	248	31	GNU C++17	NO	-	-	-	-	-	-	-
29744071	blue	364	Vietnam	64374449	12	46	GNU C++17	64384345	200	31	GNU C++17	64393904	396	31	GNU C++17	64389314	4	31	GNU C++17	-	-	-	-	-	-	-	-
29784001	blue	366	Egypt	64374227	20	31	GNU C++14	64378938	316	15	GNU C++14	64393407	160	186	GNU C++14	64387365	56	31	GNU C++14	NO	-	-	-	-	-	-	-
29761126	blue	367	Maldives	64374528	12	31	GNU C++14	64380071	312	61	GNU C++14	64401445	144	218	GNU C++14	64386238	8	31	GNU C++14	-	-	-	-	-	-	-	-
29780904	cyan	367	Индия	64375436	12	31	GNU C++14	64380589	56	31	GNU C++14	64397771	152	31	GNU C++14	64388054	8	46	GNU C++14	-	-	-	-	-	-	-	-
29748927	blue	369	Индия	64375393	12	31	GNU C++17	64379928	212	31	GNU C++17	64399131	156	46	GNU C++17	64387366	56	31	GNU C++17	-	-	-	-	-	-	-	-
29745471	blue	370	Индия	64374873	16	31	GNU C++14	64380973	56	31	GNU C++14	64393602	152	31	GNU C++14	64387209	1692	46	GNU C++14	-	-	-	-	-	-	-	-
29770952	blue	371	Марокко	64375440	12	31	GNU C++11	64384641	164	31	GNU C++11	64382431	8	78	GNU C++11	64394716	8	31	GNU C++11	-	-	-	-	-	-	-	-
29731566	blue	372	Indonesia	64374722	8	46	GNU C++14	64377079	56	46	GNU C++14	64396216	148	187	GNU C++14	64383027	8	31	GNU C++14	-	-	-	-	-	-	-	-
29749524	blue	373	-	64374817	8	31	GNU C++14	64377171	364	62	GNU C++14	64386342	152	62	GNU C++14	64391896	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29781355	blue	374	-	64373636	220	31	GNU C++17	64377471	0	31	GNU C++17	64395519	252	31	GNU C++17	64384146	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29779759	blue	374	-	64373912	636	31	GNU C++17	64377688	712	31	GNU C++17	64385721	548	171	GNU C++17	64392270	248	46	GNU C++17	NO	-	-	-	-	-	-	-
29739072	cyan	376	-	64374029	12	46	GNU C++17	64378520	212	62	GNU C++17	64383713	4	186	GNU C++17	64392892	240	31	GNU C++17	NO	-	-	-	-	-	-	-
29744285	blue	377	Узбекистан	64373834	8800	31	GNU C++11	64377533	9088	46	GNU C++11	64385731	8800	155	GNU C++11	64389241	8804	46	GNU C++11	-	-	-	-	-	-	-	-
29727758	cyan	378	Brazil	64373671	8	31	GNU C++14	64378470	88	46	GNU C++14	64400854	152	202	GNU C++14	64387892	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29775541	blue	379	Iran	64374315	8	31	GNU C++17	64380166	312	30	GNU C++17	64388328	164	31	GNU C++17	64390772	8	31	GNU C++17	-	-	-	-	-	-	-	-
29773532	blue	380	South Korea	64375234	8	31	GNU C++11	64377730	28	31	GNU C++11	64383382	4	31	GNU C++11	64389969	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29766769	blue	381	Turkey	64373895	7836	31	GNU C++14	64383113	1096	31	GNU C++14	64397603	1080	46	GNU C++14	64388666	7880	31	GNU C++14	NO	-	-	-	-	-	-	-
29727222	cyan	382	Индия	64373845	4	30	GNU C++17	64377048	452	31	GNU C++17	64387484	156	31	GNU C++17	64395243	240	46	GNU C++17	-	-	-	-	-	-	-	-
29759698	blue	383	Belarus	64374128	88	31	GNU C++17	64379587	440	61	GNU C++17	64388793	236	234	GNU C++17	64394070	240	62	GNU C++17	-	-	-	-	-	-	-	-
29778719	cyan	384	Индия	64374152	8	31	GNU C++17	64379273	56	30	GNU C++17	64402057	244	31	GNU C++17	64383593	8	62	GNU C++17	NO	-	-	-	-	-	-	-
29745265	blue	384	Kazakhstan	64374157	4	46	GNU C++11	64377342	164	30	GNU C++11	64400192	12	156	GNU C++11	64381669	40	46	GNU C++11	NO	-	-	-	-	-	-	-
29781321	blue	384	Croatia	64373657	8	30	GNU C++11	64377720	28	31	GNU C++11	64392768	8	31	GNU C++11	64386481	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29731686	blue	387	Индия	64374365	4	31	GNU C++17	64378581	208	31	GNU C++17	64397464	160	171	GNU C++17	64386750	52	31	GNU C++17	NO	-	-	-	-	-	-	-
29772987	blue	387	China	64375162	8	31	GNU C++14	64379695	348	30	GNU C++17	64385632	344	31	GNU C++17	64392084	8	46	GNU C++17	-	-	-	-	-	-	-	-
29761545	blue	389	-	64373633	396	31	GNU C++17	64379989	56	62	GNU C++17	64384871	8	187	GNU C++17	64392995	248	46	GNU C++17	NO	-	-	-	-	-	-	-
29778306	blue	390	-	64376771	12	30	GNU C++17	64379439	308	31	GNU C++17	64394913	152	233	GNU C++17	64383868	8	46	GNU C++17	-	-	-	-	-	-	-	-
29748584	blue	391	-	64374067	8	31	GNU C++11	64379799	28	30	GNU C++11	64386283	184	31	GNU C++11	64395683	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29782192	blue	392	Poland	64373787	12	31	GNU C++11	64377156	28	31	GNU C++11	64397412	4	77	GNU C++11	64384252	40	46	GNU C++11	NO	-	-	-	-	-	-	-
29741558	blue	393	Индия	64374435	20	15	GNU C++14	64379457	64	31	GNU C++14	64407170	160	46	GNU C++14	64384486	56	46	GNU C++14	NO	-	-	-	-	-	-	-
29777434	blue	394	Индия	64375138	0	140	Java 8	64379087	0	139	Java 8	64397208	0	124	Java 8	64387353	0	155	Java 8	-	-	-	-	-	-	-	-
29770131	blue	394	Индия	64374762	4	31	GNU C++11	64380273	44	46	GNU C++11	64395608	8	61	GNU C++11	64405740	5460	46	GNU C++11	-	-	-	-	-	-	-	-
29778375	blue	396	Japan	64374595	12	31	GNU C++14	64378502	52	46	GNU C++14	64401916	148	46	GNU C++14	64384946	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29769273	blue	397	-	64373664	4	46	GNU C++14	64380105	212	30	GNU C++14	64396429	164	46	GNU C++14	64385028	48	31	GNU C++14	NO	-	-	-	-	-	-	-
29775294	blue	398	Japan	64374451	12	46	GNU C++14	64378420	180	31	GNU C++14	64389878	152	155	GNU C++14	64395284	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29782955	blue	398	Brazil	64373930	8	31	GNU C++17	64388507	212	30	GNU C++17	64384147	164	31	GNU C++17	64395393	240	46	GNU C++17	-	-	-	-	-	-	-	-
29784371	blue	400	-	64375147	8	31	GNU C++17	64380791	308	31	GNU C++17	64396172	388	155	GNU C++17	64388157	144	31	GNU C++17	-	-	-	-	-	-	-	-
29784004	blue	400	Japan	64375804	12	46	GNU C++11	64380897	44	46	GNU C++11	64391378	8	186	GNU C++11	64393778	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29775461	blue	402	-	64375763	256	31	GNU C++17	64403530	284	31	GNU C++17	NO	-	-	-	64410366	144	31	GNU C++17	64413769	7968	93	GNU C++17	-	-	-	-
29759361	blue	403	Jordan	64373758	792	31	GNU C++17	64377400	312	31	GNU C++17	64385181	152	31	GNU C++17	64398274	8	31	GNU C++17	NO	-	-	-	-	-	-	-
29754561	blue	403	Taiwan	64373614	12	31	GNU C++14	64378523	316	30	GNU C++14	64402379	168	186	GNU C++14	64385737	24	46	GNU C++14	NO	-	-	-	-	-	-	-
29744736	cyan	403	Бангладеш	64377555	796	31	GNU C++17	64381351	432	46	GNU C++17	64396964	4	62	GNU C++17	64390821	240	46	GNU C++17	NO	-	-	-	-	-	-	-
29742457	blue	406	Россия	64376085	8	46	GNU C++17	64380614	52	31	GNU C++17	64390721	4	30	GNU C++17	64394791	240	31	GNU C++17	NO	-	-	-	-	-	-	-
29774231	black	406	-	64374810	16	46	GNU C++14	64388327	196	61	GNU C++14	64385877	152	62	GNU C++14	64394989	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29745059	blue	408	China	64374784	400	31	GNU C++14	64379956	604	15	GNU C++14	64387289	600	186	GNU C++14	64393397	8	31	GNU C++14	-	-	-	-	-	-	-	-
29775451	blue	409	Vietnam	64375239	12	46	GNU C++14	64378740	28	30	GNU C++14	64386474	148	31	GNU C++14	64394066	52	46	GNU C++14	NO	-	-	-	-	-	-	-
29783210	blue	409	-	64373865	8	31	GNU C++11	64377786	80	30	GNU C++11	64386363	24	31	GNU C++11	64397736	8	31	GNU C++11	NO	-	-	-	-	-	-	-
29733565	blue	409	Бангладеш	64375910	4	46	GNU C++17	64381765	240	62	GNU C++17	64398042	152	312	GNU C++14	64387660	8	46	GNU C++14	-	-	-	-	-	-	-	-
29729993	cyan	412	Индия	64373656	12	31	GNU C++14	64378551	96	62	GNU C++14	64403477	160	46	GNU C++14	64388614	8	31	GNU C++14	-	-	-	-	-	-	-	-
29781228	blue	412	Россия	64374809	12	46	GNU C++17	64378829	52	46	GNU C++17	64402285	4	186	GNU C++17	64385855	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29779786	blue	412	Indonesia	64374522	8	31	GNU C++11	64380148	44	62	GNU C++11	64399847	4	77	GNU C++11	64390543	1168	46	GNU C++11	-	-	-	-	-	-	-	-
29762461	blue	415	France	64375819	1960	171	PyPy 3	64379763	4456	171	PyPy 3	64392547	9304	358	PyPy 3	64394202	1308	171	PyPy 3	NO	-	-	-	-	-	-	-
29780881	blue	416	Taiwan	64374723	16	30	GNU C++14	64379830	312	46	GNU C++14	64399797	148	186	GNU C++14	64390687	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29739154	blue	417	Syria	64377180	8	31	GNU C++11	64383140	76	31	GNU C++11	64388746	16	62	GNU C++11	64391663	8	46	GNU C++11	-	-	-	-	-	-	-	-
29783248	cyan	417	-	64374161	1568	31	GNU C++11	64377077	396	31	GNU C++11	64385289	12	124	GNU C++11	64392302	40	31	GNU C++11	NO	-	-	-	-	-	-	-
29784577	blue	419	-	64376498	12	46	GNU C++17	64382138	308	46	GNU C++17	64400470	148	249	GNU C++17	64389585	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29758254	blue	420	-	64374801	8	31	GNU C++11	64379302	160	30	GNU C++11	64385331	24	31	GNU C++11	64395155	4	46	GNU C++11	NO	-	-	-	-	-	-	-
29737660	blue	420	Индия	64373686	8	46	GNU C++14	64377229	312	31	GNU C++14	64405859	188	139	GNU C++14	64384694	8	46	GNU C++14	-	-	-	-	-	-	-	-
29782171	blue	422	Индия	64376738	12	31	GNU C++17	64380880	56	31	GNU C++17	64398105	156	31	GNU C++17	64390902	244	46	GNU C++17	-	-	-	-	-	-	-	-
29745880	blue	422	Индия	64373677	244	15	GNU C++17	64378070	316	31	GNU C++17	64389076	384	46	GNU C++17	64393791	244	62	GNU C++17	-	-	-	-	-	-	-	-
29783025	blue	424	-	64373763	44	46	GNU C++17	64377684	340	46	GNU C++14	64403863	200	31	GNU C++17	64385790	204	31	GNU C++14	NO	-	-	-	-	-	-	-
29758699	cyan	424	Egypt	64378463	12	46	GNU C++14	64383616	316	46	GNU C++14	64400172	152	202	GNU C++14	64389129	52	46	GNU C++14	NO	-	-	-	-	-	-	-
29731010	blue	426	China	64374398	4900	30	GNU C++14	64381096	36	31	GNU C++17	64401489	148	46	GNU C++17	64386675	12728	46	GNU C++11	NO	-	-	-	-	-	-	-
29754375	blue	426	Armenia	64375458	7840	31	GNU C++14	64388432	8392	31	GNU C++14	64386947	7984	31	GNU C++14	64391927	7840	46	GNU C++14	-	-	-	-	-	-	-	-
29783718	blue	426	China	64373734	44	46	GNU C++17	64377410	592	46	GNU C++17	64396617	8	171	GNU C++17	64383765	8	31	GNU C++17	NO	-	-	-	-	-	-	-
