ParticipantID	Color	Rank	Country	Problem1_id	Problem1_memory	Problem1_time	Problem1_language	Problem2_id	Problem2_memory	Problem2_time	Problem2_language	Problem3_id	Problem3_memory	Problem3_time	Problem3_language	Problem4_id	Problem4_memory	Problem4_time	Problem4_language	Problem5_id	Problem5_memory	Problem5_time	Problem5_language	Problem6_id	Problem6_memory	Problem6_time	Problem6_language
29753973	blue	131	Индия	64374898	8	46	GNU C++14	64378466	448	15	GNU C++14	64396282	160	155	GNU C++14	64391872	52	31	GNU C++14	64411133	10508	124	GNU C++14	-	-	-	-
29784667	cyan	132	Индия	64374459	8	46	GNU C++17	64378392	296	31	GNU C++17	64388246	384	170	GNU C++17	64396763	8	31	GNU C++17	64414269	17680	217	GNU C++17	-	-	-	-
29783359	blue	133	Brazil	64374791	8	62	GNU C++17	64377362	436	30	GNU C++17	64384813	220	46	GNU C++17	64394230	240	61	GNU C++17	64409386	13508	265	GNU C++17	-	-	-	-
29783379	blue	134	Индия	64374948	8	31	GNU C++14	64379670	208	31	GNU C++14	64398561	160	31	GNU C++14	64393621	8	46	GNU C++14	64411231	5248	93	GNU C++14	-	-	-	-
29783387	blue	134	-	64373711	12	31	GNU C++14	64401687	328	31	GNU C++14	64414829	164	46	GNU C++14	64387661	12	61	GNU C++14	64398608	7228	405	GNU C++14	-	-	-	-
29740922	blue	136	Россия	64373580	12	46	GNU C++17	64377509	452	31	GNU C++17	64388135	180	233	GNU C++17	64392786	240	31	GNU C++17	64415548	16164	218	GNU C++17	-	-	-	-
29735780	blue	137	Индия	64373696	12	31	GNU C++17	64378826	296	46	GNU C++17	-	-	-	-	64382446	244	31	GNU C++17	64397180	17664	171	GNU C++17	-	-	-	-
29772653	blue	138	-	64374134	16	46	GNU C++14	64379716	444	31	GNU C++14	64410645	164	61	GNU C++14	64387846	16	31	GNU C++14	64414400	18664	155	GNU C++14	-	-	-	-
29765532	blue	139	South Korea	64384728	8	46	GNU C++11	64403788	168	31	GNU C++11	64412260	8	140	GNU C++11	64394594	44	46	GNU C++11	64402075	12888	249	GNU C++11	-	-	-	-
29782321	blue	140	Brazil	64374878	8	46	GNU C++17	64381020	24	30	GNU C++17	64410282	12	46	GNU C++17	64401025	988	46	GNU C++17	64402866	38488	264	GNU C++17	-	-	-	-
29737674	blue	141	China	64374308	3924	31	GNU C++17	64378416	4156	46	GNU C++17	64399396	4060	46	GNU C++17	64384443	8	46	GNU C++17	64417701	7216	77	GNU C++17	-	-	-	-
29772194	blue	142	-	64375018	8	31	GNU C++17	64379744	280	31	GNU C++17	64386082	12	31	GNU C++17	64395978	4904	46	GNU C++17	64412292	7716	109	GNU C++17	-	-	-	-
29739173	blue	143	-	64373890	8	46	GNU C++14	64378789	96	61	GNU C++14	64388910	12	46	GNU C++14	64402567	8	46	GNU C++14	64409758	17544	421	GNU C++14	-	-	-	-
29764612	blue	144	-	64375904	12	31	GNU C++14	64380261	260	46	GNU C++14	64395560	152	46	GNU C++14	64387599	8	46	GNU C++14	64411099	26412	499	GNU C++14	-	-	-	-
29774947	blue	145	Россия	64373595	12	31	GNU C++17	64417327	60	46	GNU C++17	64413982	160	31	GNU C++17	64389307	79768	233	GNU C++17	64403921	54628	467	GNU C++17	-	-	-	-
29771819	blue	146	-	64374727	12	46	GNU C++11	NO	-	-	-	64385945	8	31	GNU C++11	64391820	8	31	GNU C++11	64403456	13272	233	GNU C++11	-	-	-	-
29780449	blue	146	Iran	64375085	12	31	GNU C++11	64394549	64	30	GNU C++11	64392229	12	61	GNU C++11	64404313	9384	46	GNU C++11	64407022	14504	187	GNU C++11	-	-	-	-
29741641	blue	146	-	64374383	48	31	GNU C++17	64379226	316	46	GNU C++17	64386536	152	31	GNU C++17	64394673	8	31	GNU C++17	64416194	7772	155	GNU C++17	-	-	-	-
29733860	blue	149	-	64379883	840	31	GNU C++11	64384347	2096	30	GNU C++11	64403902	8	46	GNU C++11	64404381	7832	46	GNU C++11	64406531	18012	171	GNU C++11	-	-	-	-
29782217	blue	150	Индия	64373990	408	46	GNU C++17	64377810	112	30	GNU C++17	64388733	216	46	GNU C++17	64397982	244	46	GNU C++17	64409776	13776	187	GNU C++17	-	-	-	-
29780607	blue	150	Lebanon	64374785	16	46	GNU C++17	64377858	56	62	GNU C++17	64383297	156	186	GNU C++17	64398645	52	31	GNU C++17	64412664	9612	358	GNU C++17	-	-	-	-
29729608	blue	152	China	64374486	8	46	GNU C++17	64382232	264	61	GNU C++17	NO	-	-	-	64387669	244	46	GNU C++17	64397520	10520	108	GNU C++17	-	-	-	-
29775635	blue	153	Brazil	64374264	248	30	GNU C++17	64378895	316	30	GNU C++17	64401927	156	31	GNU C++17	64392293	244	31	GNU C++17	64412895	6736	109	GNU C++17	-	-	-	-
29781071	blue	154	Индия	64374764	16	31	GNU C++14	64382521	56	31	GNU C++14	64417966	156	171	GNU C++14	64401643	48	31	GNU C++14	64400474	18488	171	GNU C++14	-	-	-	-
29727311	blue	155	Georgia	64374975	16	46	GNU C++14	64378987	260	62	GNU C++14	64392882	232	46	GNU C++14	64397577	3540	62	GNU C++14	64412405	22900	373	GNU C++14	-	-	-	-
29749727	blue	156	-	64376523	16	46	GNU C++11	64392597	164	31	GNU C++11	64389354	8	140	GNU C++11	64409127	8	46	GNU C++11	64404849	15932	156	GNU C++11	-	-	-	-
29745485	blue	156	China	64373954	12	31	GNU C++11	64381260	44	46	GNU C++11	64410051	8	46	GNU C++17	64398803	4960	46	GNU C++11	64403871	18012	156	GNU C++11	-	-	-	-
29737581	blue	158	-	64374494	12	46	GNU C++17	64389515	56	62	GNU C++17	64385029	388	186	GNU C++17	64401707	56	31	GNU C++17	64408852	16508	171	GNU C++17	-	-	-	-
29784266	blue	159	Индия	64374672	4	46	GNU C++17	64381983	56	46	GNU C++17	64404988	156	62	GNU C++17	64399129	8	31	GNU C++17	64411728	13264	171	GNU C++17	-	-	-	-
29778847	blue	159	-	64375064	12	30	GNU C++17	64382023	52	31	GNU C++17	64409675	156	31	GNU C++17	64388723	244	46	GNU C++17	64413943	7188	296	GNU C++17	-	-	-	-
29756216	blue	161	Moldova	64375015	16	30	GNU C++17	64378041	60	31	GNU C++17	64399774	148	46	GNU C++17	64390931	248	46	GNU C++17	64413076	15640	218	GNU C++17	-	-	-	-
29772162	blue	162	Egypt	64374964	0	140	Java 8	64378871	0	109	Java 8	64387172	0	140	Java 8	64396283	0	124	Java 8	64415602	36840	436	Java 8	-	-	-	-
29784380	blue	163	Cuba	64375304	404	30	GNU C++17	64382161	52	62	GNU C++17	64396310	12	46	GNU C++17	64399175	8	31	GNU C++17	64414359	9832	156	GNU C++17	-	-	-	-
29775026	blue	164	China	64375295	248	46	GNU C++17	64380370	56	46	GNU C++17	64394731	388	218	GNU C++17	64396615	8	61	GNU C++17	64417521	4752	358	GNU C++11	-	-	-	-
29776197	blue	165	-	64374585	12	31	GNU C++17	64385588	268	31	GNU C++17	64386479	148	31	GNU C++17	64391236	12	31	GNU C++17	64412448	4136	467	GNU C++17	-	-	-	-
29763134	cyan	166	-	64375968	12	31	GNU C++11	64381040	24	31	GNU C++11	64390742	32	124	GNU C++11	64398879	36	46	GNU C++11	64417539	61368	358	GNU C++11	-	-	-	-
29773517	blue	167	China	64373807	8	31	GNU C++11	64377519	24	46	GNU C++11	64390599	12	46	GNU C++11	64403912	23492	46	GNU C++11	64410694	4284	62	GNU C++11	-	-	-	-
29783138	blue	167	Индия	64374050	12	30	GNU C++14	64380011	60	31	GNU C++14	64390717	160	202	GNU C++14	64397303	8	46	GNU C++14	64417362	14808	311	GNU C++14	-	-	-	-
29783597	cyan	167	-	64373741	144	31	GNU C++11	64377105	588	31	GNU C++11	-	-	-	-	64388196	4060	46	GNU C++11	64395170	7656	140	GNU C++11	-	-	-	-
29742090	blue	170	Индия	64375163	4	31	GNU C++17	64378858	432	31	GNU C++17	-	-	-	-	64388991	8	46	GNU C++17	64399099	13756	202	GNU C++17	-	-	-	-
29768854	blue	170	Индия	64383725	4	31	GNU C++14	64375618	60	31	GNU C++14	64407251	152	31	GNU C++14	64398187	8	31	GNU C++14	64411969	7632	109	GNU C++14	-	-	-	-
29779775	blue	172	Индия	64375058	4	30	GNU C++14	64378835	56	30	GNU C++14	64404283	164	155	GNU C++14	64391623	8	46	GNU C++14	64414059	22156	233	GNU C++14	-	-	-	-
29735766	blue	173	Индия	64374116	12	15	GNU C++17	64379957	684	31	GNU C++17	64409997	156	31	GNU C++17	64400047	8	46	GNU C++17	64405040	14696	187	GNU C++17	-	-	-	-
29729557	blue	174	China	64373935	400	30	GNU C++14	64378965	992	31	GNU C++14	64399903	1772	31	GNU C++14	64393126	992	31	GNU C++14	64411879	7512	93	GNU C++17	-	-	-	-
29784134	black	175	-	64374176	12	31	GNU C++14	64383386	56	46	GNU C++14	64395228	4	61	GNU C++14	64390306	48	46	GNU C++14	64406871	8036	311	GNU C++14	-	-	-	-
29763146	blue	176	-	64374424	16	31	GNU C++11	64383738	48	46	GNU C++11	64393598	8	46	GNU C++11	64404752	8	31	GNU C++11	64411329	8312	108	GNU C++11	-	-	-	-
29744426	blue	177	-	64373719	12	31	MS C++ 2017	64377611	28	31	MS C++ 2017	64412707	264	77	MS C++ 2017	64382800	264	46	MS C++ 2017	64405672	10940	296	MS C++ 2017	-	-	-	-
29776974	blue	177	Россия	64374743	4	31	GNU C++17	64381210	312	31	GNU C++17	64398846	148	171	GNU C++17	64391203	244	46	GNU C++17	64411398	6772	124	GNU C++17	-	-	-	-
29771160	blue	179	-	64375477	4	31	GNU C++11	64379983	168	31	GNU C++11	64407373	16	77	GNU C++11	64391073	8	31	GNU C++11	64416201	11996	280	GNU C++11	-	-	-	-
29781092	blue	180	China	64385706	12	31	GNU C++11	64385624	460	30	GNU C++11	64396654	8	78	GNU C++11	64404774	8	31	GNU C++11	64408799	18456	312	GNU C++11	-	-	-	-
29767606	blue	181	Индия	64373652	400	31	GNU C++14	64377261	312	31	GNU C++14	64393469	160	31	GNU C++14	64401522	8	46	GNU C++14	64411870	19232	187	GNU C++14	-	-	-	-
29765718	cyan	182	-	64377457	8	31	GNU C++14	64385368	112	31	GNU C++14	64410743	156	170	GNU C++14	64381133	8	46	GNU C++14	64416827	8524	685	GNU C++14	-	-	-	-
29782784	blue	182	-	64374569	8	31	GNU C++17	64407769	264	31	GNU C++17	64415089	0	31	GNU C++17	64396564	8	46	GNU C++17	64405732	4208	280	GNU C++17	-	-	-	-
29781078	blue	184	China	64379051	20	46	GNU C++11	64388042	68	31	GNU C++11	64401532	12	124	GNU C++11	64404134	8	46	GNU C++11	64407596	7036	546	GNU C++11	-	-	-	-
29763190	blue	185	Brazil	64374046	8	15	GNU C++17	64397018	176	30	GNU C++17	64394247	160	186	GNU C++17	64401993	8	46	GNU C++17	64410576	14480	140	GNU C++17	-	-	-	-
29771257	blue	186	-	64374863	400	46	GNU C++11	64390049	200	31	GNU C++11	64401983	988	140	GNU C++11	64388311	4904	46	GNU C++11	64408230	9060	795	GNU C++11	-	-	-	-
29757461	blue	187	Сербия	64376017	8	46	GNU C++17	64382298	64	61	GNU C++17	64392306	20	202	GNU C++17	64402840	8	46	GNU C++17	64413154	7896	77	GNU C++17	-	-	-	-
29773708	cyan	188	-	64376698	0	31	GNU C++11	64382587	0	31	GNU C++11	-	-	-	-	64391490	8	46	GNU C++11	64400529	4756	62	GNU C++11	-	-	-	-
29732602	blue	188	United States	64373449	16	31	GNU C++17	64384351	204	30	GNU C++17	64385924	384	155	GNU C++17	64412424	7048	93	GNU C++17	64408214	11944	217	GNU C++17	-	-	-	-
29767382	blue	190	-	64379071	840	31	GNU C++11	64383570	2092	31	GNU C++11	64406201	8	31	GNU C++11	64393713	7840	46	GNU C++11	64408477	7892	78	GNU C++11	-	-	-	-
29771248	cyan	191	-	64377557	12	31	GNU C++14	64379792	312	30	GNU C++14	64385989	152	46	GNU C++14	64391505	8	46	GNU C++14	64417417	14352	155	GNU C++14	-	-	-	-
29783369	blue	192	Аргентина	64374370	0	31	GNU C++14	64381072	4	31	GNU C++14	64387996	140	30	GNU C++14	64414069	0	31	GNU C++14	64409293	7556	109	GNU C++14	-	-	-	-
29783250	blue	193	Индия	64373783	1568	46	GNU C++11	64383031	1852	31	GNU C++11	64399158	1572	77	GNU C++11	64397106	1572	31	GNU C++11	64410242	21028	280	GNU C++11	-	-	-	-
29769371	blue	194	China	64373644	788	15	GNU C++11	64376687	48	30	GNU C++11	64414803	4	109	GNU C++11	64400966	8	46	GNU C++11	64398866	18204	217	GNU C++11	-	-	-	-
29767861	cyan	195	Бангладеш	64375430	8	46	GNU C++14	64379551	356	46	GNU C++14	64388678	152	46	GNU C++14	64397217	8	31	GNU C++14	64415863	10804	327	GNU C++14	-	-	-	-
29750991	blue	196	China	64375898	12	31	GNU C++11	64381857	148	31	GNU C++11	64389414	8	46	GNU C++11	64401845	8	46	GNU C++11	64416449	6452	93	GNU C++11	-	-	-	-
29779938	blue	197	Россия	64374583	12	31	GNU C++17	64380237	56	30	GNU C++17	64392032	4	31	GNU C++17	64403718	8	31	GNU C++17	64414653	12800	155	GNU C++17	-	-	-	-
29727651	cyan	198	Egypt	64373963	12	46	GNU C++14	64381963	316	30	GNU C++14	-	-	-	-	64390088	2564	62	GNU C++14	64403668	13024	171	GNU C++14	-	-	-	-
29730182	blue	199	-	64379038	8	31	GNU C++17	64381050	436	46	GNU C++17	NO	-	-	-	64383225	244	46	GNU C++17	64402881	16888	358	GNU C++17	-	-	-	-
29780173	blue	200	Belarus	64374876	8	15	GNU C++17	64379240	316	31	GNU C++17	64386115	384	46	GNU C++17	64394774	8	46	GNU C++17	64413440	26524	327	GNU C++17	-	-	-	-
29784395	blue	201	Бангладеш	64390324	8	46	GNU C++17	64398005	300	46	GNU C++17	NO	-	-	-	64404017	52	31	GNU C++17	64386092	19912	171	GNU C++17	-	-	-	-
29742072	blue	201	-	64374340	12	30	GNU C++14	64379433	44	30	GNU C++14	64395467	8	30	GNU C++14	64401017	8	46	GNU C++14	64412477	9096	109	GNU C++14	-	-	-	-
29783149	blue	203	Бангладеш	64400284	12	31	GNU C++14	64404841	304	31	GNU C++14	64413118	8	171	GNU C++14	64386668	8	46	GNU C++14	64399308	15260	171	GNU C++14	-	-	-	-
29743449	blue	204	Belarus	64374489	23496	46	GNU C++17	64384712	244	46	GNU C++17	64405735	156	62	GNU C++17	64401023	240	31	GNU C++17	64404956	48984	202	GNU C++17	-	-	-	-
29783234	blue	205	-	64375340	12	46	GNU C++17	64381649	56	31	GNU C++17	64390865	160	61	GNU C++17	64399634	8	31	GNU C++17	64417546	25652	155	GNU C++17	-	-	-	-
29784602	blue	206	Индия	64375148	12	31	GNU C++17	64380121	184	31	GNU C++17	64414511	156	155	GNU C++17	64394805	12	46	GNU C++17	64410350	17644	155	GNU C++17	-	-	-	-
29778708	blue	207	Индия	64377318	12	31	GNU C++17	64382700	316	31	GNU C++17	64398063	144	218	GNU C++17	64402624	8	46	GNU C++17	64412912	12408	171	GNU C++17	-	-	-	-
29762777	blue	208	-	64376391	12	31	GNU C++17	64388760	192	46	GNU C++17	64409196	152	46	GNU C++17	64384616	8	31	GNU C++17	64417594	17076	171	GNU C++17	-	-	-	-
29753267	blue	209	Egypt	64374207	796	31	GNU C++14	64414223	1044	31	GNU C++14	64390410	152	46	GNU C++14	64398992	8	31	GNU C++14	64411460	15712	217	GNU C++14	-	-	-	-
29784652	blue	210	Switzerland	64373916	168	46	GNU C++17	64392140	256	31	GNU C++17	64403573	152	46	GNU C++17	64386096	48	46	GNU C++17	64416477	15092	186	GNU C++17	-	-	-	-
29784990	blue	211	Taiwan	64379606	396	46	GNU C++11	64384447	164	30	GNU C++11	64390250	8	46	GNU C++11	64397016	8	46	GNU C++11	64417360	13176	280	GNU C++11	-	-	-	-
29780564	blue	212	Brazil	64374407	8	46	GNU C++17	64379341	212	77	GNU C++17	-	-	-	-	64383161	388	46	GNU C++17	64405911	13104	171	GNU C++17	-	-	-	-
29776438	cyan	213	Saudi Arabia	64376800	144	31	GNU C++17	64384906	244	15	GNU C++17	64396899	160	202	GNU C++17	64417960	8	46	GNU C++17	64404536	15728	234	GNU C++17	-	-	-	-
29758935	blue	214	Egypt	64374034	12	31	GNU C++14	64378299	28	31	GNU C++14	64389067	152	46	GNU C++14	64395956	8	31	GNU C++14	64416211	9500	93	GNU C++14	-	-	-	-
29781052	green	215	-	64376787	12	46	GNU C++17	64384281	148	46	GNU C++17	64416328	12	46	GNU C++17	64402999	8	31	GNU C++17	64408803	52872	202	GNU C++17	-	-	-	-
29780997	blue	216	China	64373532	3920	31	GNU C++11	64380751	1956	30	GNU C++11	NO	-	-	-	64394402	792	31	GNU C++11	64402171	28880	46	GNU C++11	-	-	-	-
29780099	blue	217	-	64374978	1576	31	GNU C++14	64380324	1612	15	GNU C++14	64415709	860	31	GNU C++14	64389520	3140	31	GNU C++14	64412695	84376	623	GNU C++14	-	-	-	-
29740637	blue	218	-	64377016	400	31	GNU C++17	64381062	592	15	GNU C++17	64409277	12	46	GNU C++17	64402599	4156	46	GNU C++17	64416363	9688	93	GNU C++17	-	-	-	-
29785237	black	219	-	64381702	8	46	GNU C++14	64384900	60	62	GNU C++14	-	-	-	-	64387763	8	46	GNU C++14	64405996	9968	187	GNU C++14	-	-	-	-
29745238	blue	220	China	64374300	12	46	GNU C++11	64376596	44	46	GNU C++11	64394341	8	233	GNU C++11	64389333	8	46	GNU C++11	64418086	5704	358	GNU C++11	-	-	-	-
29768587	blue	221	Ukraine	64374783	3920	46	GNU C++17	64380889	60	15	GNU C++17	64398019	200	46	GNU C++17	64408008	292	31	GNU C++17	64413178	11824	139	GNU C++17	-	-	-	-
29758297	blue	222	Россия	64373915	520	31	GNU C++17	64377272	568	15	GNU C++17	64417709	380	46	GNU C++17	64410025	2064	46	GNU C++17	64403249	8176	109	GNU C++17	-	-	-	-
29767785	blue	223	Thailand	64389978	160	46	GNU C++17	64393669	72	46	GNU C++17	64417518	152	186	GNU C++17	64396640	248	46	GNU C++17	64409692	14264	327	GNU C++17	-	-	-	-
29738412	blue	224	-	64378095	8	46	GNU C++11	64381948	156	31	GNU C++11	64394889	8	62	GNU C++11	64403562	8	46	GNU C++11	64415277	10108	202	GNU C++11	-	-	-	-
29735522	blue	225	Индия	64374740	248	46	GNU C++17	64380183	432	61	GNU C++17	64386473	148	62	GNU C++17	64406782	8	30	GNU C++17	64410830	14192	358	GNU C++17	-	-	-	-
29743255	blue	226	China	64375010	12	46	GNU C++17	64384688	436	46	GNU C++17	64415557	148	218	GNU C++17	64390627	244	46	GNU C++17	64414613	12628	139	GNU C++17	-	-	-	-
29730285	blue	227	China	64374181	2452	31	GNU C++17	64384176	2988	15	GNU C++17	64401448	3080	31	GNU C++17	64405640	4	46	GNU C++17	64410781	8172	108	GNU C++17	-	-	-	-
29737875	blue	228	Kazakhstan	64373869	632	31	GNU C++17	NO	-	-	-	64397125	148	46	GNU C++17	64393190	240	31	GNU C++17	64406949	7784	296	GNU C++17	-	-	-	-
29735504	cyan	229	-	64374984	12	31	GNU C++17	64382380	56	15	GNU C++17	64395525	4080	46	GNU C++17	64399257	248	31	GNU C++17	64413622	7340	124	GNU C++17	-	-	-	-
29747967	blue	230	-	64400999	16	31	GNU C++17	64403564	324	15	GNU C++17	64414272	156	31	GNU C++17	64407122	248	46	GNU C++17	64399943	25492	187	GNU C++17	-	-	-	-
29743551	blue	231	-	64377131	400	31	GNU C++17	64381923	316	31	GNU C++17	64396317	160	140	GNU C++17	64401165	248	31	GNU C++17	64414142	18992	249	GNU C++17	-	-	-	-
29763472	blue	232	Россия	64379645	8	31	GNU C++17	64384509	52	15	GNU C++17	64397805	384	61	GNU C++17	64403143	8	46	GNU C++17	64411550	4972	93	GNU C++17	-	-	-	-
29770033	blue	233	-	64375387	400	46	GNU C++14	64380030	176	46	GNU C++14	64415177	8	233	GNU C++14	64402628	8	31	GNU C++14	64411313	7728	78	GNU C++14	-	-	-	-
29774419	blue	234	China	64379728	8	31	GNU C++11	64402910	44	46	GNU C++11	64400882	4	46	GNU C++11	64388537	8	46	GNU C++11	64414586	21960	62	GNU C++11	-	-	-	-
29771959	blue	235	-	64405613	4	46	GNU C++11	64409847	132	78	GNU C++11	64411714	8	46	GNU C++11	64398503	8	46	GNU C++11	64397430	6568	140	GNU C++11	-	-	-	-
29780064	blue	236	Индия	64375012	8	30	GNU C++14	64397709	444	31	GNU C++14	64391636	8	31	GNU C++14	64402254	8	46	GNU C++14	64417414	19576	264	GNU C++14	-	-	-	-
29780685	cyan	237	-	64391974	8	31	GNU C++17	64398897	220	62	GNU C++17	-	-	-	-	64384476	240	46	GNU C++17	64407154	15372	390	GNU C++17	-	-	-	-
29753472	blue	238	China	64375407	400	30	GNU C++17	64381695	1224	31	GNU C++17	64392447	992	31	GNU C++17	64417207	244	31	GNU C++17	64413418	7368	93	GNU C++17	-	-	-	-
29780930	blue	239	South Korea	64374234	244	31	GNU C++17	64392186	448	31	GNU C++17	64399134	8	31	GNU C++17	64404338	4	421	GNU C++17	64411763	18440	202	GNU C++17	-	-	-	-
29780579	blue	240	Россия	64374492	8	30	MS C++ 2017	64379108	32	31	MS C++ 2017	64407934	28	46	MS C++ 2017	64398521	12	46	MS C++ 2017	64417078	25304	187	MS C++ 2017	-	-	-	-
29764720	cyan	241	-	64375874	24	46	GNU C++14	64405624	80	62	GNU C++14	-	-	-	-	64397644	31332	78	GNU C++14	64401210	27120	77	GNU C++14	-	-	-	-
29784485	cyan	242	Vietnam	64376923	400	31	GNU C++17	64385492	312	31	GNU C++17	-	-	-	-	64402461	62636	62	GNU C++17	64395912	14824	93	GNU C++17	-	-	-	-
29773886	blue	243	-	64375379	252	31	GNU C++17	64379393	56	46	GNU C++17	-	-	-	-	64386678	244	31	GNU C++17	64413183	50040	841	GNU C++17	-	-	-	-
29744094	blue	244	Jordan	64373588	8	30	GNU C++14	64376899	312	30	GNU C++17	64407798	160	140	GNU C++17	64385425	1224	46	GNU C++17	64416220	5808	155	GNU C++17	-	-	-	-
29757642	blue	245	Belarus	64402166	12	46	GNU C++17	64403229	312	30	GNU C++17	NO	-	-	-	64398719	240	46	GNU C++17	64393853	15000	249	GNU C++17	-	-	-	-
29781113	green	246	-	64384528	796	46	GNU C++14	64382651	68	46	GNU C++14	-	-	-	-	64404682	31324	62	GNU C++14	64400376	16884	93	GNU C++14	-	-	-	-
29783487	blue	247	Индия	64375871	16	46	GNU C++14	64382990	60	61	GNU C++14	-	-	-	-	64393228	9412	62	GNU C++14	64409256	14284	452	GNU C++14	-	-	-	-
29784214	blue	248	Индия	64376329	8	31	GNU C++14	64409510	312	31	GNU C++14	64416571	172	233	GNU C++14	64407652	8	31	GNU C++14	64401855	77192	498	GNU C++14	-	-	-	-
29768809	blue	249	China	64376601	8	31	GNU C++11	64383909	156	30	GNU C++11	-	-	-	-	64393071	3920	46	GNU C++11	64407604	4664	93	GNU C++11	-	-	-	-
29769155	cyan	250	Saudi Arabia	64381430	8	46	GNU C++17	64392457	296	15	GNU C++17	64398122	160	156	GNU C++17	64418203	8	46	GNU C++17	64406851	18604	233	GNU C++17	-	-	-	-
29761380	blue	251	-	64373591	12	31	GNU C++17	64376377	316	31	GNU C++17	-	-	-	-	64393777	4	31	GNU C++17	64405373	39392	217	GNU C++17	-	-	-	-
29733369	blue	252	Vietnam	64373510	164	31	GNU C++14	64378464	308	15	GNU C++14	64392441	148	46	GNU C++14	64407360	8	46	GNU C++14	64414135	17580	217	GNU C++14	-	-	-	-
29776847	blue	253	Индия	64376149	8	31	GNU C++14	64379109	316	15	GNU C++14	64417821	160	46	GNU C++14	64415428	48	31	GNU C++14	64411239	8156	514	GNU C++14	-	-	-	-
29783767	green	254	-	64393182	284	31	GNU C++14	64388676	152	62	GNU C++14	-	-	-	-	64403772	51064	77	GNU C++14	64397947	11460	93	GNU C++14	-	-	-	-
29774188	cyan	255	Saudi Arabia	64377027	12	31	GNU C++14	64387008	112	31	GNU C++14	64407201	156	249	GNU C++14	64415227	8	31	GNU C++14	64406591	15728	218	GNU C++14	-	-	-	-
29757866	blue	255	Brazil	64374406	28	46	GNU C++14	64397698	312	46	GNU C++14	64400008	192	46	GNU C++14	64402557	8	46	GNU C++14	64414711	15872	218	GNU C++14	-	-	-	-
29756210	blue	257	Egypt	64373984	0	124	Java 8	NO	-	-	-	64402016	0	124	Java 8	64382708	0	140	Java 8	64415314	20032	342	Java 8	-	-	-	-
29737725	cyan	258	Бангладеш	64375526	8	31	GNU C++17	64405811	364	61	GNU C++17	-	-	-	-	64391186	1944	46	GNU C++17	64402690	13780	343	GNU C++17	-	-	-	-
29779986	blue	259	Россия	64373584	8	31	GNU C++17	64376622	152	31	GNU C++17	64405241	160	31	GNU C++17	64414940	244	46	GNU C++17	64410148	21508	202	GNU C++17	-	-	-	-
29734993	blue	260	United States	64376824	248	31	GNU C++17	64380443	316	31	GNU C++17	-	-	-	-	64387328	1580	124	GNU C++17	64414203	10168	93	GNU C++17	-	-	-	-
29738151	cyan	260	-	64374778	12	31	GNU C++14	64388180	52	31	GNU C++14	-	-	-	-	64394582	8	31	GNU C++14	64409257	19908	171	GNU C++14	-	-	-	-
29735671	cyan	262	Индия	64375867	240	46	GNU C++17	64380940	56	31	GNU C++17	NO	-	-	-	64397060	8	46	GNU C++17	64411363	15524	171	GNU C++17	-	-	-	-
29784983	blue	263	-	64380224	8	30	GNU C++11	NO	-	-	-	64401701	8	31	GNU C++11	64394385	8	46	GNU C++11	64411993	12640	156	GNU C++11	-	-	-	-
29783090	cyan	264	Индия	64374423	8	31	GNU C++14	64377510	444	30	GNU C++14	-	-	-	-	64389181	44	31	GNU C++14	64415425	23644	156	GNU C++14	-	-	-	-
29748798	cyan	265	Egypt	64376290	12	46	GNU C++14	64385590	312	31	GNU C++14	-	-	-	-	64396321	8	46	GNU C++14	64408650	13760	202	GNU C++14	-	-	-	-
29776296	cyan	266	Индия	64375708	0	187	Java 8	64382367	0	139	Java 8	-	-	-	-	64409058	0	156	Java 8	64398295	19868	171	GNU C++11	-	-	-	-
29727856	blue	267	Россия	64374655	8	30	GNU C++17	64384026	452	15	GNU C++17	64402333	8	31	GNU C++17	64407653	15656	31	GNU C++17	64412907	7636	108	GNU C++17	-	-	-	-
29783729	blue	268	Brazil	64373976	388	31	GNU C++11	64383306	48	46	GNU C++11	-	-	-	-	64413534	4	31	GNU C++11	64397255	6940	156	GNU C++11	NO	-	-	-
29740386	cyan	269	-	64374351	48	31	GNU C++14	64378617	56	46	GNU C++14	-	-	-	-	64392856	12	31	GNU C++14	64417042	7732	93	GNU C++14	-	-	-	-
29730998	blue	270	Cuba	64397354	8	46	GNU C++17	64402808	316	15	GNU C++17	-	-	-	-	64389400	8	31	GNU C++17	64409344	9448	93	GNU C++17	-	-	-	-
29781053	cyan	271	Vietnam	64376599	248	15	GNU C++17	64387082	56	30	GNU C++17	-	-	-	-	64396912	8	46	GNU C++17	64407915	53108	202	GNU C++17	-	-	-	-
29782407	blue	272	Бангладеш	64375215	12	46	GNU C++17	64381067	260	15	GNU C++17	-	-	-	-	64384534	8	46	GNU C++17	64415063	121764	935	GNU C++17	-	-	-	-
29780982	blue	273	Индия	64373720	16	31	GNU C++17	64377551	56	31	GNU C++17	NO	-	-	-	64400830	240	31	GNU C++17	64406059	14852	217	GNU C++17	-	-	-	-
29780610	blue	274	Iran	64376264	12	15	GNU C++14	64382881	176	31	GNU C++14	-	-	-	-	64395653	8	31	GNU C++14	64406530	13668	109	GNU C++14	-	-	-	-
29727231	blue	275	-	64373931	8	46	GNU C++14	64406120	212	31	GNU C++17	64414670	164	46	GNU C++17	64400789	248	46	GNU C++17	64417260	20568	171	GNU C++17	-	-	-	-
