SubmissionID	Problem_index	Participant_country	Participant_color	Language	Time	Memory
29733166_64390904	4	Индия	blue	GNU C++14	31	12
29733166_64381618	5	Индия	blue	GNU C++14	171	16104
29759131_64374998	1	-	blue	GNU C++14	46	23496
29759131_64379200	2	-	blue	GNU C++14	31	5896
29759131_64384709	3	-	blue	GNU C++14	46	5876
29759131_64390095	4	-	blue	GNU C++14	31	4
29759131_64403851	5	-	blue	GNU C++14	218	58580
29758132_64373641	1	Ukraine	blue	GNU C++17	31	248
29758132_64377203	2	Ukraine	blue	GNU C++17	31	436
29758132_64386651	3	Ukraine	blue	GNU C++17	46	160
29758132_64387853	4	Ukraine	blue	GNU C++17	31	244
29758132_64401294	5	Ukraine	blue	GNU C++17	218	17920
29733119_64373534	1	-	blue	GNU C++11	31	4
29733119_64376427	2	-	blue	GNU C++11	31	292
29733119_64397534	3	-	blue	GNU C++11	46	4
29733119_64384297	4	-	blue	GNU C++11	31	4
29733119_64404520	5	-	blue	GNU C++11	217	11800
29769088_64390820	1	Россия	blue	GNU C++14	31	16
29769088_64386039	2	Россия	blue	GNU C++14	15	64
29769088_64381750	3	Россия	blue	GNU C++14	234	152
29769088_64389408	4	Россия	blue	GNU C++14	31	60
29769088_64402018	5	Россия	blue	GNU C++14	109	10264
29764368_64375583	1	China	blue	GNU C++11	15	8
29764368_64380384	2	China	blue	GNU C++11	15	28
29764368_64389584	3	China	blue	GNU C++11	46	4
29764368_64394790	4	China	blue	GNU C++11	31	4900
29764368_64400285	5	China	blue	GNU C++11	78	8468
29729268_64374100	1	China	blue	GNU C++11	31	12
29729268_64383202	2	China	blue	GNU C++11	46	100
29729268_64412536	3	China	blue	GNU C++11	108	168
29729268_64377808	4	China	blue	GNU C++11	46	792
29729268_64392287	5	China	blue	GNU C++11	46	4452
29782340_64374256	1	Estonia	blue	GNU C++11	31	152
29782340_64377100	2	Estonia	blue	GNU C++11	31	428
29782340_64388616	3	Estonia	blue	GNU C++11	46	148
29782340_64392593	4	Estonia	blue	GNU C++11	93	7972
29782340_64400753	5	Estonia	blue	GNU C++11	155	9296
29780270_64373993	1	Vietnam	blue	GNU C++11	31	7968
29780270_64376837	2	Vietnam	blue	GNU C++11	46	8256
29780270_64384793	3	Vietnam	blue	GNU C++11	109	7988
29780270_64392015	4	Vietnam	blue	GNU C++11	62	15800
29780270_64404277	5	Vietnam	blue	GNU C++11	187	26500
29758811_64373654	1	Belarus	blue	GNU C++17	31	2360
29758811_64381982	2	Belarus	blue	GNU C++17	46	644
29758811_64406954	3	Belarus	blue	GNU C++17	46	12
29758811_64395414	4	Belarus	blue	GNU C++17	31	248
29758811_64383112	5	Belarus	blue	GNU C++17	124	24372
29728483_64374369	1	Brazil	blue	GNU C++17	31	12
29728483_64380476	2	Brazil	blue	GNU C++17	15	312
29728483_64392045	3	Brazil	blue	GNU C++17	155	156
29728483_64387891	4	Brazil	blue	GNU C++17	46	5984
29728483_64404293	5	Brazil	blue	GNU C++17	218	55192
29783733_64373683	1	United Arab Emirates	blue	GNU C++17	31	8
29783733_64376261	2	United Arab Emirates	blue	GNU C++17	30	436
29783733_64382044	3	United Arab Emirates	blue	GNU C++17	31	156
29783733_64389039	4	United Arab Emirates	blue	GNU C++17	46	252
29783733_64405799	5	United Arab Emirates	blue	GNU C++17	202	13992
29740467_64373649	1	Россия	blue	GNU C++17	31	256
29740467_64376716	2	Россия	blue	GNU C++17	15	440
29740467_64385257	3	Россия	blue	GNU C++17	46	160
29740467_64391892	4	Россия	blue	GNU C++17	31	52
29740467_64403387	5	Россия	blue	GNU C++17	109	6412
29755862_64373971	1	Бангладеш	blue	GNU C++17	15	8
29755862_64378140	2	Бангладеш	blue	GNU C++17	31	260
29755862_64385357	3	Бангладеш	blue	GNU C++17	46	156
29755862_64393078	4	Бангладеш	blue	GNU C++17	46	1700
29755862_64406342	5	Бангладеш	blue	GNU C++17	155	11824
29743553_64373530	1	Бангладеш	blue	GNU C++11	31	24
29743553_64377508	2	Бангладеш	blue	GNU C++11	31	104
29743553_64383082	3	Бангладеш	blue	GNU C++11	62	8
29743553_64388264	4	Бангладеш	blue	GNU C++11	31	4
29743553_64406156	5	Бангладеш	blue	GNU C++11	296	18048
29758235_64373702	1	Россия	blue	GNU C++17	46	12
29758235_64380084	2	Россия	blue	GNU C++17	31	312
29758235_64400556	3	Россия	blue	GNU C++17	46	152
29758235_64388764	4	Россия	blue	GNU C++17	46	1228
29758235_64397720	5	Россия	blue	GNU C++17	187	15000
29735898_64373904	1	Индия	blue	GNU C++17	46	6528
29735898_64383512	2	Индия	blue	GNU C++17	31	6792
29735898_64388568	3	Индия	blue	GNU C++17	46	6520
29735898_64393710	4	Индия	blue	GNU C++17	77	20532
29735898_64402641	5	Индия	blue	GNU C++17	296	27396
29780623_64373938	1	-	blue	PyPy 3	155	1576
29780623_64378143	2	-	blue	PyPy 3	171	7512
29780623_64388791	3	-	blue	PyPy 3	373	9456
29780623_64392987	4	-	blue	PyPy 3	202	1404
29780623_64403929	5	-	blue	PyPy 3	405	23112
29777547_64374637	1	Vietnam	blue	GNU C++11	46	400
29777547_64380013	2	Vietnam	blue	GNU C++11	31	456
29777547_64387588	3	Vietnam	blue	GNU C++11	61	408
29777547_64393512	4	Vietnam	blue	GNU C++11	46	1572
29777547_64399798	5	Vietnam	blue	GNU C++11	234	14660
29770739_64374456	1	Бангладеш	blue	GNU C++11	46	788
29770739_64377948	2	Бангладеш	blue	GNU C++11	62	1072
29770739_64393965	3	Бангладеш	blue	GNU C++11	140	796
29770739_64386366	4	Бангладеш	blue	GNU C++11	46	792
29770739_64404415	5	Бангладеш	blue	GNU C++11	233	14536
29776818_64376475	1	China	blue	GNU C++11	31	8
29776818_64380426	2	China	blue	GNU C++14	31	60
29776818_64389521	3	China	blue	GNU C++14	46	160
29776818_64394176	4	China	blue	GNU C++14	46	8
29776818_64400300	5	China	blue	GNU C++14	561	7192
29731731_64374216	1	Syria	blue	GNU C++17	46	160
29731731_64386599	2	Syria	blue	GNU C++17	46	208
29731731_64383372	3	Syria	blue	GNU C++17	46	156
29731731_64389590	4	Syria	blue	GNU C++17	46	244
29731731_64406426	5	Syria	blue	GNU C++17	218	14300
29733410_64375275	1	Индия	blue	Java 8	124	0
29733410_64389373	2	Индия	blue	Java 8	124	0
29733410_64385433	3	Индия	blue	Java 8	140	0
29733410_64396073	4	Индия	blue	Java 8	140	0
29733410_64402591	5	Индия	blue	GNU C++14	62	18928
29777742_64373868	1	Vietnam	cyan	GNU C++11	31	396
29777742_64379365	2	Vietnam	cyan	GNU C++11	31	52
29777742_64414485	3	Vietnam	cyan	GNU C++11	77	8
29777742_64401282	4	Vietnam	cyan	GNU C++11	31	8
29777742_64391863	5	Vietnam	cyan	GNU C++11	265	18916
29750588_64375303	1	Россия	blue	GNU C++14	46	12
29750588_64384103	2	Россия	blue	GNU C++14	46	88
29750588_64393589	3	Россия	blue	GNU C++14	46	8
29750588_64380748	4	Россия	blue	GNU C++14	31	8
29750588_64409837	5	Россия	blue	GNU C++14	436	17340
29783704_64374597	1	South Korea	blue	GNU C++17	31	8
29783704_64389201	2	South Korea	blue	GNU C++17	31	172
29783704_64391731	3	South Korea	blue	GNU C++17	31	8
29783704_64393819	4	South Korea	blue	GNU C++17	46	240
29783704_64398540	5	South Korea	blue	GNU C++17	171	13904
29781325_64374529	1	Belarus	blue	GNU C++17	30	8
29781325_64380471	2	Belarus	blue	GNU C++17	31	320
29781325_64396534	3	Belarus	blue	GNU C++17	46	152
29781325_64385215	4	Belarus	blue	GNU C++17	31	52
29781325_64409825	5	Belarus	blue	GNU C++17	124	5444
29735268_64373648	1	-	blue	GNU C++14	31	396
29735268_64376967	2	-	blue	GNU C++14	46	472
29735268_64403855	3	-	blue	GNU C++14	46	344
29735268_64387391	4	-	blue	GNU C++14	46	8
29735268_64400616	5	-	blue	GNU C++14	577	35412
29780794_64374009	1	China	blue	GNU C++14	31	18804
29780794_64377194	2	China	blue	GNU C++14	15	476
29780794_64391222	3	China	blue	GNU C++14	46	1720
29780794_64382960	4	China	blue	GNU C++14	31	1576
29780794_64405902	5	China	blue	GNU C++14	171	13284
29740946_64373503	1	Kazakhstan	blue	GNU C++17	31	16
29740946_64375371	2	Kazakhstan	blue	GNU C++17	15	60
29740946_64384607	3	Kazakhstan	blue	GNU C++17	46	152
29740946_64391237	4	Kazakhstan	blue	GNU C++17	46	244
29740946_64403859	5	Kazakhstan	blue	GNU C++17	217	16500
29779961_64375843	1	Индия	blue	GNU C++14	46	8
29779961_64390185	2	Индия	blue	GNU C++14	31	112
29779961_64404542	3	Индия	blue	GNU C++14	202	156
29779961_64384181	4	Индия	blue	GNU C++14	46	260
29779961_64400815	5	Индия	blue	GNU C++14	358	20540
29776228_64375200	1	-	black	GNU C++11	31	0
29776228_64379315	2	-	black	GNU C++11	15	0
29776228_64389862	3	-	black	GNU C++11	31	0
29776228_64393536	4	-	black	GNU C++11	46	8
29776228_64402330	5	-	black	GNU C++11	202	12504
29784717_64373842	1	-	blue	GNU C++14	31	8
29784717_64381006	2	-	blue	GNU C++14	15	56
29784717_64386158	3	-	blue	GNU C++14	46	156
29784717_64393582	4	-	blue	GNU C++14	46	272
29784717_64407275	5	-	blue	GNU C++14	186	12132
29780695_64374433	1	-	blue	GNU C++17	31	16
29780695_64379540	2	-	blue	GNU C++17	46	308
29780695_64389662	3	-	blue	GNU C++17	171	148
29780695_64394501	4	-	blue	GNU C++17	46	240
29780695_64402071	5	-	blue	GNU C++17	374	17900
29773384_64373499	1	-	blue	GNU C++14	31	12
29773384_64377289	2	-	blue	GNU C++14	30	368
29773384_64396244	3	-	blue	GNU C++14	46	156
29773384_64387158	4	-	blue	GNU C++14	46	8
29773384_64406985	5	-	blue	GNU C++14	155	12540
29764741_64373544	1	South Korea	blue	GNU C++14	46	8
29764741_64376628	2	South Korea	blue	GNU C++14	31	320
29764741_64384175	3	South Korea	blue	GNU C++14	31	156
29764741_64387718	4	South Korea	blue	GNU C++14	46	1000
29764741_64410314	5	South Korea	blue	GNU C++14	108	7660
29752390_64376474	1	-	black	GNU C++11	31	8
29752390_64381066	2	-	black	GNU C++11	31	64
29752390_64394536	3	-	black	GNU C++11	46	16
29752390_64388410	4	-	black	GNU C++11	46	7836
29752390_64410076	5	-	black	GNU C++11	46	5444
29781750_64374164	1	-	blue	GNU C++14	30	16
29781750_64377741	2	-	blue	GNU C++14	31	436
29781750_64384257	3	-	blue	GNU C++14	46	168
29781750_64387454	4	-	blue	GNU C++14	46	8
29781750_64412504	5	-	blue	GNU C++14	249	9396
29780223_64373521	1	-	blue	GNU C++14	31	16
29780223_64376379	2	-	blue	GNU C++14	31	52
29780223_64386299	3	-	blue	GNU C++14	31	160
29780223_64389086	4	-	blue	GNU C++14	46	8
29780223_64413570	5	-	blue	GNU C++14	93	40556
29753068_64373490	1	Россия	blue	MS C++ 2017	31	12
29753068_64376489	2	Россия	blue	MS C++ 2017	31	136
29753068_64394233	3	Россия	blue	MS C++ 2017	109	24
29753068_64381670	4	Россия	blue	MS C++ 2017	46	8
29753068_64413151	5	Россия	blue	MS C++ 2017	655	29000
29738502_64373799	1	Belarus	blue	GNU C++14	46	8
29738502_64376321	2	Belarus	blue	GNU C++14	30	60
29738502_64383090	3	Belarus	blue	GNU C++14	155	156
29738502_64391835	4	Belarus	blue	GNU C++14	62	9412
29738502_64408840	5	Belarus	blue	GNU C++14	156	16668
29776021_64392520	1	Узбекистан	blue	GNU C++17	31	7836
29776021_64392087	2	Узбекистан	blue	GNU C++17	30	56
29776021_64403875	3	Узбекистан	blue	GNU C++17	171	152
29776021_64391499	4	Узбекистан	blue	GNU C++17	46	7840
29776021_64400737	5	Узбекистан	blue	GNU C++17	124	49024
29734975_64373631	1	Ukraine	blue	GNU C++17	31	4160
29734975_64378252	2	Ukraine	blue	GNU C++17	30	256
29734975_64387835	3	Ukraine	blue	GNU C++17	31	8
29734975_64395728	4	Ukraine	blue	GNU C++17	31	244
29734975_64401037	5	Ukraine	blue	GNU C++17	218	17456
29756831_64375337	1	-	cyan	GNU C++14	46	4
29756831_64378655	2	-	cyan	GNU C++14	31	56
29756831_64386298	3	-	cyan	GNU C++14	155	156
29756831_64393493	4	-	cyan	GNU C++14	46	8
29756831_64409296	5	-	cyan	GNU C++14	109	8492
29774969_64374500	1	Индия	blue	GNU C++17	31	12
29774969_64377999	2	Индия	blue	GNU C++17	30	52
29774969_64387071	3	Индия	blue	GNU C++17	31	160
29774969_64392989	4	Индия	blue	GNU C++17	77	9412
29774969_64411634	5	Индия	blue	GNU C++17	124	13372
29780248_64376611	1	Россия	blue	GNU C++17	31	2364
29780248_64379249	2	Россия	blue	GNU C++17	31	2612
29780248_64388825	3	Россия	blue	GNU C++17	46	2752
29780248_64396192	4	Россия	blue	GNU C++17	31	2356
29780248_64408824	5	Россия	blue	GNU C++17	140	7236
29771985_64375439	1	Россия	blue	GNU C++14	31	8
29771985_64389787	2	Россия	blue	GNU C++14	46	60
29771985_64384131	3	Россия	blue	GNU C++14	46	144
29771985_64393844	4	Россия	blue	GNU C++14	31	8
29771985_64408232	5	Россия	blue	GNU C++14	124	11540
29729320_64373950	1	Индия	blue	GNU C++14	30	15832
29729320_64377626	2	Индия	blue	GNU C++14	31	16104
29729320_64398150	3	Индия	blue	GNU C++14	202	15816
29729320_64382783	4	Индия	blue	GNU C++14	31	15672
29729320_64414765	5	Индия	blue	GNU C++14	171	34784
29784906_64385661	1	-	cyan	GNU C++14	31	3924
29784906_64388023	2	-	cyan	GNU C++14	31	4232
29784906_64400823	3	-	cyan	GNU C++14	46	152
29784906_64377647	4	-	cyan	GNU C++14	31	8
29784906_64410746	5	-	cyan	GNU C++14	186	21084
29783098_64375125	1	-	blue	GNU C++14	30	4020
29783098_64381248	2	-	blue	GNU C++14	30	444
29783098_64411380	3	-	blue	GNU C++14	31	304
29783098_64394383	4	-	blue	GNU C++14	31	108
29783098_64401134	5	-	blue	GNU C++14	78	8540
29767701_64374225	1	Vietnam	blue	GNU C++14	31	48
29767701_64379691	2	Vietnam	blue	GNU C++14	31	28
29767701_64385860	3	Vietnam	blue	GNU C++14	31	8
29767701_64393863	4	Vietnam	blue	GNU C++14	46	8
29767701_64410041	5	Vietnam	blue	GNU C++14	577	127956
29748193_64374104	1	Jordan	blue	GNU C++17	31	1572
29748193_64380205	2	Jordan	blue	GNU C++17	46	1816
29748193_64386681	3	Jordan	blue	GNU C++17	31	1720
29748193_64393185	4	Jordan	blue	GNU C++17	31	1576
29748193_64410465	5	Jordan	blue	GNU C++17	217	19044
29782866_64373967	1	Japan	blue	GNU C++14	31	8
29782866_64383703	2	Japan	blue	GNU C++14	31	240
29782866_64382382	3	Japan	blue	GNU C++14	31	188
29782866_64388982	4	Japan	blue	GNU C++14	46	4
29782866_64411570	5	Japan	blue	GNU C++14	187	18948
29734565_64374454	1	Индия	blue	GNU C++17	31	248
29734565_64378368	2	Индия	blue	GNU C++17	31	244
29734565_64391700	3	Индия	blue	GNU C++17	46	200
29734565_64398825	4	Индия	blue	GNU C++17	31	4
29734565_64405840	5	Индия	blue	GNU C++17	233	18872
29784064_64373927	1	Индия	blue	GNU C++17	31	8
29784064_64377904	2	Индия	blue	GNU C++17	31	260
29784064_64384015	3	Индия	blue	GNU C++17	31	148
29784064_64405383	4	Индия	blue	GNU C++17	46	244
29784064_64399525	5	Индия	blue	GNU C++17	171	12988
29784185_64373761	1	-	blue	GNU C++17	30	244
29784185_64377040	2	-	blue	GNU C++17	31	64
29784185_64399618	3	-	blue	GNU C++17	46	404
29784185_64393052	4	-	blue	PyPy 3	186	1404
29784185_64405745	5	-	blue	GNU C++17	171	13024
29750398_64376327	1	Iran	blue	GNU C++14	31	24
29750398_64381385	2	Iran	blue	GNU C++14	61	300
29750398_64392135	3	Iran	blue	GNU C++14	46	8
29750398_64399834	4	Iran	blue	GNU C++14	46	8
29750398_64405179	5	Iran	blue	GNU C++14	171	14028
29773986_64373957	1	-	blue	GNU C++14	31	168
29773986_64376561	2	-	blue	GNU C++14	31	432
29773986_64398080	3	-	blue	GNU C++14	31	156
29773986_64392025	4	-	blue	GNU C++14	31	40
29773986_64411481	5	-	blue	GNU C++14	343	21408
29781877_64375116	1	Armenia	blue	GNU C++14	46	160
29781877_64381784	2	Armenia	blue	GNU C++14	62	60
29781877_64388777	3	Armenia	blue	GNU C++14	186	152
29781877_64393060	4	Armenia	blue	GNU C++14	46	268
29781877_64409205	5	Armenia	blue	GNU C++14	390	11936
29752513_64373709	1	Индия	blue	GNU C++17	62	4
29752513_64401304	2	Индия	blue	GNU C++17	62	56
29752513_64401630	3	Индия	blue	GNU C++17	171	388
29752513_64390980	4	Индия	blue	GNU C++17	46	244
