ParticipantID	Rank	Country	ProblemA_id	ProblemA_memory	ProblemA_time	ProblemA_language	ProblemB_id	ProblemB_memory	ProblemB_time	ProblemB_language	ProblemC_id	ProblemC_memory	ProblemC_time	ProblemC_language
28900061	50	Vietnam	62463839	12	30	GNU C++14	62467456	12	31	GNU C++14	NO	-	-	-	62478686	21744	249	GNU C++14	62483440	5180	140	GNU C++14	62493132	3352	31	GNU C++14	-	-	-	-
28925616	51	-	62466874	12	31	GNU C++11	62468809	12	31	GNU C++11	NO	-	-	-	62486400	8996	140	GNU C++11	62479893	800	46	GNU C++11	-	-	-	-	62498314	3924	420	GNU C++11
28925254	52	-	62464640	12	31	GNU C++11	62468807	8	31	GNU C++11	NO	-	-	-	62479939	5488	156	GNU C++11	62483732	404	62	GNU C++11	62491191	1968	46	GNU C++11	-	-	-	-
28928624	53	China	62464940	12	31	GNU C++11	62467579	16	31	GNU C++14	62494101	8	46	GNU C++11	62483017	9396	187	GNU C++14	62486914	1584	62	GNU C++14	62500728	3152	46	GNU C++14	-	-	-	-
28904666	54	-	62463593	8	30	GNU C++14	62465622	160	46	GNU C++14	NO	-	-	-	62482980	6304	202	GNU C++14	62478950	1584	62	GNU C++14	62494084	772	46	GNU C++14	-	-	-	-
28894110	55	China	62464494	8	46	GNU C++11	62466901	12	31	GNU C++11	NO	-	-	-	62478998	5896	93	GNU C++11	62482968	1184	61	GNU C++11	62494393	5524	62	GNU C++11	-	-	-	-
28931295	56	China	62473203	12	31	GNU C++11	62479861	20	31	GNU C++11	-	-	-	-	62492299	28592	171	GNU C++11	62470930	796	62	GNU C++11	-	-	-	-	62501646	23500	436	GNU C++11
28936391	57	-	62465465	12	31	GNU C++11	62470231	12	46	GNU C++11	NO	-	-	-	62480359	62148	234	GNU C++11	62482438	404	62	GNU C++11	62495218	27604	46	GNU C++11	-	-	-	-
28920217	58	Россия	62463598	12	31	GNU C++17	62466248	16	46	GNU C++17	62483683	800	46	GNU C++17	62474002	6564	234	GNU C++17	62478139	796	77	GNU C++17	NO	-	-	-	-	-	-	-
28907577	59	-	62465602	12	31	GNU C++17	62468575	16	30	GNU C++17	NO	-	-	-	62481512	5792	218	GNU C++17	62487288	4176	93	GNU C++17	-	-	-	-	62502244	21316	389	GNU C++17
28934699	60	South Korea	62464708	8	31	GNU C++14	62469239	16	31	GNU C++14	NO	-	-	-	62479407	6964	217	GNU C++14	62487176	800	61	GNU C++14	62495009	1312	46	GNU C++14	-	-	-	-
28931516	61	China	62464490	12	31	GNU C++17	62468649	12	31	GNU C++17	NO	-	-	-	62478576	12696	249	GNU C++17	62483670	404	62	GNU C++17	62496744	6040	78	GNU C++17	-	-	-	-
28935243	62	China	62464558	268	46	GNU C++14	62468175	272	31	GNU C++14	62472358	268	31	GNU C++14	62477046	30960	108	GNU C++14	62483444	4972	46	GNU C++14	NO	-	-	-	-	-	-	-
28934774	63	Индия	62464547	8	31	GNU C++17	62468207	12	31	GNU C++17	NO	-	-	-	62483857	13792	311	GNU C++17	62487224	6452	124	GNU C++17	62493227	2872	46	GNU C++17	-	-	-	-
28928881	64	China	62464938	8	31	GNU C++11	62468815	12	31	GNU C++11	NO	-	-	-	62479311	9408	436	GNU C++11	62484446	2364	108	GNU C++11	62496224	2516	46	GNU C++11	-	-	-	-
28924921	65	China	62464055	12	31	GNU C++11	62467755	8	31	GNU C++11	NO	-	-	-	62492117	18672	249	GNU C++17	62481010	1576	62	GNU C++11	-	-	-	-	62495512	7844	389	GNU C++17
28923368	66	Poland	62463617	12	31	GNU C++17	62466229	16	46	GNU C++17	62483312	12	109	GNU C++17	62476251	10332	218	GNU C++17	62481854	796	77	GNU C++17	NO	-	-	-	-	-	-	-
28910340	67	-	62463991	8	31	GNU C++11	62483034	12	46	GNU C++11	NO	-	-	-	62473403	25256	108	GNU C++11	62490502	1576	46	GNU C++11	NO	-	-	-	62494061	17624	421	GNU C++11
28933927	68	Poland	62463984	0	31	GNU C++14	62468139	12	31	GNU C++14	62473697	16	31	GNU C++14	62478349	12676	311	GNU C++14	62484580	4868	93	GNU C++14	NO	-	-	-	-	-	-	-
28923188	69	Россия	62464158	12	124	Python 3	62468752	28	124	Python 3	-	-	-	-	62483585	21812	1590	Python 3	62487731	13232	561	Python 3	62493876	24464	686	Python 3	-	-	-	-
28934709	70	Сингапур	62463811	0	30	GNU C++17	62470890	0	31	GNU C++17	NO	-	-	-	62479703	11508	218	GNU C++17	62486447	2364	77	GNU C++17	62491712	964	62	GNU C++17	-	-	-	-
28898759	71	Hong Kong	62463652	12	31	GNU C++11	62473354	12	31	GNU C++11	62472552	12	31	GNU C++11	NO	-	-	-	62484572	800	61	GNU C++11	62495725	1576	46	GNU C++11	-	-	-	-
28935444	72	China	62468650	8	31	GNU C++11	62471059	16	31	GNU C++11	NO	-	-	-	62483113	8600	187	GNU C++11	62488481	1188	124	GNU C++11	-	-	-	-	62497211	7840	421	GNU C++11
28931232	73	-	62463896	12	124	Python 3	62466826	20	46	GNU C++17	-	-	-	-	62479815	34640	919	GNU C++17	62486021	7060	280	GNU C++17	62498645	17092	77	GNU C++17	-	-	-	-
28928852	74	China	62468891	12	31	GNU C++11	62472201	128	31	GNU C++11	NO	-	-	-	62481509	38596	389	GNU C++11	62488703	3148	264	GNU C++11	-	-	-	-	62498413	16648	966	GNU C++11
28925569	75	China	62464357	8	31	GNU C++11	62468874	12	31	GNU C++11	62476378	12	31	GNU C++11	62479923	10952	187	GNU C++11	62482501	408	233	GNU C++11	NO	-	-	-	-	-	-	-
28927336	76	-	62463741	16	31	GNU C++17	62468927	12	46	GNU C++17	62476041	12	46	GNU C++17	62480367	11472	296	GNU C++17	62483183	804	78	GNU C++17	NO	-	-	-	-	-	-	-
28920557	77	United States	62487066	12	31	GNU C++14	62489641	20	46	GNU C++14	62468405	16	265	GNU C++14	62474372	11284	888	GNU C++14	62483345	1580	233	GNU C++14	NO	-	-	-	-	-	-	-
28931824	78	-	62463691	12	31	GNU C++14	62467358	20	30	GNU C++14	-	-	-	-	62480172	20200	312	GNU C++14	62485897	796	62	GNU C++14	62498625	8584	46	GNU C++14	-	-	-	-
28931208	79	-	62464856	12	31	GNU C++17	62468335	12	31	GNU C++17	62489778	8	31	GNU C++17	62482162	13068	202	GNU C++17	62478029	1976	62	GNU C++17	-	-	-	-	-	-	-	-
28933631	80	China	62466058	12	31	GNU C++11	62471193	12	31	GNU C++11	NO	-	-	-	62497297	38040	421	GNU C++11	62472045	796	78	GNU C++11	62493298	1092	62	GNU C++11	-	-	-	-
28931615	81	Индия	62492773	12	46	GNU C++14	62496664	12	31	GNU C++14	-	-	-	-	62489627	16240	312	GNU C++14	62485263	2364	499	GNU C++14	62481291	5232	46	GNU C++14	-	-	-	-
28893724	82	Taiwan	62464082	12	31	GNU C++17	62467030	12	31	GNU C++17	62481065	12	140	GNU C++17	62477585	69856	249	GNU C++17	62484576	7844	389	GNU C++17	NO	-	-	-	-	-	-	-
28927274	83	China	62463656	16	31	GNU C++17	62466806	16	31	GNU C++11	62470165	12	31	GNU C++11	62488916	24272	530	GNU C++11	62478898	8524	546	GNU C++11	NO	-	-	-	-	-	-	-
