SubmissionID	Problem_index	Participant_country	Participant_color	Language	Time	Memory
28926653_62492732	4	-	blue	GNU C++14	249	12684
28926653_62489756	5	-	blue	GNU C++14	108	2364
28926653_62486153	6	-	blue	GNU C++14	46	6024
28926653_62480915	7	-	blue	GNU C++14	468	137272
28931591_62468732	1	-	violet	GNU C++14	31	12
28931591_62471104	2	-	violet	GNU C++14	31	16
28931591_62477599	4	-	violet	GNU C++14	202	10464
28931591_62499649	5	-	violet	GNU C++14	78	1580
28931591_62489424	6	-	violet	GNU C++14	46	4908
28931591_62496112	7	-	violet	GNU C++14	374	3928
28927978_62464268	1	Japan	blue	GNU C++17	31	12
28927978_62469292	2	Japan	blue	GNU C++17	62	16
28927978_62474572	3	Japan	blue	GNU C++17	46	12
28927978_62480225	4	Japan	blue	GNU C++17	873	8300
28927978_62484119	5	Japan	blue	GNU C++17	265	4152
28927978_62493134	6	Japan	blue	GNU C++17	62	1676
28931633_62464707	1	China	violet	GNU C++11	31	204
28931633_62469059	2	China	violet	GNU C++11	31	208
28931633_62476360	3	China	violet	GNU C++11	31	208
28931633_62481677	4	China	violet	GNU C++11	171	14684
28931633_62485010	5	China	violet	GNU C++11	46	600
28931633_62492962	6	China	violet	GNU C++11	46	796
28912703_62465353	1	Japan	violet	Java 8	124	0
28912703_62469567	2	Japan	violet	Java 8	124	0
28912703_62473793	3	Japan	violet	Java 8	171	0
28912703_62479031	4	Japan	violet	Java 8	326	15604
28912703_62486540	5	Japan	violet	Java 8	919	0
28912703_62495082	6	Japan	violet	Java 8	140	0
28915843_62464160	1	Hong Kong	violet	GNU C++17	31	8
28915843_62467915	2	Hong Kong	violet	GNU C++17	31	12
28915843_62471677	3	Hong Kong	violet	GNU C++17	46	16
28915843_62477177	4	Hong Kong	violet	GNU C++17	202	5656
28915843_62484457	5	Hong Kong	violet	GNU C++17	62	404
28915843_62496077	6	Hong Kong	violet	GNU C++17	46	2808
28916530_62464768	1	Россия	violet	GNU C++14	31	12
28916530_62469090	2	Россия	violet	GNU C++14	31	12
28916530_62473875	3	Россия	violet	GNU C++14	31	12
28916530_62480820	4	Россия	violet	GNU C++14	218	10040
28916530_62485159	5	Россия	violet	GNU C++14	77	796
28916530_62497856	6	Россия	violet	GNU C++14	46	6400
28907163_62464533	1	-	violet	GNU C++14	46	12
28907163_62470225	2	-	violet	GNU C++14	46	16
28907163_62478860	3	-	violet	GNU C++14	31	12
28907163_62477275	4	-	violet	GNU C++14	233	10732
28907163_62483197	5	-	violet	GNU C++14	62	1188
28907163_62496551	6	-	violet	GNU C++14	46	3732
28933383_62463639	1	Belarus	violet	GNU C++17	46	16
28933383_62465728	2	Belarus	violet	GNU C++17	46	20
28933383_62472857	3	Belarus	violet	GNU C++17	46	4020
28933383_62479800	4	Belarus	violet	GNU C++17	327	19392
28933383_62487216	5	Belarus	violet	GNU C++17	514	2364
28933383_62499176	6	Belarus	violet	GNU C++17	46	12592
28928563_62465201	1	-	blue	GNU C++14	46	12
28928563_62470413	2	-	blue	GNU C++14	30	8
28928563_62479291	3	-	blue	GNU C++14	46	12
28928563_62491266	4	-	blue	GNU C++14	327	13464
28928563_62482831	5	-	blue	GNU C++14	62	408
28928563_62496393	7	-	blue	GNU C++14	358	7844
28931588_62465089	1	North Korea	blue	GNU C++14	31	12
28931588_62472270	2	North Korea	blue	GNU C++14	31	16
28931588_62469325	3	North Korea	blue	GNU C++14	46	16
28931588_62500753	4	North Korea	blue	GNU C++14	217	64084
28931588_62476905	5	North Korea	blue	GNU C++14	374	1196
28931588_62493373	6	North Korea	blue	GNU C++14	46	2560
28928771_62467283	1	China	blue	GNU C++11	31	12
28928771_62471715	2	China	blue	GNU C++11	31	16
28928771_62484711	3	China	blue	GNU C++11	31	8
28928771_62483038	4	China	blue	GNU C++11	436	13300
28928771_62488006	5	China	blue	GNU C++11	93	3572
28928771_62498442	7	China	blue	GNU C++11	858	17336
28918547_62465954	1	Tunisia	blue	GNU C++14	31	12
28918547_62470580	2	Tunisia	blue	GNU C++14	31	16
28918547_62479152	3	Tunisia	blue	GNU C++14	31	12
28918547_62482866	4	Tunisia	blue	GNU C++14	811	34992
28918547_62489071	5	Tunisia	blue	GNU C++14	62	31720
28918547_62500029	7	Tunisia	blue	GNU C++14	421	16652
28910382_62466333	1	China	violet	GNU C++14	30	16
28910382_62465554	2	China	violet	GNU C++14	31	116
28910382_62486363	3	China	violet	GNU C++14	31	12
28910382_62475279	4	China	violet	GNU C++14	280	11004
28910382_62485680	5	China	violet	GNU C++14	140	6496
28910382_62494909	6	China	violet	GNU C++14	46	12740
28900834_62463601	1	-	blue	GNU C++17	46	8
28900834_62465647	2	-	blue	GNU C++17	31	12
28900834_62492062	3	-	blue	GNU C++17	31	12
28900834_62474689	4	-	blue	GNU C++17	889	10496
28900834_62479443	5	-	blue	GNU C++17	77	788
28900834_62499686	6	-	blue	GNU C++17	46	972
28934828_62463827	1	Croatia	blue	GNU C++11	31	12
28934828_62466660	2	Croatia	blue	GNU C++11	46	12
28934828_62472591	3	Croatia	blue	GNU C++11	93	12
28934828_62480760	4	Croatia	blue	GNU C++11	1060	13316
28934828_62484288	5	Croatia	blue	GNU C++11	249	800
28934828_62502396	6	Croatia	blue	GNU C++11	93	10852
28903084_62474940	1	-	blue	GNU C++14	15	16
28903084_62473630	2	-	blue	GNU C++14	31	16
28903084_62473318	3	-	blue	GNU C++14	46	16
28903084_62479007	4	-	blue	GNU C++14	217	40884
28903084_62482367	5	-	blue	GNU C++14	139	3716
28903084_62497897	6	-	blue	GNU C++14	46	3932
28894590_62466076	1	-	violet	GNU C++14	31	16
28894590_62469474	2	-	violet	GNU C++14	31	112
28894590_62472263	3	-	violet	GNU C++14	31	16
28894590_62478256	4	-	violet	GNU C++14	265	19564
28894590_62489399	5	-	violet	GNU C++14	78	1580
28894590_62496057	6	-	violet	GNU C++14	78	5212
28934789_62466463	1	China	violet	GNU C++11	46	16
28934789_62469168	2	China	violet	GNU C++11	31	12
28934789_62486007	3	China	violet	GNU C++11	31	12
28934789_62491652	4	China	violet	GNU C++11	62	10176
28934789_62476599	5	China	violet	GNU C++11	265	2364
28934789_62499169	6	China	violet	GNU C++11	31	2364
28924748_62489235	1	-	blue	GNU C++17	31	16
28924748_62491317	2	-	blue	GNU C++17	31	20
28924748_62500419	3	-	blue	Python 3	124	268
28924748_62470503	4	-	blue	GNU C++17	218	10860
28924748_62479603	5	-	blue	GNU C++17	280	5412
28924748_62487865	6	-	blue	GNU C++17	46	4056
28909307_62465347	1	South Korea	violet	GNU C++14	31	12
28909307_62469573	2	South Korea	violet	GNU C++14	31	16
28909307_62475219	3	South Korea	violet	GNU C++14	31	12
28909307_62481252	4	South Korea	violet	GNU C++14	249	9180
28909307_62485479	5	South Korea	violet	GNU C++14	62	804
28909307_62501340	6	South Korea	violet	GNU C++14	46	1000
28911947_62465673	1	Japan	violet	PyPy 3	155	36
28911947_62470384	2	Japan	violet	PyPy 3	171	512
28911947_62476154	3	Japan	violet	PyPy 3	170	1280
28911947_62482446	4	Japan	violet	PyPy 3	873	20808
28911947_62489735	5	Japan	violet	PyPy 3	358	15752
28911947_62502251	6	Japan	violet	PyPy 3	249	18844
28934655_62467011	1	-	black	GNU C++11	31	0
28934655_62464828	2	-	black	GNU C++11	31	0
28934655_62477600	4	-	black	GNU C++11	78	17840
28934655_62478868	5	-	black	GNU C++11	46	620
28934655_62493264	7	-	black	GNU C++11	420	7668
28931580_62465413	1	North Korea	violet	GNU C++14	31	16
28931580_62468595	2	North Korea	violet	GNU C++14	31	12
28931580_62495495	3	North Korea	violet	GNU C++14	31	16
28931580_62482694	4	North Korea	violet	GNU C++14	280	19740
28931580_62493973	6	North Korea	violet	GNU C++14	46	600
28931580_62500092	7	North Korea	violet	GNU C++14	358	3928
28935138_62464444	1	-	violet	GNU C++17	30	8
28935138_62472139	2	-	violet	GNU C++17	31	16
28935138_62485122	3	-	violet	GNU C++17	46	12
28935138_62483519	4	-	violet	GNU C++14	296	25992
28935138_62488537	5	-	violet	GNU C++17	77	796
28935138_62500289	6	-	violet	GNU C++17	46	1036
28935540_62480835	1	China	blue	GNU C++11	31	4116
28935540_62480398	2	China	blue	GNU C++11	31	4116
28935540_62489147	3	China	blue	GNU C++11	31	4116
28935540_62498580	4	China	blue	GNU C++11	77	22892
28935540_62472484	5	China	blue	GNU C++11	265	6468
28935540_62495771	6	China	blue	GNU C++11	46	6468
28914534_62464785	1	-	violet	GNU C++17	31	2948
28914534_62469574	2	-	violet	GNU C++17	31	2952
28914534_62479628	3	-	violet	GNU C++17	31	2948
28914534_62486802	4	-	violet	GNU C++17	312	19944
28914534_62490540	5	-	violet	GNU C++17	624	5304
28914534_62499511	6	-	violet	GNU C++17	62	7072
28893996_62464122	1	-	blue	GNU C++14	31	12
28893996_62469650	2	-	blue	GNU C++14	31	996
28893996_62476824	3	-	blue	GNU C++14	31	12
28893996_62482041	4	-	blue	GNU C++14	295	35388
28893996_62491496	5	-	blue	GNU C++14	93	1972
28893996_62501862	6	-	blue	GNU C++14	62	10368
28927891_62464204	1	-	blue	GNU C++11	31	4
28927891_62467841	2	-	blue	GNU C++11	46	12
28927891_62481579	4	-	blue	GNU C++11	124	50540
28927891_62476936	5	-	blue	GNU C++11	46	7840
28927891_62495337	7	-	blue	GNU C++11	421	7840
28898322_62464157	1	China	violet	GNU C++11	31	12
28898322_62469252	2	China	violet	GNU C++11	31	108
28898322_62476708	3	China	violet	GNU C++11	31	12
28898322_62484536	4	China	violet	GNU C++11	124	8216
28898322_62491878	5	China	violet	GNU C++11	265	2368
28898322_62502322	6	China	violet	GNU C++11	46	4316
28910315_62466827	1	China	black	GNU C++11	46	8
28910315_62466951	2	China	black	GNU C++14	31	0
28910315_62489614	3	China	black	GNU C++14	31	0
28910315_62475264	4	China	black	GNU C++11	202	4728
28910315_62494765	5	China	black	GNU C++14	109	5812
28910315_62501893	7	China	black	GNU C++14	342	7816
28893862_62464163	1	Jordan	blue	GNU C++14	31	16
28893862_62469983	2	Jordan	blue	GNU C++14	46	316
28893862_62477299	3	Jordan	blue	GNU C++14	124	16
28893862_62492511	4	Jordan	blue	GNU C++14	218	17672
28893862_62489734	5	Jordan	blue	GNU C++14	139	6996
28893862_62498849	7	Jordan	blue	GNU C++14	374	8232
28934476_62465982	1	-	blue	GNU C++17	31	12
28934476_62469159	2	-	blue	GNU C++17	30	16
28934476_62487716	3	-	blue	GNU C++17	31	12
28934476_62482334	4	-	blue	GNU C++17	202	10336
28934476_62485396	5	-	blue	GNU C++17	62	408
28934476_62499308	6	-	blue	GNU C++17	46	4708
28925315_62465539	1	China	violet	GNU C++11	46	8
28925315_62469631	2	China	violet	GNU C++11	31	16
28925315_62477549	4	China	violet	GNU C++11	171	4732
28925315_62483176	5	China	violet	GNU C++11	62	3272
28925315_62498465	7	China	violet	GNU C++11	421	7840
28899469_62465580	1	Switzerland	violet	GNU C++17	31	12
28899469_62468440	2	Switzerland	violet	GNU C++17	46	20
28899469_62479348	4	Switzerland	violet	GNU C++17	311	20152
28899469_62483252	5	Switzerland	violet	GNU C++17	62	1588
28899469_62489617	6	Switzerland	violet	GNU C++17	62	12264
28934307_62463728	1	Ukraine	blue	GNU C++17	31	16
28934307_62466917	2	Ukraine	blue	GNU C++17	31	32
28934307_62475199	4	Ukraine	blue	GNU C++17	233	10004
28934307_62479793	5	Ukraine	blue	GNU C++17	140	8808
28934307_62493864	6	Ukraine	blue	GNU C++17	46	12136
28934792_62463606	1	Россия	violet	Python 3	109	16
28934792_62468331	2	Россия	violet	GNU C++17	31	20
28934792_62479398	4	Россия	violet	GNU C++17	265	11116
28934792_62482414	5	Россия	violet	GNU C++17	93	3316
28934792_62492332	6	Россия	violet	GNU C++17	46	536
28900061_62463839	1	Vietnam	violet	GNU C++14	30	12
28900061_62467456	2	Vietnam	violet	GNU C++14	31	12
28900061_62478686	4	Vietnam	violet	GNU C++14	249	21744
28900061_62483440	5	Vietnam	violet	GNU C++14	140	5180
28900061_62493132	6	Vietnam	violet	GNU C++14	31	3352
28925616_62466874	1	-	violet	GNU C++11	31	12
28925616_62468809	2	-	violet	GNU C++11	31	12
28925616_62486400	4	-	violet	GNU C++11	140	8996
28925616_62479893	5	-	violet	GNU C++11	46	800
28925616_62498314	7	-	violet	GNU C++11	420	3924
28925254_62464640	1	-	violet	GNU C++11	31	12
28925254_62468807	2	-	violet	GNU C++11	31	8
28925254_62479939	4	-	violet	GNU C++11	156	5488
28925254_62483732	5	-	violet	GNU C++11	62	404
28925254_62491191	6	-	violet	GNU C++11	46	1968
28928624_62464940	1	China	blue	GNU C++11	31	12
28928624_62467579	2	China	blue	GNU C++14	31	16
28928624_62494101	3	China	blue	GNU C++11	46	8
28928624_62483017	4	China	blue	GNU C++14	187	9396
28928624_62486914	5	China	blue	GNU C++14	62	1584
28928624_62500728	6	China	blue	GNU C++14	46	3152
28904666_62463593	1	-	blue	GNU C++14	30	8
28904666_62465622	2	-	blue	GNU C++14	46	160
28904666_62482980	4	-	blue	GNU C++14	202	6304
28904666_62478950	5	-	blue	GNU C++14	62	1584
28904666_62494084	6	-	blue	GNU C++14	46	772
28894110_62464494	1	China	violet	GNU C++11	46	8
28894110_62466901	2	China	violet	GNU C++11	31	12
28894110_62478998	4	China	violet	GNU C++11	93	5896
28894110_62482968	5	China	violet	GNU C++11	61	1184
28894110_62494393	6	China	violet	GNU C++11	62	5524
28931295_62473203	1	China	violet	GNU C++11	31	12
28931295_62479861	2	China	violet	GNU C++11	31	20
28931295_62492299	4	China	violet	GNU C++11	171	28592
28931295_62470930	5	China	violet	GNU C++11	62	796
28931295_62501646	7	China	violet	GNU C++11	436	23500
28936391_62465465	1	-	violet	GNU C++11	31	12
28936391_62470231	2	-	violet	GNU C++11	46	12
28936391_62480359	4	-	violet	GNU C++11	234	62148
28936391_62482438	5	-	violet	GNU C++11	62	404
28936391_62495218	6	-	violet	GNU C++11	46	27604
28920217_62463598	1	Россия	violet	GNU C++17	31	12
28920217_62466248	2	Россия	violet	GNU C++17	46	16
28920217_62483683	3	Россия	violet	GNU C++17	46	800
28920217_62474002	4	Россия	violet	GNU C++17	234	6564
28920217_62478139	5	Россия	violet	GNU C++17	77	796
28907577_62465602	1	-	blue	GNU C++17	31	12
28907577_62468575	2	-	blue	GNU C++17	30	16
28907577_62481512	4	-	blue	GNU C++17	218	5792
28907577_62487288	5	-	blue	GNU C++17	93	4176
28907577_62502244	7	-	blue	GNU C++17	389	21316
28934699_62464708	1	South Korea	violet	GNU C++14	31	8
28934699_62469239	2	South Korea	violet	GNU C++14	31	16
28934699_62479407	4	South Korea	violet	GNU C++14	217	6964
28934699_62487176	5	South Korea	violet	GNU C++14	61	800
28934699_62495009	6	South Korea	violet	GNU C++14	46	1312
28931516_62464490	1	China	violet	GNU C++17	31	12
28931516_62468649	2	China	violet	GNU C++17	31	12
28931516_62478576	4	China	violet	GNU C++17	249	12696
28931516_62483670	5	China	violet	GNU C++17	62	404
28931516_62496744	6	China	violet	GNU C++17	78	6040
28935243_62464558	1	China	blue	GNU C++14	46	268
28935243_62468175	2	China	blue	GNU C++14	31	272
28935243_62472358	3	China	blue	GNU C++14	31	268
28935243_62477046	4	China	blue	GNU C++14	108	30960
28935243_62483444	5	China	blue	GNU C++14	46	4972
28934774_62464547	1	Индия	violet	GNU C++17	31	8
28934774_62468207	2	Индия	violet	GNU C++17	31	12
28934774_62483857	4	Индия	violet	GNU C++17	311	13792
28934774_62487224	5	Индия	violet	GNU C++17	124	6452
28934774_62493227	6	Индия	violet	GNU C++17	46	2872
28928881_62464938	1	China	blue	GNU C++11	31	8
28928881_62468815	2	China	blue	GNU C++11	31	12
28928881_62479311	4	China	blue	GNU C++11	436	9408
28928881_62484446	5	China	blue	GNU C++11	108	2364
28928881_62496224	6	China	blue	GNU C++11	46	2516
28924921_62464055	1	China	violet	GNU C++11	31	12
28924921_62467755	2	China	violet	GNU C++11	31	8
28924921_62492117	4	China	violet	GNU C++17	249	18672
28924921_62481010	5	China	violet	GNU C++11	62	1576
28924921_62495512	7	China	violet	GNU C++17	389	7844
28923368_62463617	1	Poland	violet	GNU C++17	31	12
28923368_62466229	2	Poland	violet	GNU C++17	46	16
28923368_62483312	3	Poland	violet	GNU C++17	109	12
28923368_62476251	4	Poland	violet	GNU C++17	218	10332
28923368_62481854	5	Poland	violet	GNU C++17	77	796
28910340_62463991	1	-	violet	GNU C++11	31	8
28910340_62483034	2	-	violet	GNU C++11	46	12
28910340_62473403	4	-	violet	GNU C++11	108	25256
28910340_62490502	5	-	violet	GNU C++11	46	1576
28910340_62494061	7	-	violet	GNU C++11	421	17624
28933927_62463984	1	Poland	violet	GNU C++14	31	0
28933927_62468139	2	Poland	violet	GNU C++14	31	12
28933927_62473697	3	Poland	violet	GNU C++14	31	16
28933927_62478349	4	Poland	violet	GNU C++14	311	12676
28933927_62484580	5	Poland	violet	GNU C++14	93	4868
28923188_62464158	1	Россия	blue	Python 3	124	12
28923188_62468752	2	Россия	blue	Python 3	124	28
28923188_62483585	4	Россия	blue	Python 3	1590	21812
28923188_62487731	5	Россия	blue	Python 3	561	13232
28923188_62493876	6	Россия	blue	Python 3	686	24464
28934709_62463811	1	Сингапур	violet	GNU C++17	30	0
28934709_62470890	2	Сингапур	violet	GNU C++17	31	0
28934709_62479703	4	Сингапур	violet	GNU C++17	218	11508
28934709_62486447	5	Сингапур	violet	GNU C++17	77	2364
28934709_62491712	6	Сингапур	violet	GNU C++17	62	964
28898759_62463652	1	Hong Kong	violet	GNU C++11	31	12
28898759_62473354	2	Hong Kong	violet	GNU C++11	31	12
28898759_62472552	3	Hong Kong	violet	GNU C++11	31	12
28898759_62484572	5	Hong Kong	violet	GNU C++11	61	800
28898759_62495725	6	Hong Kong	violet	GNU C++11	46	1576
28935444_62468650	1	China	blue	GNU C++11	31	8
28935444_62471059	2	China	blue	GNU C++11	31	16
28935444_62483113	4	China	blue	GNU C++11	187	8600
28935444_62488481	5	China	blue	GNU C++11	124	1188
28935444_62497211	7	China	blue	GNU C++11	421	7840
28931232_62463896	1	-	violet	Python 3	124	12
28931232_62466826	2	-	violet	GNU C++17	46	20
28931232_62479815	4	-	violet	GNU C++17	919	34640
28931232_62486021	5	-	violet	GNU C++17	280	7060
28931232_62498645	6	-	violet	GNU C++17	77	17092
28928852_62468891	1	China	blue	GNU C++11	31	12
28928852_62472201	2	China	blue	GNU C++11	31	128
28928852_62481509	4	China	blue	GNU C++11	389	38596
28928852_62488703	5	China	blue	GNU C++11	264	3148
28928852_62498413	7	China	blue	GNU C++11	966	16648
28925569_62464357	1	China	blue	GNU C++11	31	8
28925569_62468874	2	China	blue	GNU C++11	31	12
28925569_62476378	3	China	blue	GNU C++11	31	12
28925569_62479923	4	China	blue	GNU C++11	187	10952
28925569_62482501	5	China	blue	GNU C++11	233	408
28927336_62463741	1	-	violet	GNU C++17	31	16
28927336_62468927	2	-	violet	GNU C++17	46	12
28927336_62476041	3	-	violet	GNU C++17	46	12
28927336_62480367	4	-	violet	GNU C++17	296	11472
28927336_62483183	5	-	violet	GNU C++17	78	804
28920557_62487066	1	United States	blue	GNU C++14	31	12
28920557_62489641	2	United States	blue	GNU C++14	46	20
28920557_62468405	3	United States	blue	GNU C++14	265	16
28920557_62474372	4	United States	blue	GNU C++14	888	11284
28920557_62483345	5	United States	blue	GNU C++14	233	1580
28931824_62463691	1	-	blue	GNU C++14	31	12
28931824_62467358	2	-	blue	GNU C++14	30	20
28931824_62480172	4	-	blue	GNU C++14	312	20200
28931824_62485897	5	-	blue	GNU C++14	62	796
28931824_62498625	6	-	blue	GNU C++14	46	8584
28931208_62464856	1	-	blue	GNU C++17	31	12
28931208_62468335	2	-	blue	GNU C++17	31	12
28931208_62489778	3	-	blue	GNU C++17	31	8
28931208_62482162	4	-	blue	GNU C++17	202	13068
28931208_62478029	5	-	blue	GNU C++17	62	1976
28933631_62466058	1	China	cyan	GNU C++11	31	12
28933631_62471193	2	China	cyan	GNU C++11	31	12
28933631_62497297	4	China	cyan	GNU C++11	421	38040
28933631_62472045	5	China	cyan	GNU C++11	78	796
28933631_62493298	6	China	cyan	GNU C++11	62	1092
28931615_62492773	1	Индия	violet	GNU C++14	46	12
28931615_62496664	2	Индия	violet	GNU C++14	31	12
28931615_62489627	4	Индия	violet	GNU C++14	312	16240
28931615_62485263	5	Индия	violet	GNU C++14	499	2364
28931615_62481291	6	Индия	violet	GNU C++14	46	5232
28893724_62464082	1	Taiwan	violet	GNU C++17	31	12
28893724_62467030	2	Taiwan	violet	GNU C++17	31	12
28893724_62481065	3	Taiwan	violet	GNU C++17	140	12
28893724_62477585	4	Taiwan	violet	GNU C++17	249	69856
28893724_62484576	5	Taiwan	violet	GNU C++17	389	7844
28927274_62463656	1	China	violet	GNU C++17	31	16
28927274_62466806	2	China	violet	GNU C++11	31	16
28927274_62470165	3	China	violet	GNU C++11	31	12
28927274_62488916	4	China	violet	GNU C++11	530	24272
28927274_62478898	5	China	violet	GNU C++11	546	8524
28923707_62464667	1	South Korea	violet	GNU C++14	31	12
28923707_62467617	2	South Korea	violet	GNU C++14	46	16
28923707_62474299	3	South Korea	violet	GNU C++14	31	12
28923707_62481498	4	South Korea	violet	GNU C++14	202	6312
28923707_62486753	5	South Korea	violet	GNU C++14	93	5864
28931828_62465256	1	China	blue	GNU C++11	31	12
28931828_62469026	2	China	blue	GNU C++11	31	12
28931828_62474080	3	China	blue	GNU C++11	31	120
28931828_62482735	4	China	blue	GNU C++11	186	39292
28931828_62486587	5	China	blue	GNU C++11	62	1332
28933840_62463780	1	-	blue	GNU C++14	31	12
28933840_62467604	2	-	blue	GNU C++14	46	16
28933840_62482619	4	-	blue	GNU C++14	966	9156
28933840_62490230	5	-	blue	GNU C++14	218	1960
28933840_62501142	6	-	blue	GNU C++14	77	5196
28912121_62464007	1	Кыргызстан	blue	GNU C++14	31	12
28912121_62468737	2	Кыргызстан	blue	GNU C++14	46	20
28912121_62475676	3	Кыргызстан	blue	GNU C++14	31	408
28912121_62481307	4	Кыргызстан	blue	GNU C++14	888	9944
28912121_62487768	5	Кыргызстан	blue	GNU C++14	280	1976
28909082_62465092	1	China	blue	GNU C++11	31	12
28909082_62471829	2	China	blue	GNU C++11	31	8
28909082_62475158	3	China	blue	GNU C++11	31	12
28909082_62481628	4	China	blue	GNU C++11	77	5912
28909082_62488571	5	China	blue	GNU C++11	46	404
28899881_62463765	1	Россия	blue	GNU C++17	46	8
28899881_62470044	2	Россия	blue	GNU C++17	31	12
28899881_62473679	3	Россия	blue	GNU C++17	31	12
28899881_62485090	4	Россия	blue	GNU C++17	327	18304
28899881_62485891	5	Россия	blue	GNU C++17	77	2364
28904415_62464243	1	Vietnam	blue	GNU C++14	31	12
28904415_62475515	2	Vietnam	blue	GNU C++14	46	12
28904415_62472224	3	Vietnam	blue	GNU C++14	31	12
28904415_62491630	4	Vietnam	blue	GNU C++14	202	8088
28904415_62481564	5	Vietnam	blue	GNU C++14	62	408
28897958_62463756	1	Индия	blue	GNU C++17	46	12
28897958_62468513	2	Индия	blue	GNU C++17	15	16
28897958_62476826	3	Индия	blue	GNU C++17	31	12
