ParticipantID	Rank	Country	ProblemA_id	ProblemA_memory	ProblemA_time	ProblemA_language	ProblemB_id	ProblemB_memory	ProblemB_time	ProblemB_language	ProblemC_id	ProblemC_memory	ProblemC_time	ProblemC_language
29176712	19	-	62980376	8	202	MS C++ 2017	62983563	400	93	MS C++ 2017	62994340	3556	46	MS C++ 2017	63006771	100	639	MS C++ 2017	-	-	-	-	63004851	7912	326	MS C++ 2017	-	-	-	-
29180673	20	China	62988720	1572	109	GNU C++14	62990769	1572	61	GNU C++14	62987126	3140	46	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-	63006964	48220	889	GNU C++14
29177057	21	Belarus	62979446	4056	217	GNU C++11	62982397	796	77	GNU C++11	63005919	8	31	GNU C++11	62986186	8	826	GNU C++11	-	-	-	-	62999859	8692	218	GNU C++11	-	-	-	-
29171516	22	Iran	62978336	8	77	GNU C++14	62981368	400	62	GNU C++14	62991927	792	31	GNU C++14	-	-	-	-	-	-	-	-	NO	-	-	-	63006625	56012	904	GNU C++14
29141012	23	Индия	62978101	4	78	GNU C++14	62982173	780	78	GNU C++14	62998954	1560	31	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-	63007247	88592	1122	GNU C++14
29178556	24	-	62979303	1572	78	GNU C++11	62987241	792	46	GNU C++11	62984535	3140	31	GNU C++11	63003622	7672	31	GNU C++11	63005154	26480	186	GNU C++11	NO	-	-	-	-	-	-	-
29152510	25	China	62978054	8	140	GNU C++11	62980972	400	78	GNU C++11	62991153	792	31	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-	63008715	58372	436	GNU C++11
29177192	26	-	62998912	4	140	GNU C++11	63000439	400	93	GNU C++11	63007127	15664	30	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-	62995862	87724	1325	GNU C++11
29142480	27	-	62977897	4	62	GNU C++11	62984098	400	46	GNU C++11	62996061	1572	61	GNU C++11	NO	-	-	-	-	-	-	-	-	-	-	-	63008249	139364	498	GNU C++11
29180603	28	-	62979882	8	77	GNU C++14	62983809	796	62	GNU C++14	63004773	796	31	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-	63003876	174596	686	GNU C++14
29179656	29	China	62979244	8	31	GNU C++11	62982565	792	46	GNU C++11	63008036	1568	31	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-	63003480	64972	265	GNU C++11
29179554	30	-	62980777	8	31	GNU C++11	62989896	396	31	GNU C++11	62996868	31320	46	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-	63003611	55452	280	GNU C++11
29178919	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62996845	13532	171	GNU C++14	62991354	95512	1122	GNU C++14
29149006	32	Россия	62992393	8	78	GNU C++14	62993705	792	46	GNU C++14	NO	-	-	-	62999637	15272	108	GNU C++14	-	-	-	-	-	-	-	-	62991550	63752	1060	GNU C++14
29179434	33	Россия	62979034	12	202	MS C++ 2017	62981708	404	109	MS C++ 2017	62989105	400	31	MS C++ 2017	63004996	12	31	MS C++ 2017	63004892	1788	31	MS C++ 2017	-	-	-	-	-	-	-	-
29170209	34	China	62977608	8	77	GNU C++14	62979386	7840	62	GNU C++14	63003582	4704	31	GNU C++14	63000506	40516	31	GNU C++14	63000450	40516	451	GNU C++14	NO	-	-	-	-	-	-	-
29178983	35	China	63005202	4	93	GNU C++17	63005267	400	62	GNU C++17	63005429	396	31	GNU C++17	63005480	1480	124	GNU C++17	-	-	-	-	NO	-	-	-	63005570	83172	623	GNU C++17
29179014	36	-	62977758	0	405	Java 8	62981056	0	264	Java 8	-	-	-	-	63002480	0	140	Java 8	63002417	0	202	Java 8	63008790	6956	482	Java 8	-	-	-	-
29147013	37	China	62978553	788	124	GNU C++17	62984214	400	46	GNU C++17	62991103	796	31	GNU C++17	NO	-	-	-	-	-	-	-	63006331	5984	124	GNU C++14	-	-	-	-
29180640	38	Poland	62980082	8	124	GNU C++11	62988334	788	78	GNU C++11	62994071	8	31	GNU C++11	63008740	8	31	GNU C++11	63009005	1408	31	GNU C++11	-	-	-	-	-	-	-	-
29179469	39	-	62980313	4	451	GNU C++11	62983356	396	186	GNU C++11	63008106	796	31	GNU C++11	62989621	88	374	GNU C++11	63003805	8224	265	GNU C++11	-	-	-	-	-	-	-	-
29145865	40	Vietnam	62979114	4	77	GNU C++14	62983401	1580	62	GNU C++14	NO	-	-	-	NO	-	-	-	-	-	-	-	-	-	-	-	62993627	62424	670	GNU C++14
29179914	41	Czechia	62981105	12	61	GNU C++17	62985284	8800	62	GNU C++17	63006981	8	31	GNU C++17	63002408	1116	46	GNU C++17	63002507	1112	31	GNU C++17	-	-	-	-	-	-	-	-
29168828	42	China	62978827	4	77	GNU C++17	62981462	1572	46	GNU C++17	63001411	1576	31	GNU C++17	63008422	4412	31	GNU C++17	63008653	4412	31	GNU C++17	-	-	-	-	-	-	-	-
29180041	43	Россия	62977771	780	389	GNU C++14	62980953	776	140	GNU C++14	62986682	776	31	GNU C++14	62993153	8	389	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29179583	44	Poland	62978112	4	77	GNU C++17	62980143	792	46	GNU C++11	-	-	-	-	62995127	304	156	GNU C++11	-	-	-	-	-	-	-	-	63005000	73484	935	GNU C++11
29138229	45	Japan	62977839	8	78	GNU C++17	62979943	404	46	GNU C++17	62988935	1576	31	GNU C++17	62994295	8	249	GNU C++17	-	-	-	-	NO	-	-	-	-	-	-	-
29178685	45	Индия	62978343	500	78	GNU C++17	62981933	1272	61	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62998183	64696	935	GNU C++17
29174070	47	-	62979697	0	77	GNU C++17	62982444	376	46	GNU C++17	62988792	376	31	GNU C++17	62993846	12	202	GNU C++17	NO	-	-	-	-	-	-	-	-	-	-	-
29178434	48	China	62978525	4	78	GNU C++17	62981925	400	61	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-	NO	-	-	-	62997920	244840	748	GNU C++17
29176185	49	Belarus	62977647	4	77	GNU C++17	62980205	8804	61	GNU C++14	62988150	17600	31	GNU C++14	62994379	8	78	GNU C++14	-	-	-	-	NO	-	-	-	-	-	-	-
29178054	50	Индия	62977452	9620	421	Python 2	62978216	7708	405	Python 2	62988889	6624	358	Python 2	62995250	4	171	GNU C++17	NO	-	-	-	-	-	-	-	-	-	-	-
29165249	51	Belarus	62990083	1580	77	GNU C++17	62978275	1584	46	GNU C++17	62988729	1584	46	GNU C++17	62994365	3324	483	GNU C++17	NO	-	-	-	NO	-	-	-	-	-	-	-
29181160	52	South Korea	62981800	4	78	GNU C++14	62983474	796	62	GNU C++14	62988888	792	31	GNU C++14	62995685	12	124	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29172947	53	-	62978243	8	46	GNU C++11	62980003	3920	31	GNU C++11	62990289	1960	31	GNU C++11	62995857	4412	670	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29138563	54	Thailand	62977989	4	77	GNU C++14	62987046	792	62	GNU C++14	62984918	1576	31	GNU C++14	62996913	10268	732	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29148982	55	China	62978103	39144	78	GNU C++14	62981158	39936	46	GNU C++11	62989629	43064	31	GNU C++14	62994128	39148	140	GNU C++14	-	-	-	-	NO	-	-	-	-	-	-	-
29170968	55	-	62977987	0	62	GNU C++17	62983680	412	62	GNU C++17	62988238	412	31	GNU C++17	62995319	0	421	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29179804	55	China	62982916	4	93	GNU C++17	62982782	796	61	GNU C++17	62988448	796	31	GNU C++17	62997294	892	546	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29137817	58	China	62977940	0	62	GNU C++11	62980842	224	46	GNU C++11	62989516	2964	31	GNU C++11	62998246	0	249	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29137606	59	China	62977962	8	374	GNU C++14	62980407	3924	124	GNU C++14	62987625	7840	31	GNU C++14	63001624	1964	327	GNU C++14	-	-	-	-	-	-	-	-	NO	-	-	-
29147905	60	China	62978714	12	93	GNU C++14	62981497	404	62	GNU C++14	62988155	400	31	GNU C++14	63000357	12	186	GNU C++14	-	-	-	-	NO	-	-	-	-	-	-	-
29172485	61	Japan	62977850	1576	358	GNU C++14	62980139	788	140	GNU C++14	62986670	11752	62	GNU C++14	62997414	8	998	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29175422	62	Россия	62977934	8	78	GNU C++17	62981826	404	62	GNU C++17	62992099	3412	31	GNU C++17	62995516	12	139	GNU C++17	-	-	-	-	-	-	-	-	NO	-	-	-
29175556	63	-	62977878	8	358	GNU C++14	62982336	408	140	GNU C++14	62987800	1580	124	GNU C++14	62996142	228	109	GNU C++14	NO	-	-	-	-	-	-	-	-	-	-	-
29180271	64	United States	62978197	8	77	GNU C++17	62981075	1580	62	GNU C++17	62994449	1576	31	GNU C++17	62986310	8	889	GNU C++17	-	-	-	-	NO	-	-	-	-	-	-	-
29175263	65	-	62978910	8	156	GNU C++11	62983323	792	78	GNU C++11	62990347	1568	31	GNU C++11	62998559	8	124	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29179683	66	-	62978693	8	77	GNU C++17	62982794	7836	62	GNU C++17	62991857	93940	31	GNU C++17	62996901	93940	451	GNU C++17	-	-	-	-	-	-	-	-	NO	-	-	-
29155917	67	-	62978141	10260	248	Python 3	62979866	7216	202	Python 3	62985578	3376	171	Python 3	63002213	0	186	Java 8	NO	-	-	-	-	-	-	-	-	-	-	-
29175693	68	China	62978867	8	31	GNU C++11	62983382	396	31	GNU C++11	62992164	4	30	GNU C++11	62997282	1764	156	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29144357	69	Iran	62977768	4	78	GNU C++17	62980589	792	46	GNU C++17	62992737	792	31	GNU C++17	62997616	20	873	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29178860	70	China	62980356	796	78	GNU C++17	62984032	404	46	GNU C++17	62989640	792	31	GNU C++17	62998043	16	686	GNU C++17	-	-	-	-	NO	-	-	-	-	-	-	-
29177989	71	-	62998593	4	109	GNU C++11	62999921	920	78	GNU C++11	63003683	8	31	GNU C++11	NO	-	-	-	-	-	-	-	62997805	5588	171	GNU C++11	-	-	-	-
29177813	72	-	62977725	1572	358	GNU C++17	62981221	796	139	GNU C++14	62988254	2356	30	GNU C++17	63006479	24	358	GNU C++17	-	-	-	-	NO	-	-	-	-	-	-	-
29139833	73	China	62977731	4	30	GNU C++11	62980333	400	31	GNU C++11	62996895	400	31	GNU C++11	62988393	4	234	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29175488	74	China	62978968	4	31	GNU C++11	62981697	3920	31	GNU C++11	62990460	792	31	GNU C++11	62995417	8	265	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29154358	75	China	62979561	4	421	GNU C++11	62985411	400	171	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	62999611	69592	1669	GNU C++11
29178483	76	-	62978963	8	77	GNU C++14	62985110	400	46	GNU C++14	62990757	792	31	GNU C++14	62999765	12	171	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29177341	77	Hungary	62978655	8	93	GNU C++14	62984613	404	46	GNU C++14	62990657	792	46	GNU C++14	62997539	8	124	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29177107	78	Czechia	62978604	4	77	GNU C++14	62982664	408	61	GNU C++14	62991872	3448	31	GNU C++14	62999794	8	77	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29166551	79	-	62979727	792	77	GNU C++17	62980922	788	61	GNU C++17	62991558	1576	30	GNU C++17	62998042	8	311	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29178896	80	Japan	62977590	4	77	GNU C++17	62979842	788	77	GNU C++17	62990909	796	46	GNU C++17	63003924	12	62	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29169927	81	China	62977551	8	124	GNU C++14	62982724	400	31	GNU C++11	62989867	792	31	GNU C++11	63004731	24	311	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29177190	82	China	62977798	4	46	GNU C++11	62980512	792	62	GNU C++11	62993514	872	31	GNU C++11	62998760	2456	155	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29172998	83	China	62977592	12	124	GNU C++11	62980587	792	78	GNU C++11	62988085	796	31	GNU C++11	62998920	2360	77	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29143681	84	Vietnam	62978607	4	140	GNU C++11	62982569	784	93	GNU C++11	62992745	3144	31	GNU C++11	62999132	892	280	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29172583	85	China	62981829	4	62	GNU C++11	62983889	3920	46	GNU C++11	62993843	2356	31	GNU C++11	62996146	8	296	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29177940	86	Japan	62977651	4	373	GNU C++14	62979464	788	124	GNU C++14	62992699	5264	46	GNU C++14	63002085	12	280	GNU C++14	-	-	-	-	NO	-	-	-	-	-	-	-
29177921	87	-	62979968	8	61	GNU C++11	62983564	792	46	GNU C++11	62993436	788	31	GNU C++11	62997861	8	405	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29176235	88	Taiwan	62977643	4	109	GNU C++17	62981479	780	62	GNU C++17	62988695	780	31	GNU C++17	63005313	8	358	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29180131	89	China	62978084	4	77	GNU C++14	62981919	400	46	GNU C++14	62992876	796	15	GNU C++14	63001013	12	296	GNU C++14	-	-	-	-	-	-	-	-	NO	-	-	-
29169310	89	China	62978944	0	31	GNU C++11	62982523	400	31	GNU C++11	62994486	400	31	GNU C++11	62993334	8	171	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29153487	91	Россия	62977526	0	62	GNU C++17	62979487	1060	46	GNU C++17	62990570	8680	31	GNU C++17	62996638	107292	187	GNU C++17	NO	-	-	-	-	-	-	-	-	-	-	-
29178103	92	Japan	62986481	792	78	GNU C++14	62982338	792	46	GNU C++14	62990948	1572	46	GNU C++14	63002502	8	187	GNU C++14	-	-	-	-	NO	-	-	-	-	-	-	-
29179315	92	Россия	62979304	796	78	GNU C++17	62982045	796	62	GNU C++17	62992218	3144	31	GNU C++17	62998616	16	405	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29180178	94	-	63002712	1572	358	GNU C++17	63002779	400	139	GNU C++17	63002863	1576	31	GNU C++17	-	-	-	-	-	-	-	-	63003287	13568	763	GNU C++17	-	-	-	-
29147692	95	Japan	62977845	8	374	GNU C++14	62982831	560	124	GNU C++14	62988775	776	31	GNU C++14	62998659	8	733	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29179459	96	Japan	62978326	1576	374	GNU C++17	62981722	792	156	GNU C++17	62988942	4048	61	GNU C++17	63005509	28	93	GNU C++17	NO	-	-	-	-	-	-	-	-	-	-	-
29180028	97	-	62977494	1572	61	GNU C++11	62980056	796	46	GNU C++11	62986800	1576	31	GNU C++11	63003420	1672	280	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29177610	98	Japan	62979942	776	374	GNU C++17	62982517	780	140	GNU C++17	62990921	3908	31	GNU C++17	62998837	4	140	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29179723	99	-	62978918	0	78	GNU C++17	62983437	376	62	GNU C++17	62990360	376	77	GNU C++17	62999528	0	139	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29149911	100	Egypt	62989063	12	77	GNU C++17	62990729	792	46	GNU C++17	62985903	1656	31	GNU C++17	63001217	64336	483	GNU C++17	-	-	-	-	NO	-	-	-	-	-	-	-
29177627	101	China	62983318	4	140	GNU C++11	62985274	792	78	GNU C++11	62991549	1572	31	GNU C++11	63002484	16	109	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29175169	102	-	62977680	8	77	GNU C++17	62980035	408	46	GNU C++17	62991359	7224	46	GNU C++17	63000534	8	343	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29178953	103	China	62978331	1572	109	GNU C++17	62981709	796	62	GNU C++17	62997475	1576	31	GNU C++17	62993599	20	327	GNU C++17	-	-	-	-	NO	-	-	-	-	-	-	-
29164478	104	Россия	62977557	8	78	GNU C++17	62982049	792	61	GNU C++17	62989215	792	31	GNU C++17	63004102	424	529	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29176705	105	China	62978342	8	31	GNU C++11	62981319	792	31	GNU C++11	62989936	3140	31	GNU C++11	63003701	20	327	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29148140	105	China	62978649	8	124	GNU C++11	62983986	796	78	GNU C++11	62993553	796	31	GNU C++11	63001850	8	140	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29177607	105	-	62978809	8	77	GNU C++17	62982333	400	46	GNU C++17	62992481	1576	31	GNU C++17	63000984	0	93	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29170275	108	South Korea	62978423	4	62	GNU C++17	62982495	400	46	GNU C++17	62990370	796	31	GNU C++17	63002333	1576	327	GNU C++17	NO	-	-	-	-	-	-	-	-	-	-	-
29148929	109	Узбекистан	62977524	4	78	GNU C++17	62980754	7840	62	GNU C++17	62993926	7832	61	GNU C++17	63003419	7840	234	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29169046	110	China	62978407	8	46	GNU C++11	62982299	792	31	GNU C++11	62991553	792	46	GNU C++11	63000426	12	124	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29170003	111	China	62977896	792	436	GNU C++11	62981527	404	171	GNU C++11	62993437	404	31	GNU C++11	63000486	8	139	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29178934	112	-	62978859	8	62	GNU C++11	62983248	396	46	GNU C++11	62992865	792	31	GNU C++11	62997603	8	296	GNU C++11	-	-	-	-	NO	-	-	-	-	-	-	-
29147866	113	Сингапур	62979134	4	124	GNU C++11	62983287	388	78	GNU C++11	62987753	776	31	GNU C++11	63003275	8	62	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29168461	114	Россия	62978078	796	358	GNU C++17	62981485	408	140	GNU C++17	62994930	152	31	GNU C++17	63000699	4	93	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29178490	114	Марокко	62980964	0	140	Java 8	62985841	0	155	Java 8	62992375	0	140	Java 8	63003135	0	576	Java 8	-	-	-	-	-	-	-	-	-	-	-	-
29148696	116	-	62979750	4	61	GNU C++11	62984417	792	46	GNU C++11	62993936	3144	31	GNU C++11	63001502	304	187	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29180256	117	South Korea	62980875	16	78	GNU C++17	62984909	800	77	GNU C++17	62989140	3932	31	GNU C++17	63007715	1336	733	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29170229	118	China	62977827	4	77	GNU C++14	62980793	792	46	GNU C++14	62995973	1572	30	GNU C++14	62999734	12	187	GNU C++14	NO	-	-	-	-	-	-	-	-	-	-	-
29140859	118	Россия	62978222	8	233	MS C++ 2017	62981087	400	93	MS C++ 2017	62992909	3144	46	MS C++ 2017	63006739	72	327	MS C++ 2017	-	-	-	-	-	-	-	-	-	-	-	-
29152097	120	Россия	62977917	4	77	GNU C++17	62979776	404	46	GNU C++17	62991943	3120	46	GNU C++17	63002706	212	295	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29167999	121	-	62978583	1568	156	GNU C++11	62983296	788	93	GNU C++11	62993489	792	31	GNU C++11	63000553	20	140	GNU C++11	NO	-	-	-	-	-	-	-	-	-	-	-
29140100	122	China	62978061	8	78	GNU C++17	62981717	792	46	GNU C++17	62994865	1572	31	GNU C++17	63002203	204	483	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29176595	123	Ukraine	62979020	4	78	GNU C++17	62983279	2364	46	GNU C++17	62994336	4716	46	GNU C++17	62999025	14136	171	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29174949	124	-	62980130	0	78	GNU C++17	62983878	896	46	GNU C++17	62990784	1808	31	GNU C++17	63002339	0	62	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29178038	125	United States	62978213	8	124	GNU C++11	62981557	1056	77	GNU C++11	62989760	792	31	GNU C++11	62999674	4	155	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29180465	126	-	62980227	0	404	Java 8	62985418	0	249	Java 8	62994069	0	155	Java 8	63002402	0	217	Java 8	-	-	-	-	-	-	-	-	-	-	-	-
29181211	127	Japan	62982533	8	389	GNU C++17	62982396	780	139	GNU C++17	62991682	780	31	GNU C++17	63005417	8	280	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29140024	128	-	62977568	8	77	GNU C++14	62979486	400	46	GNU C++14	62992823	796	31	GNU C++14	63005833	32	202	GNU C++14	-	-	-	-	-	-	-	-	-	-	-	-
29177336	128	Ukraine	62979711	8	218	MS C++ 2017	62982728	404	109	MS C++ 2017	62989940	12	46	MS C++ 2017	63005775	8	124	MS C++ 2017	NO	-	-	-	-	-	-	-	-	-	-	-
29167037	130	-	62978044	22720	140	Mono C#	62981403	7020	93	Mono C#	62993154	688	62	Mono C#	63001256	4468	171	Mono C#	-	-	-	-	-	-	-	-	-	-	-	-
29179360	130	Estonia	62978734	8	78	GNU C++17	62981935	1580	62	GNU C++17	62986098	8	31	GNU C++17	63006074	16	93	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29172358	132	-	62982534	792	46	GNU C++11	62985639	400	46	GNU C++11	62993531	7836	31	GNU C++11	63000289	12	436	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29163481	133	-	62980112	792	46	GNU C++11	62983717	792	46	GNU C++11	62993183	3920	31	GNU C++11	63002914	24	358	GNU C++11	-	-	-	-	-	-	-	-	NO	-	-	-
29142029	134	-	62978597	0	61	GNU C++11	62981987	264	46	GNU C++11	62994374	692	46	GNU C++11	63001609	0	421	GNU C++11	-	-	-	-	-	-	-	-	-	-	-	-
29179741	134	Japan	62978447	4	124	GNU C++11	62982007	788	93	GNU C++11	62989099	1576	31	GNU C++11	63005415	8	546	GNU C++11	NO	-	-	-	-	-	-	-	-	-	-	-
29172815	136	-	62979069	1572	78	GNU C++17	62983421	1576	62	GNU C++17	62994608	1576	31	GNU C++17	63003589	992	374	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29143738	137	Индия	62978280	4	78	GNU C++17	62982765	796	61	GNU C++17	62995436	3144	46	GNU C++17	62999079	168	624	GNU C++17	-	-	-	-	NO	-	-	-	-	-	-	-
29179529	138	Индия	62977777	8	93	GNU C++17	62980597	1576	77	GNU C++17	62994803	3144	31	GNU C++17	63005112	12	358	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29146637	139	Hong Kong	62980412	4	373	GNU C++17	62984231	796	155	GNU C++17	62990363	800	31	GNU C++17	63004655	12	186	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29180962	140	-	62980684	8	78	GNU C++17	62983724	404	46	GNU C++17	62993500	796	31	GNU C++17	63002224	8	296	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29170583	141	China	62978355	8	77	GNU C++17	62983068	796	62	GNU C++17	62991345	7056	31	GNU C++17	63000510	12	327	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29176529	142	Индия	62977803	12	374	GNU C++17	62982705	392	140	GNU C++17	62995468	8	46	GNU C++17	63002766	8	171	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
29146353	143	Iran	62978070	1576	93	GNU C++17	62980190	1576	62	GNU C++17	62991077	6272	31	GNU C++17	63003174	28	405	GNU C++17	-	-	-	-	-	-	-	-	-	-	-	-
