29135840_62979848.xml	-0.12304849922657013 0.25325214862823486 -0.06520241498947144 -0.00144392519723624 -0.0309369545429945 0.11620593070983887 0.02300204150378704 -0.03925589099526405 0.043617185205221176 0.021241025999188423 0.13638275861740112 -0.3199588656425476 -0.11615381389856339 0.22840385138988495 -0.37587210536003113 -0.08259457349777222 -0.06173133850097656 -0.17389792203903198 -0.3255942463874817 -0.09853606671094894 -0.13522681593894958 0.37806060910224915 -0.04642507806420326 -0.012133748270571232 -0.38631486892700195 0.0614507757127285 0.09321805089712143 0.08800318092107773 0.4370271563529968 -0.008494599722325802 0.16758322715759277 0.29594510793685913 0.18270379304885864 0.2051517814397812 -0.09027177840471268 -0.25068730115890503 -0.21262584626674652 -0.050059400498867035 -0.21522334218025208 0.341932088136673 0.3864537477493286 -0.16014724969863892 -0.22442981600761414 0.0017611512448638678 -0.35782402753829956 -0.05050598457455635 -0.06200771778821945 0.1999305933713913 -0.1073494628071785 0.5552851557731628
29135840_62983843.xml	-0.1464988887310028 0.3102026879787445 -0.1928607076406479 -0.36761146783828735 -0.16725735366344452 0.3561241328716278 0.05861508101224899 0.022977314889431 0.045784831047058105 -0.08403220772743225 0.03291742503643036 -0.006180908996611834 -0.19878773391246796 0.24936217069625854 -0.4822448194026947 -0.029638273641467094 -0.11511678248643875 -0.07004104554653168 0.02530229091644287 -0.016098255291581154 -0.032155949622392654 0.3995155692100525 0.09435996413230896 -0.07542390376329422 -0.26802825927734375 0.05746668577194214 0.0589744932949543 0.10605189204216003 0.37224966287612915 -0.09329403191804886 0.07411407679319382 0.12906013429164886 0.09251467883586884 0.22331611812114716 0.1253262609243393 -0.20276017487049103 -0.21591152250766754 0.030517226085066795 -0.08263175934553146 0.18442344665527344 0.16731135547161102 -0.25752687454223633 -0.505012035369873 0.16806933283805847 -0.19743749499320984 0.029284518212080002 -0.020969189703464508 0.18417991697788239 -0.03660206496715546 0.27687758207321167
29135840_62992524.xml	-0.16280387341976166 0.2959482967853546 -0.3384256660938263 -1.0265896320343018 -0.03522110730409622 0.5422543287277222 0.40025079250335693 0.0871366560459137 -0.2461337447166443 0.3779098391532898 0.03762158751487732 -0.5085074305534363 -0.2954132854938507 0.6527180671691895 -0.6163966655731201 0.1268850564956665 -0.04963670298457146 0.166858971118927 -0.009537627920508385 0.19703836739063263 0.004030755255371332 0.6457865238189697 -0.17529995739459991 0.39626699686050415 0.007151731289923191 -0.5334361791610718 0.3428548574447632 0.1936282366514206 0.32481786608695984 -0.8269692063331604 0.09504608064889908 0.07249312102794647 -0.0368507020175457 0.23187381029129028 -0.05749281123280525 -0.3420603573322296 -0.13547077775001526 0.8916696310043335 -0.4605140686035156 -0.2679722309112549 0.5014480352401733 -0.06452435255050659 -0.13198143243789673 -0.018711021170020103 -0.610085129737854 -0.24485230445861816 -0.2624598741531372 0.08466386795043945 -0.1553027182817459 0.6288748383522034
29135882_62978431.xml	-0.42128199338912964 0.30642586946487427 -0.036886878311634064 -0.16833922266960144 -0.10042844712734222 -0.2930406332015991 0.15316526591777802 -0.07826698571443558 0.4045967757701874 0.035733260214328766 -0.31563013792037964 0.0031853921245783567 -0.3921698033809662 0.3381502032279968 0.3268548548221588 0.06133917719125748 -0.276725172996521 0.3099265694618225 0.1481807380914688 -0.8351321816444397 -0.5993496775627136 -0.6490233540534973 0.2761158347129822 0.8198692798614502 0.4633907675743103 0.04997406527400017 -0.16354341804981232 -0.0709453821182251 0.6912097334861755 -0.4590679705142975 0.1699816882610321 0.15486425161361694 0.20158199965953827 0.23206879198551178 -0.15711382031440735 0.3324986398220062 -0.6429071426391602 -0.03359852358698845 -0.6578121185302734 0.1873808354139328 0.43062224984169006 -0.4572942852973938 -0.31049689650535583 -0.7597012519836426 0.026177942752838135 0.16310341656208038 -0.32587292790412903 -0.4747747480869293 -0.031682077795267105 0.49322351813316345
29135882_62987996.xml	-0.46236398816108704 0.2329419106245041 0.049064841121435165 -0.16833634674549103 -0.07268386334180832 -0.177567720413208 0.23900119960308075 -0.03642018139362335 0.4629036784172058 0.06255601346492767 -0.24498172104358673 0.16659808158874512 -0.44705453515052795 0.3304433822631836 0.2899661660194397 -0.00012447865447029471 -0.3195652961730957 0.3055118918418884 0.11773111671209335 -0.7747526168823242 -0.5568941831588745 -0.6445772647857666 0.235670804977417 0.6671767234802246 0.6213754415512085 -0.0005692985141649842 -0.2384483516216278 0.011834514327347279 0.7298993468284607 -0.34970614314079285 0.21197395026683807 0.1532049924135208 0.1059684306383133 0.1259307563304901 -0.08157120645046234 0.41461101174354553 -0.6483522653579712 -0.011632712557911873 -0.5335743427276611 0.14637254178524017 0.40937095880508423 -0.46216464042663574 -0.37461817264556885 -0.7771493196487427 0.13046102225780487 0.1302570253610611 -0.26474615931510925 -0.5936355590820312 -0.035050541162490845 0.3597859740257263
29135882_63007187.xml	-0.43201181292533875 0.23695527017116547 -0.09885196387767792 -0.21740518510341644 -0.14493083953857422 -0.25657084584236145 0.1668866127729416 -0.10121400654315948 0.4087975025177002 -0.018481185659766197 -0.27009111642837524 -0.02268899232149124 -0.4635503590106964 0.37262728810310364 0.28799331188201904 -0.049577172845602036 -0.30319273471832275 0.22513678669929504 0.12608084082603455 -0.7276003956794739 -0.5913953185081482 -0.5806308388710022 0.25647762417793274 0.7528997659683228 0.4646524488925934 0.08833493292331696 -0.19508112967014313 -0.20822173357009888 0.6478341817855835 -0.4086550176143646 0.20698341727256775 0.2132679671049118 0.2762947082519531 0.15680567920207977 -0.1531277894973755 0.29971131682395935 -0.6479126811027527 0.13514931499958038 -0.7288036942481995 0.12053230404853821 0.3757179081439972 -0.4693564772605896 -0.2684587836265564 -0.834861695766449 0.13824878633022308 0.2528060972690582 -0.3438122272491455 -0.5211100578308105 -0.0019671993795782328 0.4073008894920349
29135908_62977882.xml	0.09304928034543991 -0.03931684419512749 0.13582965731620789 -0.23265008628368378 -0.17671716213226318 -0.21317924559116364 0.3407600224018097 0.227778822183609 0.15365277230739594 -0.1343657523393631 0.009662977419793606 0.12137697637081146 -0.13248468935489655 -0.0838017389178276 -0.37256166338920593 -0.18926604092121124 -0.04355977848172188 0.25565817952156067 -0.09090138971805573 -0.12270534783601761 0.15851397812366486 -0.06762290745973587 0.16308501362800598 -0.28780239820480347 0.19776739180088043 0.25653839111328125 -0.04065829515457153 0.07221722602844238 0.14941681921482086 0.39263343811035156 0.08162339776754379 0.20161716639995575 0.09327446669340134 0.2410186380147934 -0.05876411125063896 -0.0013600568054243922 -0.21670281887054443 -0.10028298199176788 -0.23408037424087524 -0.25921815633773804 0.14611296355724335 -0.0375186912715435 -0.2013649046421051 0.15806658565998077 0.01605001837015152 -0.21101705729961395 0.2375502735376358 -0.5476094484329224 0.040576208382844925 0.2792474925518036
29135908_62980126.xml	0.010486943647265434 0.10484681278467178 -0.13956661522388458 -0.1552494764328003 -0.32695820927619934 -0.24597960710525513 0.12772534787654877 -0.048220884054899216 0.32139766216278076 -0.2929705083370209 -0.08217379450798035 0.020676277577877045 -0.09893277287483215 -0.20485134422779083 -0.3356429934501648 -0.2070903778076172 -0.04269521310925484 0.0731399804353714 -0.06415390223264694 -0.4014376699924469 0.4651764929294586 0.03204872086644173 -0.034982070326805115 -0.26860567927360535 0.02605498768389225 0.2136947065591812 -0.05080727860331535 -0.022684410214424133 0.15525254607200623 0.40211665630340576 0.20363517105579376 0.013983107171952724 -0.23120442032814026 0.4172218143939972 0.06153261661529541 -0.18805113434791565 -0.1727033108472824 -0.15585844218730927 -0.06680505722761154 -0.28773146867752075 0.08076763898134232 -0.048498980700969696 -0.24215862154960632 0.0010498971678316593 0.04621298983693123 -0.20967677235603333 0.2308509796857834 -0.44017502665519714 -0.14227621257305145 0.09943760931491852
29135908_63006208.xml	0.058185674250125885 -0.12073663622140884 -0.05521872639656067 -0.5444358587265015 -0.24697862565517426 -0.11671697348356247 0.22415773570537567 0.0677005797624588 0.1822749823331833 -0.3431830108165741 -0.14971144497394562 -0.08243681490421295 -0.262738972902298 -0.22509461641311646 -0.4602130651473999 -0.2531845271587372 -0.3042386770248413 -0.07509955018758774 0.04326225072145462 -0.07701532542705536 0.246221125125885 0.06937865912914276 0.17935119569301605 -0.24678514897823334 0.19417773187160492 0.1172361969947815 -0.16466063261032104 -0.003046916564926505 0.19014033675193787 0.32146143913269043 0.21568746864795685 -0.014730689115822315 0.07205285131931305 0.19829699397087097 0.030455248430371284 -0.13605213165283203 -0.22063878178596497 0.15970881283283234 -0.2748076021671295 -0.5159438252449036 0.19742020964622498 0.011393467895686626 -0.08471464365720749 -0.17263732850551605 -0.007459468208253384 -0.22389116883277893 0.0818931981921196 -0.4606059491634369 0.014214408583939075 -0.03290412575006485
29135983_62980926.xml	0.22563287615776062 0.23969854414463043 -0.35432446002960205 0.3758070766925812 -0.21563616394996643 -0.419283390045166 -0.11853483319282532 0.12246903032064438 0.09134259074926376 0.09840883314609528 -0.08704353868961334 -0.32520633935928345 -0.19990907609462738 -0.04032119736075401 -0.16485467553138733 -0.2929220497608185 0.25770798325538635 -0.4278354346752167 0.2829406261444092 -0.48395082354545593 0.24233610928058624 -0.13771378993988037 0.9389349818229675 0.08226454257965088 -0.165991872549057 0.2893810570240021 -0.4489780366420746 -0.13924483954906464 0.08265918493270874 -0.2558504045009613 -0.020102450624108315 0.19736924767494202 0.6827168464660645 0.03208806365728378 0.046971697360277176 0.014434297569096088 -0.766434371471405 0.3787461221218109 -0.13373471796512604 -0.3727075159549713 -0.3161008059978485 -0.9558548331260681 -0.4680735170841217 -0.30886921286582947 0.3192535638809204 -0.424037367105484 0.3794056177139282 -0.2646646201610565 0.3890729546546936 -0.03992489352822304
