A_name,B_name,A_vec,B_vec
28924035_62464778,28924035_62469082,,
28931828_62465256,28931828_62469026,"[-1.20447434e-01  6.01034343e-01  7.89067894e-02  1.38510659e-01
  4.72433120e-02  1.39069110e-01  2.59686023e-01 -4.71094772e-02
  3.59942585e-01 -2.37062320e-01 -2.77196884e-01 -1.48837700e-01
  2.43496507e-01 -2.25408465e-01 -1.13475285e-01  7.68640339e-02
  1.60977632e-01  1.86076403e-01  7.19619989e-02  1.87149365e-02
  7.04922974e-02 -1.82531968e-01  4.17333335e-01  2.59361804e-01
  2.83525586e-01  3.33588533e-02  3.54079008e-01  1.44893497e-01
  1.79396838e-01  4.27939802e-01  1.20964065e-01  6.98517337e-02
  2.10630909e-01  1.52727872e-01  1.45270824e-01  2.58544963e-02
  1.79280862e-01 -2.04265922e-01  3.09571973e-04  3.13062280e-01
 -4.22271371e-01 -4.82620806e-01  2.07594112e-01  8.74545500e-02
 -4.09642279e-01 -3.37925732e-01  1.14655569e-01 -1.81609571e-01
 -1.31113045e-02 -4.63333027e-03 -2.68168092e-01 -2.12172702e-01
 -1.23090632e-01  5.81781438e-04  2.64021575e-01  1.18426327e-02
  1.00001000e-01 -8.81844983e-02  1.92154706e-01 -2.20725656e-01
  2.60232657e-01  1.04888424e-01  1.88742295e-01  1.20325103e-01
  7.18150064e-02 -2.49701381e-01 -7.46021122e-02 -2.11382970e-01
 -2.17006832e-01  1.76938966e-01  9.84138027e-02  1.11012831e-01
  4.19336200e-01 -1.19599968e-01 -8.88824835e-02  1.78100497e-01
 -1.47445068e-01 -4.45593923e-01  1.31393850e-01 -2.07598016e-01
 -1.69831723e-01 -2.62857806e-02 -3.53014618e-01  2.71843106e-01
 -8.50960910e-02 -1.30607396e-01 -1.00652523e-01 -3.35133284e-01
  4.37902361e-02  3.62655491e-01 -2.27764249e-01  2.58197752e-03
  1.87695548e-02  3.53798836e-01  1.64470106e-01  1.30760834e-01
 -2.55686361e-02  6.26160502e-02 -5.05306542e-01  1.04468159e-01]","[-0.01608662  0.40757135 -0.01404412  0.11381742 -0.06917552  0.11100384
  0.39520594  0.0691809   0.33863991 -0.135972   -0.25648302 -0.03441298
  0.21293446  0.00742439 -0.16363437  0.17058785  0.16364685  0.14764436
  0.17615503 -0.03628343  0.3156301  -0.1754918   0.35805225  0.21307844
  0.17630984  0.0328837   0.30670258  0.12169689  0.35985684  0.30513766
 -0.0800522  -0.00226798  0.01173643  0.17605579  0.09286135 -0.07531172
  0.20721821 -0.17190938  0.00841321  0.18295021 -0.27270272 -0.50089526
  0.13773997  0.11319257 -0.32718766 -0.3433657   0.06138195 -0.30602303
 -0.1301124  -0.11176138 -0.25498417 -0.16690794 -0.15521489 -0.09918604
  0.30276543 -0.13646449  0.08570752 -0.11543523  0.17940477 -0.1662363
  0.17061944 -0.08435359  0.09976687  0.05291187  0.07176403 -0.2260957
  0.04570192 -0.10393595 -0.24198341  0.08033785  0.11395604 -0.00664379
  0.43724254 -0.10578251 -0.17534588  0.21346782 -0.0929113  -0.34425032
  0.02352437 -0.20581262 -0.10007354 -0.10280795 -0.23116305  0.3543882
 -0.09304726 -0.17154758 -0.10986428 -0.35722905 -0.01015778  0.27527693
 -0.18036066 -0.14877418  0.05545862  0.36137956  0.20826598 -0.02132219
 -0.07595433 -0.09768707 -0.44527173  0.08623249]"
28931918_62463750,28931918_62468223,"[-3.88130307e-01  2.52088606e-01 -2.67834038e-01  2.70727485e-01
  5.11252701e-01 -8.81277397e-02  4.79239076e-01 -2.83708781e-01
 -1.46442503e-01 -2.25420579e-01  1.20059289e-01 -4.40583825e-01
  1.80471614e-01 -3.70437980e-01 -5.19659854e-02 -1.52140349e-01
 -5.23174047e-01  3.42078507e-02 -1.85920596e-02  5.92596158e-02
  1.97812080e-01  8.15816447e-02  5.70461929e-01  1.25535548e-01
  2.05892295e-01 -3.13604802e-01  3.54062796e-01  4.51640263e-02
  7.17347786e-02  2.83508331e-01  1.39851376e-01 -2.61551142e-01
 -2.13788040e-02 -2.14767288e-02  7.01868534e-02 -2.86557704e-01
 -3.00255585e-02 -3.81519735e-01 -1.48556307e-01 -1.64858073e-01
  3.11176199e-02 -2.30682507e-01  2.48930961e-01  1.67832941e-01
 -3.37766021e-01 -1.19085930e-01  2.06994951e-01  7.36860633e-02
 -4.48829643e-02 -3.06213468e-01  4.37063538e-02  1.05767131e-01
  8.74610022e-02  1.13349572e-01 -1.18022867e-01 -1.00407176e-01
  3.98831815e-03  3.53277624e-01  9.26356241e-02  3.68342340e-01
  2.98125058e-01 -6.39020801e-02  2.64429361e-01  2.21321940e-01
  2.91951269e-01 -1.95088267e-01  9.60994512e-03 -1.49963707e-01
 -2.34558582e-01 -2.85556167e-01  5.34406677e-02  1.26768306e-01
  1.84243217e-01  2.47682691e-01  4.38846081e-01  5.60718358e-01
  1.02739841e-01 -4.01492804e-01  4.31442797e-01 -6.67619146e-03
 -3.09104890e-01  2.05930814e-01 -4.68391746e-01  2.09648237e-01
  1.28240868e-01 -8.01891610e-02 -1.15880214e-01 -1.94686607e-01
 -4.42964630e-03  3.62520993e-01 -5.14504034e-03 -2.10193798e-01
 -6.29663840e-02 -2.54684419e-04 -2.22429469e-01  2.68192202e-01
  7.66043663e-02  2.75029093e-01 -5.66107750e-01  2.10532397e-01]","[-0.4321504  -0.01619229 -0.39816377  0.12312487 -0.01801557 -0.21703091
  0.27986547  0.15045936 -0.08572387 -0.05022589 -0.0713521  -0.34597552
  0.06495873 -0.14659753  0.4834156  -0.27719173 -0.41718066 -0.05272896
  0.14251201  0.2533203   0.10521293 -0.09859219  0.42227855 -0.1501212
 -0.04077564 -0.10447165 -0.07047069 -0.1028037   0.01329023  0.20351954
  0.09750235 -0.10304507 -0.3727139  -0.03755126  0.00149539 -0.2702131
 -0.19764122 -0.08944283 -0.14589095 -0.06742051  0.22680853 -0.20666355
  0.14910135  0.03390757 -0.19929019 -0.13201658 -0.22283407  0.28788787
 -0.20910363 -0.33960792 -0.12313981  0.07577278  0.05502727 -0.19757834
 -0.09948196 -0.10158952  0.12788968  0.27438882  0.2148209   0.12268257
  0.04968708 -0.0638026   0.18309051  0.09819501  0.4168722   0.02731879
 -0.17467763  0.01862981 -0.02949349 -0.24146913 -0.1599281   0.06798059
  0.08067287  0.26439503  0.35007262  0.40621987 -0.06011442 -0.21569946
 -0.10048238  0.14500412  0.0619439  -0.03157069 -0.38814422  0.05576088
  0.10706583 -0.17558818  0.11726956 -0.13105486 -0.14880642  0.23343669
 -0.0161134  -0.11507    -0.27586436 -0.08059301 -0.06691954 -0.0427142
  0.5351112   0.24058276 -0.33150625  0.22548558]"
28897532_62464300,28897532_62471356,"[-0.53740066  0.14416014 -0.24348813  0.28053623  0.20930639  0.0491658
  0.36696854 -0.09058486 -0.01139641 -0.02326827 -0.0442531  -0.3901603
  0.04205379  0.13933499  0.15031856 -0.31266    -0.2867801  -0.25428632
  0.10681766  0.4671145  -0.13007766  0.22160274  0.29288882 -0.27493316
 -0.06547076 -0.07362917  0.2801139  -0.14725317  0.14902082  0.255183
  0.22354922 -0.01673997  0.13949834 -0.25845426 -0.15391436 -0.00553469
 -0.2887283  -0.23050311 -0.19969317 -0.2394223   0.06606722 -0.00678589
  0.26869124  0.17271155 -0.07405613  0.0205588   0.03373388  0.34970415
 -0.07646333 -0.3330026  -0.04802892 -0.13292226  0.08828037 -0.03699526
 -0.13279039  0.22381762  0.25118864  0.428307    0.0224038   0.06110555
  0.08839665 -0.06129766  0.24875978  0.14205757  0.3722985  -0.08972615
 -0.13044097 -0.58882314 -0.11681852 -0.11924576 -0.02679352  0.3779875
  0.12918045 -0.39669162  0.2737796   0.08232357  0.4175926  -0.14247842
  0.08510025  0.0422972   0.15767337 -0.05212504 -0.06744737  0.02003613
  0.06447054 -0.08396085 -0.00436952 -0.02512091  0.13789539  0.1456188
  0.05456891 -0.34059757  0.19521336 -0.05272048 -0.06173625  0.0914229
  0.14069182  0.26222333 -0.35351115  0.07745852]","[-2.95781553e-01 -1.33789688e-01 -4.62481141e-01  1.50967151e-01
  1.51250765e-01 -7.73997307e-02  4.01696652e-01  1.51977494e-01
  1.97406560e-02  1.82555377e-01 -6.12465031e-02 -2.34351531e-01
 -5.62292524e-02  9.98405069e-02  1.90623760e-01 -3.40835512e-01
 -2.14899153e-01 -1.63085833e-01  9.89673212e-02  2.79018641e-01
  2.17612699e-01  5.79101183e-02  2.33534440e-01 -3.12222868e-01
 -3.06882598e-02  3.35901073e-04  4.93769580e-03 -2.30391055e-01
  2.41344959e-01 -7.25051388e-02  3.90762426e-02 -3.29400063e-01
 -3.14620167e-01  3.09485812e-02 -1.51679795e-02 -2.35347450e-01
 -2.13960111e-01 -1.14693932e-01 -2.03109652e-01 -1.56581521e-01
  1.84156537e-01  1.65446233e-02  2.84159869e-01  5.68488948e-02
 -1.14796706e-01  3.19726095e-02 -3.66193466e-02  2.38588870e-01
 -1.80491522e-01 -3.01192641e-01 -1.31579861e-01 -3.74726839e-02
  1.88763782e-01 -3.44303608e-01 -6.25087917e-02 -2.42836233e-02
  1.68857157e-01  3.46698403e-01  8.25269073e-02  1.01700820e-01
 -3.84209082e-02 -4.06593569e-02  1.27627671e-01  1.19169638e-01
  3.13822597e-01  1.65929660e-01 -1.19572878e-02 -1.40477136e-01
 -3.98351718e-03 -3.90716881e-01 -5.68677410e-02 -6.00015111e-02
  3.04163307e-01  7.94594884e-02  1.73746213e-01  2.31530055e-01
  3.06285679e-01  4.37779771e-03 -1.37907853e-02  1.00970700e-01
  3.21719706e-01 -2.23780274e-02 -7.46934535e-03 -7.67606273e-02
  1.36499107e-01 -3.07652771e-01 -9.38137900e-03 -2.48832889e-02
 -1.23016141e-01  7.19035715e-02 -6.18778206e-02 -3.61136198e-01
 -3.02916050e-01  2.42912918e-02  3.53628434e-02  9.06647295e-02
  1.78074911e-01  7.95182288e-02 -3.37938040e-01 -8.39836672e-02]"
28895003_62466619,28895003_62472738,"[-0.47176358  0.33819902  0.10382582  0.00501232  0.23712961  0.10430025
  0.13228357 -0.1159914   0.21927662 -0.27943835  0.20457773 -0.37743533
  0.07140491 -0.46662125 -0.1287497  -0.16796643 -0.34662673  0.3218485
  0.29352173  0.17598347 -0.08557781  0.10407248  0.34760112  0.07655721
  0.00871206 -0.04185032  0.26174167 -0.20803803 -0.23532605  0.30567628
 -0.02155138 -0.29601237  0.18702476  0.0671965   0.21146242 -0.09875953
 -0.27690428 -0.16142304 -0.29469097 -0.04862285 -0.0198673  -0.08786529
  0.12521909 -0.11795765 -0.24146967 -0.28818968  0.39679673  0.25224453
  0.07020438 -0.12438644  0.00631398 -0.09043488 -0.12528493  0.00198939
 -0.12139817  0.19614258  0.32233343  0.17680123  0.07171427  0.03470425
  0.17591894 -0.21950144  0.12000822 -0.05449785  0.38749927 -0.17233774
  0.17035173 -0.47504264 -0.43168014 -0.3470139  -0.03447974  0.14402142
  0.19780734  0.05173123  0.23240763  0.28487897  0.01597871 -0.13552858
  0.12199502  0.03074323  0.05081352  0.04909885 -0.27301493  0.256209
  0.1858395   0.02579386  0.06921279 -0.22123358  0.15569091  0.07476822
 -0.24938147 -0.41191602  0.09969678 -0.11744532  0.03649945  0.3127639
  0.24813272  0.09214658 -0.39453605 -0.04638018]","[-0.29968908 -0.00633335 -0.03997198 -0.28552884 -0.33406097  0.03381058
  0.09868832  0.34510416  0.12341134  0.1357531   0.05633929 -0.03629509
 -0.1001142  -0.05475149  0.07882548 -0.07565672 -0.0200282   0.2501046
  0.20333609  0.0954847   0.30379617  0.04311714  0.11210635 -0.23521134
  0.11004372  0.16637553 -0.19774693 -0.30401835  0.03006851  0.17599852
 -0.30127653 -0.35864672 -0.14794122  0.3683461   0.04113559 -0.00621615
 -0.14428249 -0.06203203 -0.15091352 -0.06471613 -0.04587968  0.01089342
  0.21414198 -0.08290528 -0.06373738 -0.33700296  0.18679449  0.12310317
 -0.14255428  0.09620459 -0.2684104  -0.10558521 -0.03668373 -0.3556069
  0.04548309 -0.02978376  0.26298133  0.0207097   0.04017041 -0.15696816
  0.14138493 -0.11211636 -0.01916234 -0.23357193  0.22763494  0.09805419
  0.2431044  -0.21077888 -0.10723939 -0.37000382 -0.2483171  -0.00600797
  0.519829    0.29061916 -0.09984397 -0.06475821  0.03702689  0.01880726
 -0.12680608  0.09558706  0.25325614  0.08846565  0.00194356  0.04426462
  0.21511045 -0.16774067  0.13617375 -0.19223143  0.04211647  0.04678249
 -0.21307519 -0.42013752 -0.26284754 -0.05211242  0.2595143   0.26245078
  0.20254208 -0.17573833 -0.22296992 -0.25585014]"
28910245_62464070,28910245_62468355,"[-0.60718167  0.07020387 -0.38720092  0.09859621  0.35038942 -0.11890743
  0.19684593 -0.12679881 -0.22834927  0.07448222 -0.11066007 -0.5587736
 -0.00981044 -0.10843875  0.19682072  0.1173396  -0.29931253 -0.04354504
 -0.2323304   0.26536945  0.01044263  0.18939418  0.34352773 -0.12806201
 -0.02416108 -0.02099817  0.23567449 -0.02465728  0.00201055  0.6193065
  0.26706353 -0.14377722  0.2639322  -0.02442312 -0.1584335   0.03613321
 -0.15516002 -0.16928856 -0.00896714 -0.27245536 -0.06210393 -0.22477305
  0.2813497   0.22448114 -0.2603956  -0.00612209 -0.09251201  0.21070112
 -0.18063402 -0.18867342 -0.00132514 -0.04516627  0.00788679 -0.05339577
  0.06798129  0.09429248  0.06574127  0.2128613  -0.06707414  0.1711004
  0.13471332  0.08691587  0.22563365  0.1671426   0.25702098 -0.16390653
 -0.2151947  -0.4490872   0.14000648  0.07131351  0.13374019  0.31249347
  0.01166547 -0.16283582  0.16864608  0.10063253  0.235357   -0.3033874
  0.11258683  0.20531094 -0.20483178  0.18817896 -0.12001751  0.35969174
  0.0779445   0.11847328 -0.23203638 -0.16956128 -0.06301776  0.42401585
 -0.04560141 -0.15075514  0.00634648  0.12827185 -0.1858924   0.19443196
  0.2963065   0.1921961  -0.48680985  0.09031603]","[-0.39953843 -0.02958849 -0.40711328 -0.00414874  0.00615576  0.051865
  0.20645152  0.14926358 -0.22476007  0.2373575  -0.15634823 -0.28767672
 -0.17980523  0.12976953  0.4681717   0.03186226  0.03575744 -0.08476213
 -0.11942084  0.30019608 -0.05873055  0.11470802  0.1535782  -0.2538047
 -0.15043637  0.04975798 -0.13275066 -0.1682162   0.20873411  0.41089556
 -0.12638666 -0.10117504  0.03901004  0.02487411 -0.20346235  0.00534028
 -0.15406333 -0.03531042  0.04876102 -0.3259644   0.01787928 -0.02011191
  0.22947544  0.11443081 -0.08426592  0.1131985  -0.20286821  0.2634692
 -0.37777567 -0.21994314 -0.19131316 -0.196721    0.02176483 -0.17057292
  0.1444698  -0.15869103  0.11535547  0.27490276 -0.10056097 -0.03247533
  0.15958339 -0.01842585  0.11660311  0.06967935  0.466866   -0.0935711
 -0.08197765 -0.37192938  0.212117    0.08069143 -0.08976902  0.19114959
  0.25570646 -0.17898421  0.04074202 -0.0269741   0.24176197 -0.175505
  0.08323165  0.20368505  0.00716145  0.03642113  0.10560227  0.10478526
 -0.00392231 -0.05018241 -0.10570403 -0.13223507 -0.0824296   0.23313051
  0.08902694 -0.27819562 -0.04171368  0.15988897  0.05548056 -0.03841887
  0.31352648  0.12034611 -0.22112188  0.00389859]"
28931818_62464819,28931818_62470716,"[-0.41057324  0.20556925  0.20311746  0.19668372  0.26670805 -0.11651058
  0.11840842 -0.24843149  0.4000621  -0.3844986   0.1858755  -0.25568986
  0.41515833 -0.52985    -0.2863796  -0.20227182 -0.02522544  0.2464508
  0.09724649  0.10222065 -0.15929624  0.11258524  0.39750165  0.21309106
  0.05080386 -0.23681512  0.5452434   0.00721482 -0.19071755  0.4920605
  0.05515515 -0.25553793  0.2528385   0.29478285 -0.04287906  0.01392383
  0.01246169 -0.4182476  -0.23967251 -0.18320651 -0.04307489 -0.06770463
  0.3358838   0.19975424 -0.17679264 -0.43202952  0.40008417  0.00264816
 -0.01441134 -0.2662795   0.06172458 -0.17546444  0.20555332  0.03379097
 -0.12630017  0.21556012  0.3999163   0.05381534  0.079193    0.3441221
  0.25013718 -0.08637679  0.19455558  0.03651515  0.39739507  0.01201865
 -0.0067179  -0.38295987 -0.37188625 -0.06991111 -0.05482746  0.2982039
  0.12836817 -0.34430215  0.07268449  0.30916166  0.2348098  -0.21237646
  0.27712986 -0.12713121 -0.22181246  0.17900874 -0.3897681   0.24333657
  0.07904367 -0.00305088 -0.11495835 -0.2613408   0.12022579  0.21818735
 -0.25980398 -0.1093521   0.18307672  0.0299784  -0.10693587  0.29453215
 -0.13534611  0.12716323 -0.5007583   0.14384809]","[-1.24486059e-01  1.82287060e-02  2.24226072e-01  7.02707097e-02
 -2.64749736e-01  1.10788383e-02  2.80688733e-01  1.44686297e-01
  4.26004291e-01 -1.30911306e-01 -6.11399636e-02  1.84692293e-01
  1.30909428e-01 -5.02567440e-02  3.49599198e-02 -3.43921572e-01
  3.48987550e-01  2.05702528e-01  1.82071984e-01  1.28826782e-01
  1.28689706e-01 -1.43026002e-03  8.77106413e-02  3.04483287e-02
  3.24282870e-02 -1.70627348e-02 -5.16945384e-02 -1.88857228e-01
  2.40763545e-01  1.76084787e-01 -1.85389623e-01 -2.71836489e-01
 -1.14509016e-01  4.11118507e-01 -9.66015086e-02 -1.81687418e-02
 -4.01547886e-02 -2.67368585e-01 -1.28668323e-01 -2.14385554e-01
 -2.25535017e-02  7.83503056e-02  2.71006584e-01  1.61681369e-01
 -3.52133960e-02 -4.29043442e-01  1.82379901e-01 -1.23185270e-01
 -1.26717716e-01 -4.40944545e-02 -2.49854162e-01 -1.78080067e-01
  3.49749863e-01 -3.95338207e-01  1.34375831e-02  3.54169905e-02
  3.60099018e-01  1.63864754e-02  2.16123134e-01 -1.60324890e-02
  2.26107895e-01 -9.43561867e-02  4.49810997e-02 -6.91587552e-02
  2.84391463e-01  2.39983931e-01  3.01012136e-02 -1.21287227e-01
 -2.56853282e-01 -2.14539394e-01 -2.03398541e-01  2.00147163e-02
  4.79520380e-01 -1.41502514e-01 -1.91350177e-01 -6.49747550e-02
  2.50268698e-01  1.10969488e-02 -1.06951557e-01 -3.40161920e-02
  2.18694955e-01  3.15140262e-02  3.29876132e-02 -3.39342915e-02
  3.46836187e-02 -3.10719520e-01  6.00508600e-03 -1.24568187e-01
 -1.70564249e-01 -4.90129023e-05 -1.00921944e-01 -3.00820559e-01
 -1.87550917e-01 -2.90047191e-02  1.65858984e-01  9.54779983e-02
 -2.12610215e-01 -2.45971814e-01 -3.06695580e-01 -1.60104364e-01]"
28933924_62463835,28933924_62466732,,
28935035_62465274,28935035_62470150,,
28931720_62463675,28931720_62467727,"[-0.48402837  0.17031646  0.00841663 -0.00639367  0.19362661  0.5538341
 -0.15020886 -0.01569895  0.18974361  0.38133562 -0.2872718  -0.40019497
  0.13709514 -0.4132561  -0.04131321  0.30004933  0.58810085 -0.02687205
 -0.16447039 -0.00506033 -0.44028342 -0.13170587  0.52540654 -0.13362944
  0.21839911  0.22403434  0.23675956  0.18698567  0.1646006   0.40315557
 -0.23189802  0.11709415  0.2888328   0.07946501 -0.15738909  0.17382756
  0.15673992 -0.05268274 -0.28533608  0.42983386 -0.20133713 -0.14824416
  0.18090488 -0.06775271 -0.00887789  0.16565059  0.05151698 -0.39744332
 -0.62671787 -0.65999746 -0.23351942 -0.36680245  0.04356807  0.525301
  0.42687014  0.14178503  0.44615167  0.00354647  0.06509132  0.15048824
 -0.08352799 -0.02408889  0.07667604  0.19136284  0.42822877  0.1799895
 -0.36541316 -0.6403229   0.25548455  0.5031268   0.13873197  0.15648647
  0.36120188 -0.16358301 -0.00326768  0.22763169  0.00186898 -0.32285878
  0.24752215 -0.51394635 -0.2749173   0.05278956 -0.13872188  0.5315643
 -0.43598282 -0.302045    0.10215067 -0.30644104  0.316481    0.75256556
 -0.7855894   0.22152758 -0.2677335   0.5145155   0.4782706   0.07510341
 -0.17271322  0.4518988  -0.41886437  0.22516519]","[-0.41532338  0.13696074 -0.0117459   0.04657596  0.0732892   0.59091145
 -0.03991611 -0.02058266  0.18981431  0.44625977 -0.3028908  -0.34133944
  0.11454044 -0.30415726  0.01925414  0.3135659   0.6264195  -0.0123052
 -0.2027975   0.09442885 -0.3937135  -0.07402532  0.46644247 -0.12027614
  0.17959754  0.28843665  0.24534264  0.16545336  0.3151882   0.39506584
 -0.2764899   0.17468409  0.2944654   0.03447498 -0.1487389   0.16213304
  0.14457089  0.01850606 -0.29585943  0.32608357 -0.17005311 -0.17225371
  0.13687153 -0.14111467  0.04966108  0.19818383 -0.07734931 -0.40472797
 -0.56177825 -0.6302745  -0.2144728  -0.313355    0.04001873  0.5280941
  0.40877187  0.09325527  0.43706644 -0.02008114  0.08496011  0.09592006
 -0.09777334 -0.10984229  0.04985364  0.07745141  0.39237517  0.11875439
 -0.27220985 -0.6467366   0.19928569  0.48291647  0.08538149  0.12899913
  0.3332661  -0.24365583 -0.0316892   0.15516561  0.02419195 -0.2946491
  0.24076146 -0.421786   -0.21857841 -0.01106077 -0.04024614  0.46388504
 -0.53447497 -0.2817851   0.1555074  -0.23273574  0.27689528  0.66080666
 -0.7741383   0.17426227 -0.23274432  0.5162327   0.5357331  -0.02965768
 -0.0630219   0.39394045 -0.33429244  0.17270805]"
28910475_62464957,28910475_62470169,,
28934037_62464115,28934037_62472058,,
28929493_62485687,28929493_62486817,"[-0.36103612  0.08880208  0.00138158  0.19659142  0.28598174 -0.2176069
  0.2071032  -0.4678297  -0.24902262 -0.74568695  0.39958334 -0.04206505
  0.29078802  0.02422933 -0.36609885 -0.34783036  0.36585388  0.06618762
  0.21904983  0.17058471 -0.03884774 -0.0122327  -0.03050092 -0.04362554
 -0.16758133  0.19921559  0.44915226 -0.04025488 -0.11787187  0.29992986
  0.522061   -0.2112896   0.20383485  0.6686933  -0.33767352  0.055506
  0.01064082 -0.2637106  -0.18629608 -0.5924042  -0.3622781   0.0231722
  0.12847678  0.29944822 -0.31924215  0.07968055  0.38032815 -0.03390191
  0.2515028  -0.04088159  0.12311344 -0.00963013  0.2511171   0.06360497
 -0.06970533  0.0467014   0.17063425  0.2907391  -0.29271194  0.27301323
  0.38487163  0.19949903  0.17944302  0.08791465  0.46361065 -0.14322126
 -0.27747473 -0.34325045 -0.29186347 -0.11504789  0.22638167  0.15035227
  0.3142096  -0.4083004   0.20037809  0.15935484  0.42489174 -0.01897956
  0.1561071  -0.1318253  -0.20582567 -0.01589471  0.35627028  0.1898683
  0.01485617  0.3509937  -0.23781447 -0.1158117  -0.1425845   0.39144453
 -0.07057633 -0.25472757  0.37856063  0.07755352 -0.3775845  -0.06516969
 -0.04044839  0.20027323 -0.2549997  -0.17412739]","[-0.47474813 -0.27440333 -0.14683644 -0.15499066 -0.06330349  0.02597837
  0.15309222 -0.07218824 -0.21290106 -0.63186646  0.5285731   0.07968599
  0.07398611 -0.01956764 -0.31653616 -0.27438587  0.5943159   0.13459086
  0.21008061  0.099969    0.3587022   0.08484971 -0.04541559 -0.39457786
 -0.08323232  0.25412285  0.15023711  0.12536065  0.00880404  0.38474816
  0.26093248 -0.2924927  -0.08210336  0.73356324 -0.25805536 -0.16278027
  0.24787655 -0.1312058   0.13076107 -0.5837429  -0.20356658 -0.02075139
  0.10117088  0.35710666 -0.04266964  0.00817158  0.23874106  0.01917965
 -0.05102177 -0.17431378 -0.02289185  0.17936996  0.39255047 -0.30202296
  0.05992371  0.04011543 -0.04072198  0.2494843  -0.43525326  0.13326415
  0.28110886  0.17888264  0.07620051  0.03362747  0.2988895  -0.11139978
 -0.06772818 -0.09637126 -0.24302217 -0.13007385  0.0102697   0.13722615
  0.62393737 -0.06537309  0.06724555  0.00553998  0.30379868  0.15995288
 -0.13095836  0.02594201  0.08927621 -0.00909007  0.4435931  -0.08941245
 -0.04943057  0.22729807 -0.13781157 -0.05381844 -0.27516818  0.35136127
  0.06517008 -0.21414776  0.30357885  0.0784473  -0.3245932   0.05255537
  0.11964524  0.01181014 -0.3274149  -0.41244128]"
28913845_62465017,28913845_62470217,"[-0.29647478  0.30705154 -0.19086911  0.43987972  0.50817865 -0.07599398
  0.6110627  -0.1574229  -0.19950218 -0.03896512 -0.16006799 -0.19233008
 -0.05700161  0.08762968  0.00208172 -0.24811451 -0.28090525 -0.27286217
 -0.07405605  0.22662655 -0.17699885 -0.0185729   0.4524323  -0.04034644
 -0.09016614 -0.26188675  0.3221916   0.14813459  0.39236096  0.48863882
  0.27479982 -0.15017827  0.03031465 -0.21645899 -0.13992397  0.05989189
 -0.18179958 -0.21100174 -0.09706414 -0.36452216 -0.11797421 -0.12100818
  0.36432034  0.19370341 -0.08874001  0.07537071  0.10013537  0.11623281
 -0.14343755 -0.02425077  0.00080112  0.08235557  0.17900339 -0.19801621
 -0.14164197  0.1815486   0.27143463  0.4673724   0.11874776  0.16134095
  0.2903521   0.13226466  0.51545465  0.08751124  0.14083907  0.01867542
 -0.25508195 -0.487048   -0.1051401  -0.06772608  0.14672257  0.41398987
  0.26714447 -0.23134379  0.24934587  0.01498603  0.24174997 -0.44314408
  0.33464286 -0.04385711 -0.149366    0.15924963 -0.18733265  0.11657836
 -0.07658332  0.12601787 -0.40306583 -0.06220523 -0.10370582  0.38105208
 -0.04310586 -0.28432527  0.11182672 -0.01460385 -0.06136124  0.01395063
 -0.00228373  0.09935361 -0.31084937  0.07647343]","[-0.3278345   0.02441251 -0.1517753   0.06735118  0.03787098 -0.07629914
  0.6240492   0.45785597 -0.34281158  0.46776113 -0.04095149  0.2298756
 -0.13941596  0.2555391   0.18305542 -0.0267554   0.19880995 -0.12980723
  0.01795708  0.11060701  0.22583206 -0.07388206  0.2228519  -0.30511433
 -0.00368819 -0.0456199  -0.15754834  0.23747535  0.4721249   0.26884645
  0.07055493 -0.18851946 -0.23265985  0.01233316 -0.31565017  0.0175875
  0.09066225  0.0656513   0.1736206  -0.42629066 -0.09138396  0.0957725
  0.27641615  0.13947284  0.22114748  0.14853933  0.12194065 -0.06513021
 -0.26323307  0.07101546 -0.1661635   0.03957692  0.3780551  -0.44597208
 -0.11169866 -0.19904144  0.11579006  0.38270378 -0.1735402  -0.15177402
  0.05033427  0.16670908  0.20997316  0.04138321  0.21208648  0.07860036
  0.01591555 -0.41560274  0.23253042  0.05422927  0.09135244  0.26830128
  0.3773061  -0.14227468  0.04255264  0.04646984  0.33736983 -0.14940315
  0.16611502  0.2109893   0.06797006  0.1926723   0.11384071 -0.19360428
  0.00853285  0.06291612 -0.36044616 -0.0555053  -0.06167593  0.22321382
  0.08969524 -0.12238607  0.09889642  0.1744628  -0.15207486  0.05915571
  0.04788222  0.00210005 -0.17528924  0.03511269]"
28894428_62464147,28894428_62468713,,
28925633_62466534,28925633_62471017,,
28935837_62466837,28935837_62471480,,
