A_name,B_name,A_vec,B_vec
28935587_62466795,28935587_62471936,"[-0.0139507   0.37670538  0.13725598  0.17536777  0.21325481 -0.03224994
  0.3659395   0.05455927  0.5219669  -0.47775584 -0.00358582 -0.01698191
  0.16004254 -0.35943577 -0.31316802 -0.09925816  0.3081102   0.19505818
  0.1602551  -0.02959922  0.02653317  0.09662781  0.42784604  0.16263564
 -0.00436786 -0.19457074  0.5651239   0.23188283  0.10663982  0.3957793
 -0.16495141  0.11455342  0.0674799   0.18635793  0.20801686 -0.07469597
  0.07233728 -0.4798308   0.00271346  0.16481608 -0.378685   -0.37194043
  0.16539942  0.10095964 -0.4208243  -0.4609575   0.116923   -0.20680448
 -0.20192888 -0.18258725  0.0745929  -0.17172019  0.08910237  0.01333027
  0.22002776  0.14928982  0.07246302 -0.27085522  0.19836804  0.07672837
  0.3232367   0.03332844  0.20606284  0.20480151  0.06828067 -0.21218865
 -0.22338271 -0.14508365 -0.42750674 -0.01691316  0.0171812   0.16092427
  0.09880391 -0.23211086  0.09576749  0.2940423  -0.21115527 -0.5412499
  0.20420808 -0.26827067 -0.1631815  -0.02841914 -0.4094008   0.43755218
 -0.18335666 -0.28376728 -0.22915441 -0.22546634  0.1515081   0.18648244
 -0.0198848   0.00447062  0.14026178  0.18478443 -0.03422071  0.13835536
 -0.24706636  0.08521796 -0.76043576  0.16987024]","[-9.34073180e-02  1.84164748e-01 -3.21700312e-02  2.22779542e-01
 -1.95231512e-01 -1.10678494e-01  3.70426297e-01  4.16167259e-01
  5.69113433e-01 -6.84793115e-01  4.76323292e-02  6.03566319e-02
  9.19311717e-02  6.94426149e-02 -2.20061138e-01  5.19294641e-04
  1.13614671e-01  1.82165354e-01  3.65634531e-01  3.62659335e-01
 -2.21334234e-01  3.23880129e-02  1.09181650e-01  2.39505768e-01
 -3.56221378e-01  4.00344189e-03  4.86548573e-01  5.15774451e-02
  9.93943587e-02  2.28487507e-01 -2.01378047e-01  2.87140578e-01
 -1.41943127e-01 -5.49888127e-02  3.18650812e-01 -6.64404109e-02
 -2.85299510e-01 -1.35994628e-01 -1.24926707e-02  1.63071170e-01
 -4.01810884e-01 -4.91907954e-01  1.74098574e-02 -1.24934234e-01
 -3.18462908e-01 -4.37333941e-01  1.37830287e-01 -8.41446593e-02
 -1.43726289e-01 -1.07293949e-01 -6.33528782e-03 -2.13998687e-02
 -6.06788956e-02 -1.64937988e-01 -7.29960501e-02  1.25317469e-01
  9.92553458e-02 -2.20158353e-01  3.69662106e-01 -3.00366133e-01
  1.58353433e-01 -2.25351989e-01  2.63938447e-03  1.86231788e-02
  1.60177544e-01 -2.72649437e-01 -9.98346210e-02 -1.22083656e-01
 -3.68645221e-01 -2.95677502e-02  6.19217977e-02  9.22956243e-02
 -8.91233832e-02 -2.06173614e-01  1.09778345e-02  4.16131288e-01
 -2.69286215e-01 -2.41844833e-01  7.23013058e-02 -1.80555344e-01
  1.03666283e-01 -2.05552131e-01 -3.41244668e-01  5.94300747e-01
 -6.47199973e-02 -3.94478887e-01  6.73153028e-02 -7.18278289e-02
  2.00177133e-01 -4.05673273e-02 -1.41400341e-02 -2.90979773e-01
  3.32951993e-01 -1.19626448e-01 -3.33510600e-02 -2.94645995e-01
  9.02961567e-02 -1.63118213e-01 -4.42367256e-01  5.41463457e-02]"
28935065_62467917,28935065_62471962,,
28907902_62466729,28907902_62472553,,
28933001_62468204,28933001_62474095,,
28897523_62464987,28897523_62470051,,
28896905_62465508,28896905_62472711,"[-0.45795646  0.19384773 -0.14477853  0.12259219  0.04337773 -0.18314096
  0.29055953  0.21926822 -0.37253305  0.04603573 -0.0716991  -0.17699139
 -0.04365518  0.09064235  0.43221185 -0.09999493 -0.09681568 -0.2274538
 -0.04822224  0.28521317 -0.25560147 -0.11666661  0.3858644  -0.14831501
 -0.15366016 -0.20589177 -0.01159695  0.07916901  0.26998806  0.53001845
  0.15147828 -0.10948341 -0.16435584 -0.02648013 -0.34077603  0.1501164
 -0.08768463  0.00105935  0.10577694 -0.42599595 -0.14255238 -0.13751362
  0.21249798  0.15936328  0.06633162  0.11210372 -0.02074484  0.12654446
 -0.3208345   0.0212612  -0.10503339  0.02896057  0.06373306 -0.28355372
 -0.24049649 -0.14123875  0.3152586   0.34341437  0.07732987  0.1026453
  0.3220559   0.1594178   0.30664328 -0.09539445  0.35603595 -0.04484216
 -0.32568738 -0.2992264   0.16747655  0.17353913 -0.14330415  0.4463854
  0.14294088 -0.13371277  0.25169748  0.12418048  0.15052897 -0.35974652
  0.12968317  0.0037565  -0.23418698  0.22072046 -0.20890482  0.09656109
 -0.04321334  0.1936379  -0.1226432  -0.13143119 -0.06361425  0.44256258
 -0.06082704 -0.0959505   0.04169691 -0.07349155 -0.05879758 -0.17510648
  0.20719105  0.15762758 -0.10394724  0.2509191 ]","[-0.09550948 -0.25985426 -0.5110523   0.12806685  0.01057298 -0.12262974
  0.48147085  0.29523396 -0.31488273  0.41821533 -0.17027712 -0.06507566
 -0.11359812  0.19223483  0.30036962 -0.13804328 -0.02271618 -0.2302358
  0.01951384  0.13594475  0.06813338 -0.06064837  0.25556964 -0.1814498
 -0.06164788  0.03995756 -0.03482255 -0.04587122  0.34913087  0.22010551
 -0.10517478 -0.32130215 -0.2911753   0.03575745 -0.19369611  0.05907183
 -0.05758537  0.00457294 -0.10321655 -0.20885132  0.01259316  0.09591104
  0.32871926  0.00164815  0.00251098 -0.07106707 -0.21552634  0.07670613
 -0.43851802 -0.1667756  -0.18743226 -0.04858625  0.21942182 -0.18064412
 -0.04563801 -0.34319508  0.05781743  0.19173649 -0.12154721  0.2165065
  0.27166414 -0.01139814  0.23229004 -0.17131269  0.3347425   0.1884225
 -0.01148988 -0.13499743  0.20867258 -0.06703645 -0.1467614   0.19505514
  0.2814682   0.00172062  0.10853446 -0.00567093  0.14532685 -0.18756908
  0.20992784  0.1123438  -0.09707194  0.17488469 -0.00587308  0.02048516
  0.02819946 -0.17858092 -0.17841312 -0.06979927 -0.0758616   0.13497166
 -0.00681856 -0.3158729   0.02051053  0.02191074  0.06367205  0.02181376
  0.1551304  -0.1370265  -0.10654993  0.00280857]"
28927412_62468074,28927412_62471481,"[-0.70882213  0.06935788 -0.30078158 -0.07637982  0.08912207  0.05638852
 -0.06334623  0.1152646  -0.2812619  -0.5614891   0.34368062 -0.30922306
 -0.00764053 -0.26374912  0.37789395 -0.38347852 -0.08496326  0.06264056
  0.05391109  0.40033877 -0.1438851   0.0488244   0.11608034 -0.40676007
 -0.23343274 -0.06353048 -0.17880209 -0.1614548  -0.21715105  0.40119532
  0.25401405 -0.23516417 -0.18347701  0.05144807 -0.01068644 -0.20345135
 -0.22407481 -0.16362251  0.06263356 -0.24227545 -0.09513622 -0.2774801
  0.21972997  0.2071264  -0.41043934  0.10110934  0.14949907  0.4845527
 -0.41046715 -0.19367471 -0.11683958 -0.07205991  0.12734549 -0.13380034
 -0.16136621  0.10250523 -0.05655781  0.39821517 -0.0506661   0.29015332
  0.36985478  0.09758104  0.23384103  0.17241085  0.562599   -0.11681057
 -0.1467207  -0.05249397 -0.21568975 -0.13471735 -0.26825783  0.12074042
  0.25277272  0.35984823  0.45434126  0.28327763  0.0965019   0.01360661
  0.07315121  0.02992517  0.04770061  0.05727302 -0.2704373   0.0640468
  0.04355322 -0.11024451  0.20617445 -0.03361701 -0.15376757  0.41515422
 -0.02698205 -0.19719476 -0.11672724 -0.14611182 -0.10028259  0.1032925
  0.36901373  0.13535649 -0.34649092 -0.00463141]","[-5.5342561e-01 -1.4897664e-01 -2.7540529e-01 -1.7188645e-04
  6.3918732e-02  2.7550802e-01  3.2265612e-01  1.2505610e-01
 -3.0702150e-01 -3.2308871e-01  2.5340170e-01 -1.9715951e-01
 -1.6317029e-01 -5.6248933e-02  2.3444007e-01 -1.8458939e-01
  1.4118062e-01  9.4221011e-02  1.0750786e-01  4.7801942e-01
  7.2124399e-02  1.4634101e-01 -5.7348993e-04 -4.8123154e-01
 -3.1931391e-01 -4.9864616e-02 -3.1483993e-01 -6.6746593e-02
  7.4320719e-02  4.5944640e-01  2.0576082e-01 -2.2609898e-01
 -4.7504842e-02 -1.2387422e-01 -1.5537347e-02 -1.8852247e-01
 -1.0095185e-01  3.0285276e-02  1.1765075e-01 -3.8566780e-01
 -4.3792382e-02 -2.3020607e-01  1.9502473e-01  2.1002543e-01
 -1.9998573e-01  1.0700235e-02  1.4722222e-01  3.3089617e-01
 -2.9046068e-01 -1.9575743e-01 -1.6146176e-01 -1.2917081e-01
  3.3026254e-01 -1.7125575e-01 -2.6343079e-02  1.2510049e-01
 -2.0408991e-01  4.0220842e-01 -3.1300411e-01 -7.2797291e-02
  2.1102378e-01  2.3117444e-02  2.0568900e-01  2.4244906e-01
  5.6876761e-01 -1.8820418e-01  9.4567575e-02 -2.5370711e-01
 -1.9445007e-01 -1.6737475e-01 -1.2560679e-01  1.7735282e-01
  3.5675469e-01  8.2335696e-02  2.9019147e-01 -9.1459773e-02
  2.1953575e-01  5.7215277e-02  2.4626115e-02  2.4219108e-01
  2.4347052e-01 -5.0718229e-02  1.1069814e-01 -4.8506949e-02
  2.7705729e-02 -1.2940054e-03  1.0516415e-02  1.3676344e-01
 -1.4929974e-01  2.3745266e-01  2.5890028e-01 -2.4998893e-01
  3.9620870e-01  2.2583925e-03 -2.5221997e-01  1.7626879e-01
  3.8847610e-01 -5.3499874e-02 -3.1655174e-01 -1.8258263e-01]"
28896263_62468691,28896263_62466856,"[-0.47707137  0.22185741 -0.2831688   0.22751547  0.55834657 -0.06121782
  0.32779166 -0.039172   -0.21844922 -0.06121766  0.10212892 -0.30374283
  0.13582203 -0.4011555   0.12848638 -0.22812894 -0.32589158  0.05214571
  0.04638318  0.22428003 -0.03045263  0.18517245  0.4625805  -0.1062526
  0.0797116  -0.03261679  0.22839051 -0.02671716 -0.04009974  0.2653634
  0.29774442 -0.26710418  0.04139217 -0.04246622 -0.04101485 -0.18195188
 -0.18323225 -0.20362778 -0.18846132 -0.06718758 -0.03489666 -0.05000418
  0.250587    0.08897505 -0.32085183  0.01393301  0.19930801  0.32904068
 -0.20584643 -0.19376856  0.09754953 -0.03119098  0.12276944  0.06840841
 -0.2056527   0.04185683  0.11336585  0.3078463  -0.14428629  0.40011805
  0.23978421  0.0793202   0.28734     0.10105982  0.34733626 -0.06869814
 -0.05670525 -0.29599237 -0.15753049 -0.16192539 -0.01328963  0.2296545
  0.07429323  0.13021746  0.50882214  0.33725768  0.15736462 -0.3241249
  0.2975438   0.05898111 -0.22418693  0.04016606 -0.34234726  0.04833469
  0.05754222  0.05865533 -0.0857983  -0.13355777  0.04874418  0.2689295
 -0.19690232 -0.22170973 -0.00223747  0.00749033 -0.20344663  0.2846969
  0.17011908  0.28411505 -0.5262541   0.20413376]","[-0.30332536 -0.04225561 -0.39718795  0.01559451  0.03384219  0.03642163
  0.3453057   0.47039747 -0.18867657  0.10098734  0.05994061  0.02875115
 -0.08558191  0.15304822  0.2837548  -0.29517955 -0.03079128 -0.11810812
  0.07471046  0.29567608  0.18868162  0.17593873  0.08696786 -0.4100537
  0.05860483  0.20315818 -0.2559484  -0.21822357  0.18400298  0.09347545
  0.05902917 -0.20167387 -0.21789281  0.09839576 -0.15228309 -0.10423827
 -0.22508532 -0.07209444 -0.08690521 -0.05698301 -0.11585835  0.09978276
  0.31437263  0.07316212 -0.24144068  0.1427216   0.02553179  0.33567473
 -0.23044886 -0.06311871 -0.21073993 -0.12439658  0.23299237 -0.28853735
 -0.09613315 -0.03321153  0.12272974  0.27325362 -0.18254098  0.02402594
  0.1813225   0.06679876  0.13731381  0.00592245  0.24824838  0.17881288
 -0.02736789 -0.23322883  0.02311177 -0.2623559  -0.11207284  0.08760259
  0.37040022  0.28870043  0.25565657 -0.00164906  0.30486643 -0.05477487
 -0.03798898  0.14378606  0.19411562 -0.13090421  0.01577226 -0.17884557
  0.06225159 -0.21973366  0.05928683 -0.06550214 -0.02673355  0.14817643
 -0.0585079  -0.34284502 -0.20347789  0.02362002 -0.04639227  0.1473848
  0.17166868  0.0440779  -0.31115755 -0.09531788]"
28902698_62464471,28902698_62468979,"[-0.34533027  0.28347108 -0.28547752  0.3454976   0.27729133  0.3002128
  0.64633507 -0.25435558 -0.10940947 -0.1644993  -0.14226294 -0.33792704
 -0.05381756  0.13633412  0.20253336 -0.34250155 -0.22757466 -0.12825246
  0.17627843  0.31106907  0.02888342  0.11099523  0.47946188 -0.01004164
  0.13122918 -0.21749203  0.18624678 -0.05006801  0.4235746   0.2588953
  0.14852963 -0.02982322  0.05944224 -0.2640956  -0.09363659 -0.20327276
 -0.12190784 -0.31660628 -0.14837761 -0.11991405  0.01515214 -0.12979974
  0.10462274  0.13831149 -0.12915914 -0.07454422  0.05806318  0.08448739
 -0.13593586 -0.45335844 -0.22304693 -0.07509788  0.05029892  0.0216396
 -0.1076423  -0.08431173  0.03708703  0.5390739   0.121736    0.10761695
  0.40974098 -0.18704154  0.26334155  0.12141061  0.38528016 -0.27393532
 -0.01279399 -0.31068897 -0.32918915 -0.10040714 -0.11147582  0.32135642
  0.41480172 -0.04647272  0.39121205  0.2074877   0.2654723  -0.26414073
  0.21995556 -0.01631478 -0.0945096  -0.0677939  -0.23992229  0.00761376
 -0.01805212 -0.14137828  0.00936942 -0.07112011 -0.03041667  0.23098041
  0.17745022 -0.36000606  0.17215586 -0.05576449  0.00406096  0.0334964
 -0.01433241  0.21110345 -0.36226472  0.23415376]","[-0.06863912  0.17407645 -0.18296444  0.11187316 -0.13987821  0.2703284
  0.69492906  0.07275518 -0.35088643  0.04389451  0.11346165  0.13429704
 -0.25465694  0.3195069   0.26856768 -0.42247993 -0.10519056 -0.3161374
  0.04486668  0.31104562  0.07866593  0.07082692  0.2684103  -0.05019885
 -0.09587625 -0.10641839 -0.15595019  0.04571449  0.5682152   0.14041558
 -0.14502236 -0.03797769 -0.02028064 -0.19687043 -0.34045294 -0.00649957
 -0.0253354  -0.32076564 -0.07079123 -0.06199327 -0.21356753 -0.04100933
  0.11644126  0.09839378  0.0450791  -0.09910082  0.22883524 -0.05513562
 -0.3050542  -0.46247873 -0.48416543 -0.21709469  0.168309   -0.02987566
  0.1812869  -0.33228216 -0.08593063  0.3189344   0.2267611   0.10547614
  0.5860175  -0.22026502  0.3013713   0.10882506  0.24512486 -0.18957214
  0.10343998 -0.21418853  0.17962223 -0.10675282 -0.2740941   0.14715527
  0.36079103 -0.00985785  0.14336005  0.14336638  0.13744031 -0.27090916
  0.10639327 -0.07853138  0.26633242  0.16242978 -0.27352217 -0.11268354
 -0.1531624  -0.33423468  0.00921159 -0.05514634  0.14964882  0.1262418
  0.57155204 -0.3766948   0.22060043  0.01953496  0.16646895 -0.20928672
  0.14007802 -0.05276608 -0.15067922  0.00596385]"
28931139_62464307,28931139_62471496,,
28895783_62468529,28895783_62472855,,
28903709_62465470,28903709_62473617,,
28928781_62465328,28928781_62475025,"[-0.236194    0.05752549 -0.38239288 -0.2029654   0.04654829  0.44823557
  0.52309567  0.0401227   0.41583812  0.2883088  -0.13159183 -0.01642914
 -0.20457505  0.06254446 -0.41237575 -0.43128794  0.38171464 -0.39252776
  0.4585291  -0.06066056 -0.14925762 -0.6060801   0.7149482  -0.9116667
  0.13854295 -0.37617856  0.6045214   0.442474    0.06254692 -0.29965138
  1.0721775   0.48174036  0.42140716 -0.62676513 -0.35744712  0.0706911
  0.13043983 -0.10364187 -0.6018846  -0.37509882 -0.4481751   0.4347214
 -0.31723312  0.1444696  -0.46833986 -0.49030012  0.05516003 -0.02895754
 -0.05533314 -0.66372234  0.99567926  0.06184614 -0.2660524   0.26656953
  0.1348835   0.01430701 -0.12959333  0.17834206  0.0235237  -0.35215756
 -0.537419    0.06658047  0.13450883  0.05220503  0.28973252 -0.3403735
 -0.57989365 -0.71539855 -0.13601314 -0.3461423   0.57417226  0.74966264
  0.748591   -0.5389058  -0.02196731 -0.01768073  0.08835632 -1.0921824
 -0.09656259 -0.14219901  0.5399316   0.18772173  0.6819964   0.56448585
 -0.77478355  0.36200738 -0.33114195  0.05936136  0.53200203 -0.49186438
  0.11338854  0.36845106  0.21408497  0.3186146  -0.1215792   0.19891846
 -0.25608274  0.18893877 -0.29472858  0.46154377]","[-0.2307499   0.01065178 -0.48872104 -0.1610111  -0.01171148  0.4043054
  0.5582721   0.07627282  0.4488117   0.3990184  -0.05422844 -0.01788009
 -0.21165088  0.07487276 -0.4702861  -0.45436925  0.38430247 -0.45298058
  0.48219278 -0.16027606 -0.1259484  -0.5594763   0.6577128  -0.8760861
  0.15323882 -0.32221583  0.68792963  0.49350712  0.02770742 -0.31309137
  1.0251583   0.5622732   0.3542799  -0.6800013  -0.30579597  0.1087286
  0.07587574 -0.0824879  -0.54178524 -0.34880736 -0.41333872  0.46923622
 -0.26051575  0.24868312 -0.5061585  -0.47258767  0.12229382 -0.04299487
 -0.09524511 -0.6355028   0.97554415  0.04655432 -0.26815933  0.35176632
  0.17395808 -0.03307709 -0.06043122  0.17842323  0.02372657 -0.3940869
 -0.47498167  0.05149755  0.04245605  0.0114664   0.3859649  -0.40180078
 -0.5107679  -0.66519934 -0.11689211 -0.4118469   0.5300973   0.7662986
  0.7393044  -0.50589025 -0.02288146 -0.06649151  0.11121129 -0.9701574
 -0.1194425  -0.15658203  0.6007913   0.1726028   0.7317267   0.5509281
 -0.7229434   0.41672575 -0.30133325  0.08219612  0.58543515 -0.48691943
  0.13188316  0.31651863  0.19251314  0.34425604 -0.18438028  0.20636271
 -0.26682618  0.15724261 -0.32670802  0.53834355]"
28927298_62464354,28927298_62470996,"[-0.28567755  0.15013725 -0.22277175  0.4281982   0.43703905 -0.10698995
  0.51571137 -0.30762056 -0.31910533 -0.14967519 -0.07323939 -0.17893852
  0.07024225  0.12852788  0.04683072 -0.08345747 -0.175727   -0.3040802
  0.03587458  0.4062864  -0.09196836  0.03659166  0.1739818  -0.04026051
 -0.13669442 -0.12029186  0.281835    0.04723154  0.29959154  0.51594454
  0.46914652 -0.05332629  0.1708492  -0.06935914 -0.3309017   0.21342988
 -0.00146265 -0.02426952 -0.1433179  -0.3692261  -0.20223886 -0.13616061
  0.10413264  0.13742432 -0.09156391  0.17161374  0.0511783  -0.05338899
 -0.04931459 -0.11720884 -0.05517205 -0.03157339  0.11388679 -0.01807009
 -0.2223907  -0.02229493  0.20614052  0.29615092 -0.08503447  0.25552586
  0.33910012  0.07031894  0.33543992  0.06235068  0.32360226 -0.06596279
 -0.25094357 -0.463347   -0.08391979 -0.13459834  0.06405592  0.23411222
  0.16667137 -0.3156224   0.36977077  0.02781878  0.28978014 -0.23827003
  0.03629532  0.02893393 -0.28156745  0.10409888 -0.01378547  0.17340347
  0.02755697  0.42089334 -0.2762467   0.04211039 -0.0430475   0.46211952
 -0.07877295 -0.13870837  0.35581693  0.16586837 -0.2470456  -0.07810888
  0.0432588   0.06459869 -0.17945817  0.16398665]","[-0.25761455  0.02060343 -0.38357735  0.1453349  -0.11050129  0.23197079
  0.36633506  0.18201752 -0.3267905   0.07619283  0.00508485 -0.0724096
 -0.04971291  0.37952998  0.2977827  -0.11842898 -0.00836746 -0.2644305
 -0.02255905  0.414563    0.25763848  0.18524715  0.14189716 -0.3897204
  0.02307468  0.14369787 -0.09032616 -0.03296008  0.46327424  0.374191
  0.08169554  0.07001883 -0.04471093 -0.05715446 -0.358756    0.07545442
  0.03352587  0.04936521 -0.03052714 -0.16251366 -0.16165473 -0.04692643
  0.10212088  0.05633584 -0.05775505  0.19704519 -0.29753023  0.0252685
 -0.2600624  -0.14572288 -0.29670066 -0.02621884  0.07549669  0.03589979
 -0.16075134 -0.1519016  -0.00898577  0.27081338 -0.12298562  0.10265633
  0.2708469   0.02085587  0.17399436 -0.10091058  0.17458694 -0.0286879
 -0.01949867 -0.37506005 -0.03056602 -0.10780188 -0.1956884   0.2756085
  0.32777658 -0.1042385   0.35287386 -0.16716348  0.36824456 -0.18712254
 -0.08337422 -0.0644638  -0.05811115 -0.10067239  0.0751986  -0.18371955
 -0.00864974 -0.06765898  0.11466557  0.02391835 -0.01498764  0.3903959
  0.05368361 -0.16916773  0.0718258   0.07322196 -0.03849246 -0.10296836
  0.12202314  0.05336022 -0.05940926  0.03528826]"
28897643_62463644,28897643_62467658,"[-0.40065014  0.10887698  0.23654146  0.29001683 -0.10978708  0.24648763
  0.31469676 -0.1500028  -0.02152423 -0.4226045  -0.02313892  0.08741913
  0.20677337 -0.07757679 -0.07333585  0.2232165   0.24821526 -0.15409307
  0.10258362  0.15237215 -0.31527027 -0.10490046  0.32924333  0.35152948
  0.3607905  -0.12136708  0.20138639  0.20151347  0.20143943  0.4157056
  0.2588027   0.53756845 -0.20823576 -0.09511501 -0.2492669   0.28957373
  0.19139907 -0.3109635  -0.12770928  0.04819323 -0.3611792  -0.1892142
 -0.03784426  0.3244436  -0.36701438  0.03040715 -0.09915997 -0.39955172
 -0.3272489  -0.51581407  0.02589359  0.40640637 -0.0279163   0.0978808
 -0.29844517  0.12364958  0.22951975  0.0614542   0.0584276  -0.04457318
  0.3955607  -0.07348934  0.23189594  0.09517433  0.12869546 -0.09448411
 -0.52775925 -0.24364224 -0.07731229  0.10879286 -0.08096393  0.41685
  0.2125937   0.2560279   0.0801369   0.35853183  0.11590681 -0.2347505
 -0.4076814   0.10055263 -0.28956926 -0.23444383 -0.10794017  0.44014907
 -0.35559553 -0.02942566  0.13484581  0.00590207  0.12158402  0.5957944
 -0.33778155  0.25592458  0.05008706 -0.0478568  -0.2708767   0.03025399
 -0.26297364 -0.00258227 -0.41555268  0.45325938]","[-0.08303374  0.01983065  0.01163166  0.37458175 -0.13750859  0.28874207
  0.6274414  -0.19113834  0.00415854 -0.00229264 -0.08003919  0.38185665
  0.24018066  0.27069762 -0.17387785  0.25787765  0.25177577 -0.16232146
  0.24118443 -0.01899293  0.33122435  0.04445122  0.1798262   0.3620406
  0.4848434   0.08656657  0.28900343  0.09221101  0.5709984  -0.05020052
  0.13989313  0.47376737 -0.22371101  0.03047458 -0.34276623  0.13658275
  0.3149149  -0.3629746  -0.36873248  0.03107777 -0.12853494  0.02973422
  0.04426704  0.2357358  -0.3859267  -0.0100767  -0.1070508  -0.6389559
 -0.18690762 -0.5788801  -0.07194176  0.34466207  0.04835556  0.13787644
 -0.10369098 -0.11100046  0.1478251   0.02360244 -0.06804614  0.0707225
  0.28963977 -0.2358774   0.02197276  0.03774473  0.01401598  0.05314071
 -0.1438087  -0.13865675 -0.1276678  -0.20944768  0.05284682  0.05521906
  0.38125673  0.17722642 -0.10553337  0.2968557   0.31463292 -0.05046078
 -0.39606637  0.10657711 -0.11279589 -0.23227072  0.1389901   0.25367117
 -0.1537869  -0.14395912 -0.00204813 -0.01950254  0.10148436  0.4047976
 -0.2178725   0.01855891 -0.04349497  0.1274306  -0.22891963  0.05049527
 -0.40277815 -0.15796353 -0.34566158  0.29314917]"
28893360_-,28893360_62501261,,
28932487_62465013,28932487_62470756,,
28931484_62471499,28931484_62473125,,
28893996_62464122,28893996_62469650,"[-2.63593554e-01  4.00704414e-01  1.14395760e-01  5.18902481e-01
  6.19296134e-02  2.94274658e-01  5.16148992e-02 -1.17210574e-01
 -2.13658720e-01  5.82145810e-01 -4.09468383e-01  7.17542470e-02
 -4.03057821e-02 -2.46046707e-01 -3.46614212e-01  1.08822986e-01
  4.91778195e-01 -3.31909209e-01 -1.94065377e-01  3.95441115e-01
 -3.46882284e-01  1.59691304e-01 -2.89619684e-01 -2.13504344e-01
 -1.56607673e-01  4.22115391e-03 -1.06824990e-02  4.65969183e-02
 -1.27853692e-01  2.81723253e-02  3.21843535e-01  3.01532507e-01
  3.30489874e-02  5.25329895e-02 -1.45427406e-01 -1.07909612e-01
  3.07932019e-01  7.27332160e-02 -8.01098347e-01  4.11870241e-01
 -5.65691233e-01  1.65801704e-01 -2.68908143e-01 -3.97075117e-01
 -4.99818623e-01  5.04608691e-01  2.36836344e-01 -7.96489537e-01
 -5.89585483e-01 -3.18399906e-01 -7.25473091e-02 -2.07238957e-01
 -2.50808775e-01  6.18552685e-01  4.17909116e-01  2.24464297e-01
  2.63741881e-01  1.59336671e-01 -2.72392601e-01  1.16510086e-01
 -2.99272537e-01 -5.20022251e-02  6.87419116e-01  5.60628593e-01
 -9.11350828e-03  2.51915921e-02 -1.09474748e-01 -7.92384207e-01
  3.13557208e-01 -1.75843850e-01  2.23694608e-01  6.58112764e-02
  4.52846080e-01  3.87575813e-02  2.82793432e-01  1.51444495e-01
  4.77509350e-01  7.12290108e-02 -1.36071309e-01 -2.71577835e-01
  2.67800093e-01  7.31856446e-04 -4.43546146e-01 -5.39360456e-02
 -4.14082289e-01 -3.30919921e-01 -2.24946276e-03 -4.53709096e-01
  4.02437508e-01  6.37828827e-01 -9.24808443e-01 -1.73220485e-02
 -5.47294974e-01  4.50396568e-01  5.91434121e-01  2.23992288e-01
 -1.13799963e-02  4.55463082e-01 -4.18062419e-01  2.64691651e-01]","[-0.23264827  0.39395377  0.11328448  0.53044677  0.05185632  0.28246704
  0.14767164 -0.06756999 -0.25011292  0.5856321  -0.404457    0.19330406
 -0.00335307 -0.19531202 -0.40083033  0.08625642  0.48256227 -0.35331237
 -0.18153937  0.35262698 -0.2574464   0.13938004 -0.30627114 -0.19088833
 -0.17341873  0.11106429 -0.09401298  0.06472751 -0.096696   -0.11457871
  0.3234021   0.34376985 -0.05746004  0.16313815 -0.14600883 -0.11471523
  0.33491862  0.0670682  -0.77216214  0.3851164  -0.5133348   0.21039905
 -0.2641971  -0.34588522 -0.44067413  0.44528282  0.19420554 -0.78110015
 -0.5676594  -0.302228   -0.1350366  -0.21713437 -0.22421919  0.5662064
  0.44884095  0.1956177   0.28353155  0.21064526 -0.25079307  0.16628017
 -0.39626712 -0.17687573  0.5747613   0.48268592  0.00738546  0.10992457
  0.01893853 -0.7003591   0.32290727 -0.22894378  0.26912317 -0.06269537
  0.43801728  0.04776419  0.16284627  0.22806993  0.5697647   0.04644288
 -0.1777564  -0.24556504  0.27317983 -0.04959955 -0.41888022 -0.09366432
 -0.35120618 -0.34107393  0.01760112 -0.3797738   0.42115727  0.5884627
 -0.8690426  -0.07676242 -0.58474505  0.36881524  0.5673783   0.19080916
 -0.08249296  0.3514031  -0.39631414  0.26959524]"
28907892_62464209,28907892_62470725,,
