A_name,B_name,A_vec,B_vec
28936134_62464649,28936134_62469304,"[-0.4930672   0.18163384 -0.38688734  0.31729445  0.4314674  -0.01033178
  0.5186729  -0.32080936 -0.08950621 -0.09046166 -0.10533332 -0.42184955
 -0.18356581 -0.06355415  0.10376467 -0.2765376  -0.22321431  0.02870095
  0.2978739   0.32400247 -0.12137678  0.00353516  0.31568065 -0.19002183
 -0.3596514  -0.09661728  0.153498   -0.04902276  0.09386224  0.09142863
  0.2804513  -0.27846658 -0.09044254 -0.26912978  0.13101475 -0.27532056
 -0.34984234 -0.2523044  -0.22531067 -0.28589407  0.20761666 -0.17643806
  0.1542029   0.09852915 -0.28738448 -0.00969846  0.07134768  0.2529623
 -0.31857648 -0.46760014  0.0755277   0.02647096  0.07962386 -0.09651125
 -0.01046297  0.09991429  0.10553739  0.48347962  0.05012477  0.3672533
  0.15274191 -0.16134389  0.26484758  0.1569721   0.45298785 -0.10564477
 -0.02319698 -0.1830581  -0.27001235 -0.28487936  0.11611573  0.17378204
  0.21402666 -0.01688351  0.38093388  0.24397056  0.13154238 -0.002644
  0.06751791  0.04249782  0.12611571 -0.08557997 -0.01189854  0.11269967
  0.03862154  0.01164945 -0.15927942  0.05174376 -0.21140131  0.09640555
  0.10463674 -0.4046267   0.0335858  -0.01491249  0.07143272  0.11711808
  0.19071963 -0.00712971 -0.4166187   0.0517715 ]","[-0.453766   -0.02838631 -0.3739625   0.05539361 -0.17927434 -0.1045188
  0.34264392  0.26486185 -0.252787    0.33737847 -0.08729587 -0.1225995
 -0.21695629  0.46533862  0.2751604  -0.15489008  0.08337682 -0.16724642
  0.19909136  0.25236776  0.14388677 -0.05220324 -0.02974069 -0.35423824
 -0.19394054  0.14358704 -0.2426842  -0.12772048  0.19144969  0.0101232
  0.06746547 -0.22452803 -0.22329299  0.0112305  -0.24047607  0.02135649
 -0.22803904 -0.18460722 -0.02816459 -0.36057508  0.08833811  0.06011773
  0.29110995  0.2552737  -0.20784982  0.19354635  0.07618985  0.13901828
 -0.34166902 -0.23710223 -0.18253802 -0.23826534  0.22745347 -0.20586409
  0.03339438 -0.1195372   0.13790356  0.38732934 -0.20317106  0.09069941
  0.12203142 -0.06567821  0.09124424  0.04570555  0.42938697  0.10675147
  0.0084347  -0.21475421  0.188735   -0.06932439  0.04088898  0.18460782
  0.34813076 -0.12617865  0.0133566   0.05738511  0.39852637  0.30588594
  0.03511067  0.06656741  0.1663544  -0.03040472  0.2989028   0.00213585
  0.19707987 -0.14723149 -0.06727616 -0.00526804 -0.01268388  0.08124506
  0.16708146 -0.24093655 -0.09012362  0.1022058   0.02102969  0.03341665
  0.09860844 -0.10038867 -0.13999666  0.00882992]"
28925559_62464583,28925559_62471849,"[-0.32584983  0.2044594  -0.2831658   0.24924888  0.32701725 -0.11358128
  0.337983   -0.18669525 -0.31534088  0.14604339 -0.21394747 -0.31710953
  0.00807784 -0.04220903  0.32761055  0.08971485 -0.13944237 -0.07299214
 -0.12850115  0.2635555  -0.13073173  0.02983297  0.34629205 -0.04434382
 -0.17611258 -0.15329626  0.2598488  -0.0718403   0.37093574  0.44855955
  0.16606797 -0.07431277  0.1755701  -0.10058676 -0.20299388  0.07336004
 -0.08296877 -0.01005861 -0.06967994 -0.44281     0.06450333 -0.20703295
  0.41705555  0.09964767 -0.19134858  0.10382346 -0.10941009  0.10364473
 -0.23061757 -0.04916133 -0.04030427 -0.09729382 -0.04818531 -0.09536185
 -0.03440516 -0.10820175  0.13477898  0.2753622  -0.00589412  0.12177847
  0.12333407  0.2054138   0.43193224  0.16884695  0.4247615  -0.1762399
 -0.18846181 -0.42556274  0.14207774  0.06994819  0.02951697  0.13686928
  0.07251973 -0.41982386  0.11952801  0.1050723   0.11580826 -0.48596808
  0.35414273  0.12793149 -0.25532028  0.33528182 -0.05403674  0.23020713
 -0.00378101  0.16751453 -0.355625   -0.1487681  -0.07921427  0.45157766
 -0.02747888 -0.13702686  0.15661794  0.09239594 -0.08745528 -0.02153524
  0.3364414   0.27316755 -0.20995648  0.17848308]","[-0.26534387 -0.03610193 -0.41399482  0.10544973  0.13058588 -0.02740621
  0.26989907  0.00142408 -0.3488684   0.1233471  -0.21144125 -0.25935438
 -0.13552673  0.12510225  0.18708763  0.13050316 -0.21818703 -0.12866303
 -0.14277925  0.26322672 -0.21254839 -0.13763803  0.03768592 -0.14927079
 -0.187678   -0.01147532  0.12675394 -0.0130012   0.22133462  0.46438378
 -0.11545029 -0.2568798  -0.09353719 -0.07971574 -0.08610022  0.11947077
 -0.10595883  0.25335932 -0.06385487 -0.4476835  -0.14692126 -0.06008363
  0.16947289 -0.19144692  0.06515291  0.08070938 -0.267332    0.05584581
 -0.26130846 -0.09487621 -0.09806441 -0.02614796 -0.17085254 -0.04606788
  0.08416203 -0.17413871  0.0254475   0.27777433 -0.07221314  0.04098348
  0.1083793   0.01292863  0.15471518 -0.09299797  0.3885014  -0.12503229
  0.0082043  -0.43501055  0.16065641  0.0405717   0.0752959   0.14467221
  0.2665888  -0.17732657  0.02549748 -0.00995874  0.13070606 -0.30937466
  0.26705578  0.15370463 -0.11928556  0.2689036   0.08932806  0.24837658
 -0.07961364 -0.02338035 -0.25362813 -0.07699842 -0.05565486  0.35081604
 -0.0479703  -0.4598174   0.12185636  0.11661395  0.18855022 -0.19015588
  0.39959183 -0.02251652  0.1146417  -0.16175784]"
28903088_62466432,28903088_62474802,"[-0.38160977  0.27410653 -0.19751132  0.4021245   0.36552027 -0.18408075
  0.5985796  -0.16090134 -0.29525515  0.11734076 -0.12509143 -0.1533262
  0.03190904  0.15105045  0.15731001 -0.00761876 -0.22897153 -0.15145673
  0.11125454  0.26572254 -0.09372403  0.08646359  0.37498987 -0.01183564
 -0.10527135 -0.1490017   0.33621684  0.0113006   0.33944926  0.3086805
  0.29485005 -0.04845721  0.12958208 -0.21281938 -0.28309518  0.11367387
 -0.11443661 -0.14441252 -0.13249317 -0.4244107  -0.00679563 -0.08930089
  0.27786666  0.1760568  -0.15307397  0.08913966  0.14981009  0.07225569
 -0.14204666 -0.02580677  0.01339206 -0.0362396   0.04459191 -0.06679545
 -0.20097855 -0.09189718  0.2295459   0.35831425 -0.0887213   0.15354745
  0.21971509  0.0391374   0.3508114   0.07195043  0.38016456 -0.16693355
 -0.1261893  -0.45393994  0.022437   -0.00555996  0.11591373  0.32432953
  0.13076489 -0.3971519   0.2446965   0.14785123  0.22369394 -0.3333824
  0.30158252  0.08589897 -0.24905239  0.2059382  -0.04469965  0.1731969
  0.08758665  0.29034102 -0.28951955 -0.10217018  0.05383351  0.31154898
  0.01711996 -0.22739126  0.2927768  -0.00297695 -0.19593915  0.04112158
  0.06239124  0.17606895 -0.27842993  0.27875206]","[-0.1401049   0.03576216 -0.37224442  0.17161658 -0.03710257 -0.03294329
  0.6382841   0.3137006  -0.29069915  0.39473403 -0.1586039   0.14858948
 -0.16453964  0.48372185  0.24444695 -0.08350315  0.06131805 -0.24160115
  0.07677012  0.20017925  0.08525079  0.00364826  0.15366791 -0.17998242
 -0.09264684  0.01777123 -0.04802192 -0.06157338  0.60024214  0.07382634
 -0.09662715 -0.1471731  -0.26239064 -0.01047039 -0.35118386  0.00450553
 -0.0416432  -0.02648275 -0.07715464 -0.38963497 -0.002275    0.15198608
  0.29998472  0.01515849  0.05182595  0.1991853  -0.10526634 -0.04994605
 -0.3361165  -0.15436617 -0.20723027 -0.00907853  0.15415104 -0.32086465
 -0.12175972 -0.3442604   0.19152194  0.40500587 -0.09282044  0.10144255
  0.19592836 -0.06301124  0.13073765 -0.10081272  0.26107857  0.17369506
  0.06723467 -0.28072846  0.17121333 -0.03419841  0.00581675  0.14748222
  0.42011118 -0.11103102  0.00364796  0.08796553  0.38490444 -0.1325308
  0.16028588  0.04906259  0.00371083  0.0961488   0.14207612 -0.0929046
  0.02781143 -0.08581529 -0.20959234 -0.09572076 -0.13238466  0.1800073
  0.09002637 -0.33858442 -0.0412808   0.08153351  0.09611573 -0.11891052
  0.02256503 -0.06056502  0.01504937  0.0181013 ]"
28910315_62466827,28910315_62466951,"[-0.5150968   0.22563432  0.04450181 -0.26757276 -0.25609392 -0.07407074
 -0.29384202  0.16512868  0.00429411 -0.28733772  0.15845321 -0.27801135
  0.05272155 -0.16885585  0.2432091   0.01073675  0.0757334   0.11249842
 -0.15013024  0.252136   -0.14137721  0.09714009  0.35591677 -0.13407926
 -0.18220174 -0.24877138  0.13343026 -0.02426512 -0.05027174  0.7774941
 -0.22648321  0.00786861  0.21805994  0.29525098 -0.06256842  0.17475562
 -0.07496709 -0.25739047  0.17628948 -0.2069294  -0.26157948 -0.33673346
  0.39479926  0.22379686 -0.03365378 -0.27253166  0.13502233  0.24521326
 -0.2573087   0.15023403 -0.1961379  -0.14823727  0.03031217 -0.32072443
  0.10492608  0.05666294  0.20389518  0.040653    0.29558757 -0.0843838
  0.2730784   0.28360674  0.23223466  0.01113318  0.2123358  -0.13032424
 -0.21857068 -0.39640874  0.03020577  0.10647546 -0.35501117  0.25696355
  0.15772778 -0.1638892  -0.01574557 -0.07185014 -0.11584121 -0.30403224
  0.10697134 -0.05946467 -0.05656636  0.40090457 -0.4400658   0.35603443
 -0.00972855 -0.00407285  0.01485767 -0.16932862 -0.04293755  0.46327472
 -0.07098989 -0.06998446 -0.01879675 -0.09998365  0.05855549  0.0994961
  0.1875561   0.11390422 -0.31707713  0.07265668]","[ 0.1900638  -0.02323292 -0.02432518 -0.04569125  0.00485123  0.36133412
  0.25724116 -0.22043934 -0.16591793 -0.23481983  0.308668    0.13480015
 -0.11269178  0.26856935 -0.45096374 -0.25636375  0.5931976  -0.10114623
  0.30842224  0.13989317  0.3303079  -0.14549413  0.27439258  0.12798508
  0.44590908  0.22672836  0.34799603 -0.15186758  0.24755761 -0.10557239
  0.1803232   0.2996432  -0.0231465   0.7727074  -0.25095895  0.32350382
  0.3046879  -0.15118769 -0.4471591   0.20534913 -0.45179558 -0.09079023
 -0.21035403 -0.3250336  -0.26869348  0.05842087  0.15333553 -0.3480897
  0.28944543 -0.03900153 -0.2861468   0.26641908 -0.04613404  0.0730876
  0.16627078 -0.17994182  0.14501368 -0.1425634  -0.01190672 -0.5368899
  0.44624808  0.15412538  0.26375005  0.35364908  0.06830782 -0.20758699
 -0.18776806 -0.3703077  -0.07363717 -0.42225924 -0.2684294  -0.17270435
  0.61370265  0.07016964  0.07366642  0.16084088 -0.10253375 -0.14400007
  0.0042911  -0.08242209  0.15130483 -0.2541473   0.15989287  0.4189602
 -0.16849864 -0.18557563  0.07143559  0.03031557  0.19507328  0.5211298
 -0.37864706  0.18891214 -0.03582092  0.05221839  0.01222343 -0.11300755
 -0.07616527  0.2031365  -0.26954034 -0.1289066 ]"
28900515_62468715,28900515_62473550,"[-0.43098855  0.31634757  0.14555712  0.3161085   0.3693233   0.08149137
  0.46278647 -0.05744655  0.34485027 -0.1699265  -0.17936149 -0.26877668
  0.05295621 -0.52477115 -0.01024234 -0.10779755 -0.09107108  0.17720832
  0.30596152  0.29701194 -0.30484754  0.01736152  0.14010249  0.09644603
  0.00935534  0.07593166  0.3087725  -0.17870338 -0.07354914  0.17588255
  0.25377688 -0.19526786  0.10680556 -0.05594968  0.03408235 -0.06579488
 -0.2322803   0.05744331 -0.2516921   0.01231036 -0.04510377  0.00496589
 -0.01025153 -0.13489194 -0.22205023 -0.14823079  0.15704371  0.12722723
 -0.0398685  -0.2937622   0.14927809 -0.16877577 -0.11194426  0.07874133
 -0.06582455  0.23374227  0.38108256  0.02251736 -0.08851311  0.11398581
  0.10169411 -0.26226813  0.07839853  0.02428798  0.3659445  -0.15783614
 -0.08728468 -0.3314474  -0.34700465 -0.03859066  0.20948043  0.24204618
  0.08223808 -0.15989482  0.22117244  0.30310124  0.13436052 -0.1441408
 -0.11382387  0.1504332   0.00731838 -0.18168175 -0.0162818   0.24523227
  0.09221802  0.12984538 -0.03485286 -0.15016985  0.15578532 -0.07586811
 -0.24501486 -0.31136063  0.19376826  0.01555752  0.06412793  0.1424855
  0.23211625  0.08184087 -0.4556361  -0.001711  ]","[-0.1759303   0.12208445  0.02872837  0.33664897  0.05432697  0.0050949
  0.66146237  0.16859217  0.21151316 -0.05745948 -0.18701984  0.10660797
 -0.07693125  0.02599545 -0.04511478  0.09034956  0.119039    0.11443881
  0.30231884  0.28018728 -0.20991552 -0.10232373 -0.06777351  0.25688702
 -0.23457831  0.23841584  0.01838876 -0.12886757  0.20688474  0.08769665
 -0.04773896 -0.12536058 -0.09001999 -0.05194513 -0.0088905   0.01352645
 -0.25639245  0.09444242 -0.14961177 -0.21967909 -0.14272796  0.09474818
  0.00566103 -0.1068633  -0.06531981 -0.06468502  0.14913552 -0.07264756
 -0.09673444 -0.13967021  0.124631   -0.06837677  0.06217459 -0.14662395
 -0.0760084  -0.0159079   0.33239636  0.06328748 -0.14498435 -0.08946082
  0.13222735 -0.3839489  -0.05645365 -0.17242847  0.25637802  0.02495835
  0.04856043 -0.22102338 -0.14672847 -0.02253255  0.3606087   0.15696649
  0.20685759 -0.1403323  -0.01846659  0.1375295   0.1801925  -0.07733046
 -0.1083185   0.11742666  0.03487166 -0.23433466  0.31920412  0.272063
  0.0335946   0.09616508 -0.14033659 -0.07948535  0.00479194 -0.1655563
 -0.15973148 -0.50166047  0.19976366  0.058231    0.0918706  -0.09295716
  0.04762274 -0.34237596 -0.15249686 -0.1017714 ]"
28895759_62475260,28895759_62474693,"[-6.18946671e-01  4.18278039e-01 -1.20897666e-01  1.60902351e-01
  2.87795782e-01  9.48735103e-02  2.92120725e-01 -2.06792012e-01
 -3.47922966e-02 -2.42301691e-02 -2.34555613e-04 -4.52259243e-01
 -6.42471761e-02 -5.40044568e-02 -6.36434555e-02 -1.05668247e-01
 -2.78909057e-01  1.06679544e-01  3.15574467e-01  2.76379168e-01
 -1.45627365e-01 -2.74676960e-02  1.97244093e-01 -1.86169550e-01
 -1.72950074e-01  5.01356870e-02  2.04878464e-01 -8.70494395e-02
 -3.69737521e-02  8.20240602e-02  3.66250068e-01 -3.30468059e-01
  5.90654984e-02 -1.83331206e-01  3.51760574e-02 -1.01630993e-01
 -3.08979124e-01 -9.22876149e-02 -2.18216762e-01 -2.14205220e-01
  5.84450038e-03 -1.44044816e-01  1.02504820e-01 -4.56098020e-02
 -2.66118675e-01  1.22040182e-01  2.58514494e-01  1.88176662e-01
 -9.84593555e-02 -3.14588249e-01  5.57211451e-02 -7.67402947e-02
 -1.35528967e-01  8.96812156e-02 -1.11144446e-01  1.58637255e-01
  1.86985418e-01  4.79952604e-01 -5.89367822e-02  2.56317377e-01
  5.77430464e-02 -1.96239188e-01  4.84837666e-02  5.44467866e-02
  4.18124646e-01 -1.77515581e-01  1.54814601e-01 -3.96374375e-01
 -2.48762429e-01 -1.50758848e-01  1.74224883e-01  2.24795833e-01
  1.68768242e-01 -1.58002719e-01  2.18939170e-01  2.90931225e-01
  3.22107047e-01  9.13755819e-02  1.40136912e-01 -2.11281665e-02
  9.46535990e-02 -3.85255031e-02  7.25761130e-02  1.07624300e-01
  1.31223068e-01  4.92635258e-02 -1.53289540e-02 -4.22017947e-02
  4.27394658e-02  1.04155920e-01 -7.28443190e-02 -3.28770101e-01
  7.36402869e-02  3.23513448e-02  1.10630445e-01  1.48334369e-01
  2.31009305e-01  6.21427521e-02 -2.69065589e-01 -1.32894106e-02]","[-0.48670024  0.18156964 -0.07815076 -0.0092186   0.00135995  0.10866126
  0.35036832  0.22203794 -0.06126709  0.26818132 -0.0181917  -0.02457417
 -0.12411458 -0.06491344  0.02185168 -0.14377964  0.17684555  0.20805548
  0.39447027  0.13623416  0.07541232 -0.3774684   0.02991022 -0.38205123
 -0.07645856  0.17703669 -0.24863398  0.1269113   0.03982835 -0.11317714
  0.18614091 -0.48810768 -0.25749648 -0.00606854  0.14434068 -0.18289226
 -0.12687574  0.11554535 -0.01959043 -0.11823589  0.03145449  0.08977353
  0.16327691 -0.08029045  0.0175479   0.05496499  0.3119479   0.11991158
 -0.18091395 -0.13265152 -0.14122868 -0.05546959  0.22211534 -0.25656807
 -0.05357457 -0.07107607  0.06458427  0.5658123  -0.12551604 -0.04434383
 -0.12099282  0.00249777  0.01509379 -0.00456796  0.34477377  0.06241752
  0.35484952 -0.25381944 -0.06269724 -0.18177935  0.17591621  0.07180538
  0.4678037   0.11860303  0.04125461  0.15040746  0.24658038  0.2580106
  0.06676238  0.11583571  0.3427939  -0.06873479  0.25373036 -0.28089094
  0.06724138 -0.11374342 -0.1165706   0.01977089 -0.14979513 -0.01883988
 -0.02506844 -0.24086058 -0.03169412  0.18382289  0.12887564  0.18990093
  0.22199354 -0.17008696 -0.06390873 -0.21159142]"
28927725_62464567,28927725_62469699,"[-0.17332004  0.5594103  -0.03957123  0.19092016  0.13481042 -0.03426911
  0.26897678 -0.41201168  0.53446263 -0.26412272 -0.39469    -0.5160293
  0.50372225 -0.38044035 -0.17044094 -0.14088532 -0.15861328  0.25034326
  0.56958616 -0.18983614  0.02952235 -0.47787336  0.5236488   0.20143737
 -0.00387431 -0.03922553  0.2073115   0.19123122  0.06620389  0.30337662
  0.5877916  -0.13585307  0.14714226 -0.17520587  0.29956448  0.03534873
 -0.11694437 -0.52250546 -0.32832712  0.04211682 -0.03190992 -0.06604401
  0.2856739   0.6750422  -0.64396405 -0.23951678 -0.05090353  0.11395344
  0.12722677 -0.36373302 -0.12001009 -0.5424399   0.12851517 -0.06091663
 -0.22287032 -0.0028192   0.0918929   0.33463752  0.12623851  0.41870093
 -0.04316114 -0.04232049  0.2559778  -0.09655271  0.00655567 -0.17748693
 -0.1412082   0.03550453 -0.38871068 -0.2806839   0.5224615   0.18568002
 -0.01274741 -0.11018064  0.357651    0.33513892  0.25214162 -0.5406903
  0.02178012 -0.361257   -0.35495147 -0.34578276 -0.12981601  0.07734919
 -0.05132129  0.40089706 -0.3056013  -0.20845649 -0.19378081  0.01444123
 -0.18209647  0.19620511 -0.28786728  0.529335   -0.25478283  0.5230538
 -0.02536521 -0.35024565 -0.45303044  0.41894165]","[-0.36200267  0.2935584  -0.05210565 -0.10507678 -0.30906725  0.11011685
  0.02331391  0.03670077  0.63793945 -0.19087462 -0.16695954 -0.37459356
  0.5401575  -0.48479292  0.14595743 -0.27406657  0.01348484  0.41588253
  0.6271104  -0.08586975  0.10070879 -0.53657264  0.34878746 -0.11227559
 -0.08633305 -0.01663596 -0.00505935  0.16962038  0.0655148   0.37005872
  0.4926877  -0.01638137 -0.11334152 -0.0929644   0.29921922 -0.19012336
 -0.07494756 -0.27043664 -0.12685318  0.14305517  0.25653383 -0.11664619
  0.36610392  0.57201487 -0.37567773 -0.23653522 -0.17893882  0.33434018
 -0.03077141 -0.37804303 -0.34904125 -0.34363988  0.2626502  -0.39065868
 -0.31816185  0.0127328   0.06485464  0.3908719   0.32268116  0.13996127
 -0.3536045   0.01859736  0.19291973 -0.08029947  0.11010228 -0.13410379
 -0.03235983  0.06028109 -0.34907576 -0.20941602  0.22709538  0.09635856
  0.03957369  0.01635389  0.299895    0.36106506  0.14281876 -0.3140472
 -0.24836828 -0.03155789  0.02073253 -0.37837455 -0.24795114 -0.2458811
 -0.05523675  0.23780467 -0.12923272 -0.203829   -0.35804474  0.01603569
 -0.11576167  0.33162946 -0.29157814  0.39687347 -0.23892565  0.35511476
  0.47558704 -0.26144528 -0.289195    0.3106651 ]"
28924043_62463887,28924043_62467061,,
28905574_62465575,28905574_62470391,"[-0.58315     0.29759187 -0.13421416  0.31886733  0.4423234  -0.17388776
  0.30701283 -0.20846747 -0.24116151 -0.1114122   0.07094733 -0.352126
  0.00676014 -0.22014147  0.13174748 -0.25551644 -0.2213793   0.0672487
  0.15410538  0.28166932 -0.08820073  0.06690457  0.37077597 -0.29923666
 -0.21827152 -0.07315009  0.13226663  0.01852776 -0.05423895  0.1961358
  0.48569295 -0.37287188  0.04776823 -0.12829776 -0.11253004 -0.04663267
 -0.2572311  -0.18202072 -0.18074307 -0.33634242 -0.03141833 -0.13775915
  0.15875527  0.12245548 -0.3690136   0.04900051  0.23356427  0.21104212
 -0.19951722 -0.10456187  0.16271687 -0.10935748  0.1429045   0.19128491
 -0.17484938  0.14314424  0.04556906  0.3887807  -0.10561521  0.47796464
  0.18808675  0.13759051  0.28807727  0.17022087  0.44432253 -0.11029025
 -0.10303058 -0.28682578 -0.18626517 -0.17352414  0.02316425  0.31756517
 -0.04008707 -0.18118453  0.50332826  0.16210783  0.24388742 -0.15325758
  0.30438155 -0.06267679 -0.14408273  0.10603262 -0.04492104  0.0581504
  0.09176245  0.03902191 -0.11542379  0.01865692  0.00070557  0.23290318
 -0.01957302 -0.12047031  0.04948219 -0.0709689  -0.20010665  0.20675188
  0.1361544   0.19207312 -0.44340226  0.16803989]","[-0.45959017 -0.1635623  -0.2665378   0.11370323  0.06418204 -0.02264272
  0.38208383  0.3309419  -0.20330508  0.15689757  0.14765787  0.05884193
 -0.12585622  0.00370663  0.23494938 -0.23573878  0.2367369   0.13594644
  0.2126297   0.2671388   0.24139594 -0.05388936  0.07165963 -0.5679177
 -0.2357767   0.15132914 -0.32390818  0.11582989  0.16107799 -0.01368257
  0.22836772 -0.3842655  -0.33760568  0.00876215 -0.08518824 -0.22894813
 -0.10345233  0.06086843  0.07944562 -0.29539427  0.02552122  0.04871938
  0.11094378  0.14809455 -0.09036423  0.08408321  0.19989453  0.14521627
 -0.35918614 -0.09296975 -0.06554721 -0.07088341  0.46372354 -0.23387183
 -0.12167364 -0.06363494 -0.12066907  0.4422054  -0.23554882  0.05873872
 -0.04895708  0.10306167  0.09293136  0.11530434  0.41649947  0.05631904
  0.13876292 -0.13414615 -0.01347688 -0.23598334  0.01861161  0.09049081
  0.2924902   0.00769139  0.26926446  0.05134311  0.31659257  0.13907608
  0.02727529  0.15824366  0.28976718 -0.05528061  0.27844992 -0.2725864
  0.0478592  -0.16733435 -0.06682322  0.10548203 -0.17364022  0.05902302
  0.07713094 -0.15165804 -0.01466492  0.07063004 -0.23207235  0.14890702
  0.16247109 -0.08523586 -0.29876137 -0.07282059]"
28931281_62464668,28931281_62469169,"[-0.2800591  -0.11958928 -0.23408282  0.23313776  0.38845623  0.49004528
  0.48864028  0.05701916  0.06758747 -0.26620418 -0.22122517  0.12315392
 -0.07745931 -0.11837362 -0.02480157 -0.6079878   0.50446707 -0.14903738
  0.24090454  0.56537485 -0.03780778 -0.04752677 -0.01626468 -0.09869286
  0.21470907  0.34018937 -0.20851341 -0.17486441  0.05800034  0.03252817
 -0.02072513  0.10170925  0.4014585   0.22897789  0.08099651  0.00107516
 -0.08967498  0.04822664 -0.22891764  0.35943037 -0.1389746  -0.25229776
 -0.10879107 -0.13073486 -0.47396708  0.37365186  0.12829755  0.13877273
 -0.01063372 -0.27960974 -0.3467013  -0.6300609   0.28616974  0.03858747
  0.05984809  0.08170506  0.31774235  0.10254335 -0.17998764 -0.36282662
 -0.17207326 -0.07791054  0.13786216  0.52826625  0.6829431  -0.03742627
  0.283714   -0.43977234 -0.3087175  -0.14865804 -0.02697066 -0.42501527
  0.5636113   0.21528266  0.49989188  0.19267759  0.03562641 -0.23438704
  0.26402244 -0.17964615  0.27564862 -0.06928755 -0.25278544  0.5040007
 -0.2981301   0.06391542  0.2416674   0.01032363 -0.06602564  0.7108887
 -0.46984342 -0.16254981 -0.33552247  0.41490006  0.5295449  -0.19788603
 -0.01069585  0.3629146  -0.31897864  0.2562744 ]","[-2.52575964e-01 -2.92063355e-01 -2.62421042e-01  1.38684839e-01
  2.91453511e-01  4.38550502e-01  5.55932343e-01  2.39851221e-01
 -3.08356318e-03 -2.17257589e-01 -1.62391931e-01  3.14838618e-01
 -1.28170639e-01 -7.29655772e-02  1.53524447e-02 -4.27752018e-01
  6.27226293e-01 -1.56269550e-01  2.12397188e-01  4.55187649e-01
  1.55776456e-01 -1.67760298e-01 -9.21966787e-03 -1.54042959e-01
  2.52942860e-01  3.69239807e-01 -3.70985895e-01 -8.86407197e-02
  1.63177475e-01 -4.47165817e-02 -2.00753197e-01 -3.30574661e-02
  2.26003841e-01  2.93791801e-01  5.47765829e-02 -3.51596102e-02
 -1.17560260e-01 -3.40328785e-04 -1.29775047e-01  2.90073216e-01
 -1.36722550e-01 -2.15095028e-01 -2.00225532e-01 -4.42669056e-02
 -3.66639733e-01  3.25093180e-01  2.22640812e-01  5.26005290e-02
 -1.98844716e-01 -2.61658013e-01 -3.84935826e-01 -5.20535648e-01
  3.78661811e-01 -1.56573221e-01  1.07132010e-01 -1.24041634e-02
  2.20442086e-01 -5.61161600e-02 -2.90294826e-01 -2.49510452e-01
 -7.97160044e-02 -1.50208190e-01  6.89311400e-02  4.67421889e-01
  5.32847285e-01 -1.10912081e-02  2.37870663e-01 -1.38576955e-01
 -2.29752973e-01 -1.40984327e-01  1.79261658e-02 -4.22691166e-01
  6.55190408e-01  5.17084599e-01  4.53531235e-01  1.84446305e-01
 -6.45985156e-02 -3.47110033e-01  2.10432798e-01 -1.84497446e-01
  3.05160403e-01 -1.04002744e-01 -1.24406062e-01  5.23087919e-01
 -4.37711835e-01 -4.23555030e-03  2.23797485e-01  6.48333654e-02
 -7.91351274e-02  6.76424742e-01 -4.74999577e-01 -2.30315551e-01
 -5.55633903e-01  3.74306858e-01  5.23934841e-01 -1.48613349e-01
 -2.57347047e-01  9.14604217e-02 -3.60870153e-01  2.01266691e-01]"
