A_name,B_name,A_vec,B_vec
28905964_62464353,28905964_62468031,"[-0.5743384   0.7174002  -0.03448588  0.12067908 -0.12135642  0.44763523
  0.06821387 -0.11503588  0.05524123  0.17909466 -0.35047266  0.00837734
 -0.21825463  0.12458995 -0.07171956  0.14248553  0.5663576  -0.3852493
  0.18273528  0.17180368 -0.21185009  0.2823208  -0.08917162 -0.08434481
 -0.02514851  0.06019792  0.00183329  0.10634915 -0.40555117  0.08509408
  0.24762096  0.03137485 -0.17179817 -0.13476795  0.00723588  0.19478013
  0.5283142  -0.13753194 -0.40794253  0.11223199 -0.4392722  -0.15116274
  0.14209026  0.11304741 -0.40634492  0.30912957 -0.04021469 -0.24535857
 -0.9157703  -0.41416985  0.21022409  0.07711688 -0.25902176  0.26006448
  0.27868402  0.02325364  0.00425396  0.47322717 -0.28593737 -0.05958335
  0.06735391  0.00278085  0.08852594  0.59768385  0.41096094  0.08050907
 -0.33626318 -0.46880192  0.34104338  0.02789151 -0.04537588  0.2813109
  0.58140373 -0.08361712 -0.21730487  0.38073578  0.10522931  0.15544185
 -0.05096171 -0.3644841   0.00518819 -0.05302185  0.06652515 -0.00660245
 -0.33214736 -0.4224842   0.02276853 -0.22678703  0.23505193  0.52972776
 -0.18748617  0.15321732 -0.13799198  0.35832906  0.5333339   0.33003074
 -0.5491649   0.2420818  -0.23910546  0.17197028]","[-0.45101976  0.5595567  -0.03502668  0.11019474 -0.16714117  0.33244106
  0.20270926  0.06807357  0.00536405  0.33671403 -0.3030863   0.20870171
 -0.11971819  0.4195439  -0.04610096  0.18417992  0.6741962  -0.34712195
  0.25057328  0.12036148  0.1664181   0.26194322 -0.2874711   0.0129218
  0.10643762  0.29346544 -0.1523299   0.09814746 -0.27396083 -0.24689718
  0.18430339  0.09509397 -0.342865   -0.01631019 -0.00449034  0.19509634
  0.60749155 -0.17427221 -0.36983865  0.07194746 -0.38301477 -0.0145787
  0.15758556  0.24097142 -0.38599223  0.2530612   0.04948539 -0.43627954
 -0.96730304 -0.32070127  0.19723806  0.07909537 -0.11608114  0.09589098
  0.19980587 -0.18006672 -0.07933121  0.48408306 -0.38444656 -0.13127103
 -0.05721235  0.00585384 -0.12272147  0.5406933   0.376052    0.10272228
 -0.25495276 -0.31681824  0.31238785 -0.15174676  0.07743762  0.11025959
  0.5415295  -0.0750486  -0.28093427  0.5410402   0.28458142  0.24754068
 -0.17617203 -0.3760072   0.05583425 -0.15166146  0.23459652 -0.03463717
 -0.1607898  -0.624697   -0.01443605 -0.30873102  0.25275213  0.53746504
 -0.09392413  0.06746746 -0.2579151   0.28822348  0.39592728  0.3350389
 -0.9295902   0.0608948  -0.1242982   0.21893942]"
28926837_62471009,28926837_62476578,,
28908440_62463997,28908440_62468125,"[-0.28796804  0.17475456 -0.06392661 -0.0463056   0.42543334  0.01730337
  0.36409116 -0.32062337  0.07526677 -0.17848629  0.16109103 -0.2785231
 -0.01075061 -0.35756922 -0.09978532 -0.56118935 -0.13974248  0.15470845
  0.29389963  0.08906336 -0.31348544  0.06248035  0.5475039  -0.05935055
 -0.09015812  0.45637277  0.44747195 -0.0942281  -0.11250851 -0.2433714
  0.3013096  -0.22324161  0.1097622   0.22996604 -0.06150721 -0.2981218
 -0.43253943 -0.25448605 -0.38431615 -0.19790132 -0.06734167  0.239484
 -0.07175435 -0.19624    -0.03933636 -0.12158152  0.16880961  0.422106
  0.18821667 -0.5129155   0.17117299  0.13064861 -0.21583104 -0.03065429
  0.14728291  0.16120142  0.29497904  0.22549613  0.06873625  0.02700091
  0.04749035 -0.15639868  0.14113578  0.04207257  0.45877895 -0.20393261
 -0.00870399 -0.37124163 -0.07929607 -0.24468067  0.06919797  0.31789383
 -0.11667086 -0.36797574  0.14445223  0.4837119   0.13322814 -0.3584973
  0.12622522  0.06684148  0.31422216 -0.0828293   0.01969803 -0.04413814
 -0.14133115 -0.02467201 -0.06385885 -0.3465255   0.25278813 -0.21083823
  0.10141231 -0.47941115  0.07585829 -0.0648479   0.09116982 -0.16347107
  0.4999366   0.47589305 -0.46435764 -0.21194853]","[-0.20704262  0.12551764 -0.01584204 -0.10715421  0.00071058 -0.17371291
  0.50771093 -0.01134245 -0.0567698   0.12974255  0.05959196  0.13257457
 -0.05167983  0.17705248  0.09510875 -0.4569649   0.09994924  0.00511035
  0.2609799  -0.00552353  0.2778387  -0.12767786  0.37855625 -0.3124088
  0.01755142  0.54965156  0.01066667 -0.04846204  0.16811255 -0.476366
  0.2663107  -0.20507498 -0.0142748   0.42971274 -0.26253372 -0.18798175
 -0.3379695  -0.301174   -0.2095579  -0.12790446 -0.20905544  0.26890773
 -0.07209883 -0.01680548  0.02961665 -0.1732983   0.19409016  0.20589182
  0.20177817 -0.26447585 -0.07701305  0.08295982 -0.02499218 -0.26202723
  0.46246332 -0.09787975  0.2821051   0.15208627  0.18243346 -0.19425066
  0.01853662 -0.0805842   0.04320028  0.00949286  0.1464054  -0.10512703
 -0.02918768 -0.1657744   0.2252485  -0.3190176   0.03075751  0.15115654
  0.07696766 -0.20496984 -0.024383    0.1519288   0.17516363 -0.29736528
 -0.14900026  0.11306434  0.6006548  -0.07578935  0.297415   -0.19309649
 -0.06760345 -0.16953728 -0.06810266 -0.30826432  0.1681271  -0.2266294
  0.30471364 -0.42944705 -0.28995797  0.01547015  0.16620737 -0.23094754
  0.2515444   0.25698102 -0.42593515 -0.25772917]"
28920009_62463838,28920009_62467163,"[-0.6101817   0.17838256  0.16569419  0.10903451  0.1237953   0.10226806
  0.25700468 -0.07631449  0.04561993 -0.06384643  0.03530637 -0.27635542
  0.11977009 -0.28081998 -0.15069692  0.04633734 -0.21158402  0.04151779
  0.09483443  0.15401438 -0.0765435   0.22748668  0.3212785   0.10337517
  0.26579162  0.06730099  0.31143448 -0.03092317 -0.05158708  0.27369982
  0.06064092 -0.01733197  0.39561656  0.04902196 -0.1336183   0.07630316
 -0.15735458 -0.23353747 -0.12621398 -0.25173602 -0.06979997 -0.05359351
  0.19937132  0.18316354 -0.21306261 -0.00443826  0.326228    0.05406393
  0.04874655 -0.11161192  0.05238735 -0.01189627 -0.02409463  0.08647515
 -0.22166431  0.20657226  0.28299904  0.09237758 -0.14495076  0.07390457
  0.1273563  -0.15904032  0.0465738   0.11079638  0.251788   -0.08197436
  0.0826522  -0.48654303 -0.09608322 -0.00604707  0.15435855  0.3705032
  0.11631919 -0.09052204  0.07777385  0.22395946  0.16664463 -0.17929806
  0.32667604 -0.03790479 -0.17461905  0.30276594 -0.12212008  0.37088805
 -0.02474064  0.1613871   0.04044062 -0.18198791  0.21396801  0.32602885
 -0.15976004 -0.11816118  0.01774001 -0.05673236 -0.01911733  0.22461036
 -0.035097    0.21043864 -0.3756444   0.18387297]","[-0.5054024  -0.23274887 -0.04660404 -0.14938487 -0.32831317  0.08051221
  0.15588295  0.39313447  0.16585222  0.02995175  0.05124936 -0.10464814
  0.06391402  0.03415397  0.03410373 -0.04592657 -0.05691599 -0.10157547
  0.11033774  0.17874756  0.30344296  0.17158064  0.15602668 -0.04313174
  0.25408736  0.13070701  0.01227871 -0.15880112  0.17862162  0.0147381
 -0.10029051 -0.09230263 -0.10701882  0.39600834 -0.2280581  -0.08560021
 -0.13663222 -0.08784149 -0.04324944 -0.16988333  0.07428255 -0.08617503
  0.24194616  0.21791019 -0.06216443  0.03385887  0.11661488 -0.01144488
 -0.04346444 -0.22678123 -0.26615155  0.11604757  0.06784439 -0.44933635
 -0.23844941  0.0382957   0.3618715   0.02319414  0.10664567 -0.05846118
 -0.0680678  -0.20801738 -0.19547395  0.04420053  0.1574629   0.18901873
  0.08674987 -0.09343575  0.0954318  -0.15600808 -0.07697412  0.04821825
  0.22504042  0.24247172 -0.16703358  0.29351714  0.24016067  0.15382197
 -0.09907839  0.00570427  0.20718585  0.2606565  -0.10368044  0.28105897
  0.02017235 -0.14345029  0.24484983 -0.14337285 -0.0632516   0.30026653
 -0.17160834 -0.12162903 -0.39230466 -0.11219339  0.08245704 -0.05436743
  0.02600379  0.05057777 -0.22637975  0.02897551]"
28900111_62464692,28900111_62469482,"[-1.10025004e-01  4.07424062e-01  2.09718961e-02 -3.37477475e-01
 -3.61552089e-01  1.94644213e-01  1.20730422e-01  2.92580366e-01
  3.32042038e-01 -3.89650643e-01  2.42206231e-01 -3.54085565e-01
  6.14113454e-03  1.24005042e-01  9.39953774e-02 -1.40908599e-01
  7.59014785e-02  2.01763064e-01  3.73236656e-01  6.94533736e-02
  2.57617254e-02 -6.74754754e-02  6.74926639e-01 -1.55057386e-01
 -2.40060093e-04 -5.75246252e-02  4.57915813e-01 -2.58153230e-01
  3.96339744e-01  8.70637372e-02 -9.44298804e-02 -3.60105298e-02
  2.93741468e-03  2.36087471e-01 -2.11222962e-01  1.03534259e-01
 -1.35276452e-01 -1.20882384e-01 -1.27257809e-01 -4.34542298e-01
 -5.27875602e-01  2.55033914e-02 -5.06770551e-01 -6.83315694e-02
  6.06834181e-02  1.27802074e-01  4.36590500e-02  3.53310645e-01
  3.70655298e-01  1.18881665e-01 -3.25725228e-01 -3.25515360e-01
 -3.75050426e-01 -2.41972998e-01 -1.40301317e-01 -4.14378583e-01
 -1.82995245e-01  2.39531577e-01  3.59915853e-01 -3.85020435e-01
  1.51517823e-01 -1.30750448e-01 -3.43692899e-01  1.98457967e-02
  4.09012362e-02 -8.25018823e-01 -1.32972598e-01 -2.58957505e-01
 -2.17384726e-01 -7.99245536e-02  5.69254458e-02  2.66131073e-01
  5.13557829e-02 -4.38234210e-01  2.63846308e-01  5.63060999e-01
  2.39216208e-01 -7.27165163e-01  5.65525711e-01 -2.49220461e-01
 -4.28262465e-02 -1.66284397e-01  4.17025946e-02  3.21391284e-01
 -1.17332637e-01 -9.12506878e-03  1.85327694e-01 -1.78869203e-01
  1.78765908e-01 -1.55036673e-01  8.66222084e-02 -3.83832268e-02
 -2.96336830e-01 -9.65980366e-02 -1.62346631e-01 -1.01965316e-01
  1.64552614e-01  8.04836303e-02 -2.71705776e-01 -5.52576259e-02]","[ 0.19350238  0.2098508  -0.09037122 -0.30560437 -0.44173664  0.22490703
  0.31471995  0.19793968  0.29080907 -0.1040496   0.13861887 -0.19931689
 -0.02091774  0.19284448 -0.03192164 -0.15171266  0.13464335  0.11652976
  0.39018545 -0.0756251   0.40149486 -0.04647912  0.54366076 -0.22614375
  0.1344015  -0.01326587  0.33760795 -0.3194817   0.5928039  -0.12081262
 -0.2668799  -0.2373218  -0.02514691  0.33457643 -0.23520061  0.04345526
  0.00657595 -0.14910537 -0.27412274 -0.44770598 -0.35021847  0.23112676
 -0.3154673  -0.08760229  0.12198265  0.03129373 -0.02480677  0.25043792
  0.39674485  0.08947098 -0.4356061  -0.35578123 -0.26907647 -0.2936263
  0.07171217 -0.55440074 -0.28103676  0.18921255  0.2113849  -0.26918492
  0.12640673 -0.12916383 -0.3295719   0.02209405  0.03645211 -0.62281346
  0.09369174 -0.13233356 -0.13773103 -0.3374389   0.05590945  0.06681949
  0.3020162  -0.3593346   0.04041029  0.32678735  0.3191972  -0.65450245
  0.59932524 -0.227524    0.05592738 -0.14323692  0.32064342  0.09652539
 -0.13641985 -0.14850695  0.06769478 -0.09047026  0.06207563 -0.26467073
  0.16794856 -0.15165552 -0.350249    0.07137845  0.01033811 -0.05297834
  0.07907273 -0.08677585 -0.18763427 -0.3070571 ]"
28923188_62464158,28923188_62468752,,
28896413_62464008,28896413_62467730,"[-0.5979306   0.28639692 -0.08173175  0.22046934  0.29211405  0.04042497
  0.26842433 -0.4268993  -0.09791269 -0.12144472 -0.05934345 -0.06636705
  0.0269312  -0.1449099   0.01854946 -0.27067485 -0.21932387  0.09547286
  0.3123647   0.20681551 -0.23433039 -0.36092663 -0.04788458 -0.08601177
 -0.34228286  0.3602464   0.14015645  0.2243076   0.00195579 -0.05573787
  0.6352661  -0.4108611   0.24667941 -0.19992812 -0.20706064  0.03744218
 -0.35394597 -0.20821194 -0.19938597 -0.19423358  0.0336401  -0.09029655
 -0.02277787  0.27906576 -0.43497607 -0.11848626  0.53234565  0.02714682
 -0.30869806 -0.56221485 -0.1244977  -0.21231613 -0.16151372  0.11165197
  0.13152742  0.12622191  0.15693332  0.28771237 -0.0034074   0.31588292
  0.13534096 -0.1914786   0.36912373  0.03317216  0.41373202 -0.3316766
  0.13427655 -0.21190654  0.07098577 -0.16978838  0.24375051  0.25206193
  0.05870613 -0.30927065  0.0471203   0.2744664   0.23132995  0.05710624
 -0.19201347 -0.01637486  0.30807287  0.10071967  0.15048996  0.06834711
  0.06168362  0.17191227 -0.18699606 -0.2587188   0.23893405  0.14996237
  0.17121938 -0.4835014   0.16357662  0.1075015   0.01536342 -0.16194932
  0.38525677 -0.2065151  -0.28428236 -0.03905019]","[-0.3283018   0.21353747 -0.01631741 -0.0054982  -0.01079489  0.13954158
  0.36001703 -0.02729493 -0.23223639  0.20217593 -0.1520158   0.01313265
 -0.25946784  0.09244119  0.19077043 -0.27182868  0.04562163  0.19155522
  0.12467013  0.25814226 -0.13143247 -0.24617553 -0.16319293 -0.10137715
 -0.40443876  0.5496396  -0.41984642  0.12675117  0.2873509  -0.05374326
  0.40131673 -0.45457104  0.00295583 -0.04963963 -0.1665829   0.02633986
 -0.46833944 -0.17679362 -0.02220911 -0.20465958 -0.13604632 -0.06069069
  0.05482326  0.19827375 -0.35376984 -0.08755678  0.3783818  -0.06545786
 -0.41464135 -0.29742476 -0.27699715 -0.21198836 -0.01508141 -0.06517392
  0.2123032   0.08779677  0.13227987  0.2018162   0.08632448  0.10136016
  0.20346464 -0.17278716  0.28698596 -0.11739791  0.31966817 -0.15092732
  0.17937624 -0.1811772   0.29814684 -0.16607547  0.18857475  0.25064948
  0.08937711 -0.09863707 -0.06036367  0.00229078  0.21715847  0.12201095
 -0.23737988  0.02398471  0.37880826 -0.02802067  0.3434945  -0.05184959
  0.05059037 -0.10088509 -0.09446466 -0.19280203  0.1472769   0.00185293
  0.2725795  -0.5095343  -0.03926198  0.06183093  0.19069776 -0.25431275
  0.39745903 -0.43102857 -0.17729244 -0.27719828]"
28931818_62464819,28931818_62470716,"[-0.17715366  0.457609    0.39906916  0.42062297  0.0606286  -0.26980552
  0.13916427 -0.2601709   0.71087766 -0.1295851  -0.30765644  0.13173577
  0.25129926 -0.5276273  -0.3649542  -0.18143372  0.24491736  0.5084249
  0.5008081  -0.14460224 -0.26031473 -0.14217371  0.3906605   0.15166295
  0.14551611  0.14396702  0.4985548   0.25625908 -0.208103    0.38105983
  0.45580506 -0.19089921 -0.12677555  0.21189588  0.04459842  0.20224571
 -0.09289081 -0.5544771  -0.3408523   0.13931274 -0.11764618  0.02102973
  0.04456647  0.17981644 -0.9248878  -0.46586335 -0.18658422 -0.25430405
 -0.48679775 -0.40758327  0.33639243  0.02187808  0.00373725  0.05850197
 -0.12480113  0.5695868   0.35297927 -0.13591771 -0.03722559  0.42373675
  0.12119243  0.07796334  0.43206137  0.03435983  0.17701595  0.1548947
 -0.23739578 -0.29544556 -0.46475053 -0.12093972 -0.08621841  0.52563524
  0.03187209 -0.5512188  -0.10107149  0.20545137  0.2122017  -0.15680389
 -0.3886019   0.20192531 -0.09598703 -0.4368943   0.10848223  0.09254911
 -0.0263292  -0.12712845 -0.24956743 -0.16433768 -0.01744486  0.02556802
 -0.3442892   0.17313844 -0.04624971  0.19799928 -0.0852286   0.32262945
 -0.123075   -0.14752461 -0.88577193  0.25803283]","[-0.04969162  0.23349577  0.06956014  0.38026458  0.2231091  -0.06626917
  0.2240937  -0.01521087  0.66678023 -0.36465344 -0.41299182 -0.02851533
  0.42425206 -0.45430428 -0.23522626 -0.29138052  0.44745827  0.3256916
  0.51865256 -0.1173308  -0.12395134 -0.2403761   0.40029454  0.0504606
 -0.09712385  0.25723124  0.28152356  0.28697237 -0.19404884  0.08630335
  0.11234231 -0.4000378  -0.27620593  0.20598546  0.35885084 -0.21804553
 -0.15272607 -0.4484328  -0.26677153  0.0555755   0.06455132 -0.1928606
  0.00533597  0.22829425 -0.5504146  -0.53180593 -0.06014753 -0.16301791
 -0.39586216 -0.6426305   0.1270886  -0.08673474  0.20194621 -0.08949739
  0.10126868  0.49253607  0.44270518 -0.2548862  -0.1401889   0.48502186
  0.2147355  -0.30824295  0.25267756 -0.12457105  0.21499327  0.34869474
 -0.11040466 -0.02695104 -0.5217436  -0.20401004  0.35118827  0.3212159
 -0.00899551 -0.23999958 -0.15083657  0.22350356  0.00633152  0.08044557
 -0.43431115 -0.30520824  0.15371668 -0.51953006  0.08597486  0.08884078
  0.08068266 -0.24721432 -0.2631218  -0.3024668  -0.16350454 -0.16801143
 -0.30142897 -0.05604292 -0.06239549  0.38402718 -0.07646593 -0.039232
 -0.19244605 -0.43563008 -0.72986484  0.09621089]"
28932376_62466013,28932376_62471892,"[-0.42994434  0.06226529  0.60156417  0.30731535  0.05711247 -0.0359933
  0.27433762 -0.46317887 -0.14762215 -0.23157416  0.48742253  0.2153955
  0.04997743  0.2649846  -0.6909883   0.03198685  0.184856    0.07342467
  0.24319705  0.18831758  0.10121129 -0.05754643  0.10749127  0.0200588
  0.2051618   0.35695177  0.58501506 -0.04304943 -0.06431876  0.03462737
  0.30537978  0.23473348  0.19453375  0.12186123 -0.3698176   0.5161006
 -0.0173199  -0.4440253  -0.3666358  -0.07964908 -0.46145958  0.13624786
 -0.19976974  0.12359609 -0.60583633  0.07683959  0.55804366 -0.2144637
  0.11359988 -0.3735859   0.2651203   0.03207405 -0.3419478   0.37119097
  0.1741924   0.31723988  0.21809554  0.04006433 -0.26192847 -0.24758996
  0.23075797 -0.11762166  0.47569472  0.239931    0.01251044 -0.44500497
 -0.00079014 -0.7799814  -0.0437334  -0.3226003   0.20705488  0.16061449
 -0.08519067 -0.39879677 -0.00767678  0.18017279  0.20610848  0.00267462
  0.02450134  0.05649751  0.43980074 -0.06951649  0.67601603  0.7332761
 -0.33488077  0.12073483 -0.00826751 -0.10025172  0.42067555  0.4247167
 -0.31859776  0.07563916 -0.13095497  0.17951885 -0.02334535 -0.10900629
  0.03267304  0.28800836 -0.40148142  0.14952129]","[-0.2763678  -0.16751774  0.5249785   0.03945192 -0.10424632  0.17580418
  0.19962151  0.09039422 -0.0369704  -0.02923932  0.44160688  0.268016
  0.07478762  0.45685482 -0.48055843 -0.37160861  0.6045231   0.10938983
  0.2128953   0.1506197   0.3453187  -0.10100447 -0.03089596 -0.03717975
  0.14683367  0.7360163   0.06306747 -0.08461935  0.23926203 -0.2581474
  0.02608601  0.20040664  0.04977442  0.51410574 -0.29051912  0.4403404
 -0.04952683 -0.25565055 -0.19938447 -0.16535453 -0.32368177  0.24590829
  0.10393044  0.09476335 -0.2247592   0.16712663  0.60566235 -0.44338483
  0.17798023 -0.25577003 -0.15647848 -0.26321626 -0.00882844  0.09333427
  0.2478754   0.07905032  0.40647772 -0.01204394 -0.10688664 -0.30422226
  0.12025261 -0.16372392  0.22816308 -0.0755217   0.18477526 -0.05146214
  0.10971207 -0.53618854  0.19940303 -0.2880288   0.4160874  -0.02290905
  0.05664319 -0.33453172 -0.05513933  0.10620263  0.2602416   0.20737252
  0.03471495 -0.41194862  0.4585021   0.17095417  0.8313227   0.38034487
 -0.14574301 -0.24510314  0.1323053  -0.4085473   0.35137036  0.51784956
 -0.29726213 -0.02700633 -0.36395255  0.18354315  0.15433237 -0.35723093
 -0.04416974  0.22167856 -0.06350808 -0.11713733]"
28902927_62466340,28902927_62469232,"[-0.25295693  0.42635578 -0.01747481  0.42340475  0.20802402 -0.05717101
  0.5436119  -0.120757   -0.14218895  0.0224165  -0.1414446  -0.06488409
  0.0814129   0.10100988  0.09543649 -0.04052431 -0.18846576  0.00999726
  0.1411027   0.1910302   0.0408939   0.03615594  0.5196985  -0.02137949
 -0.09566385 -0.15221661  0.2291234   0.11154522  0.4324283   0.4069129
  0.10218349  0.03342971  0.141808   -0.19814193 -0.17018045  0.06576992
 -0.13201858 -0.20410328 -0.18101917 -0.33445126 -0.00786615 -0.12698695
  0.23519851  0.11740058 -0.14320232 -0.07810543  0.04809415 -0.04872878
 -0.06448536  0.04242292  0.00817269 -0.00212392  0.05675869  0.01093156
 -0.12185707  0.06132976  0.29733163  0.29918468  0.06204838  0.12826993
  0.17772485  0.00879736  0.40219018 -0.07024205  0.16575514 -0.09746225
 -0.07458314 -0.48148882 -0.19337434 -0.10376249  0.06358562  0.37102315
  0.1454918  -0.35931212  0.28652963 -0.06146106  0.1411439  -0.52648205
  0.25491297 -0.12903492 -0.24622004  0.05315816 -0.10275241  0.04016981
 -0.00103198  0.21155943 -0.24775442 -0.11523803  0.02877396  0.32144755
 -0.04587796 -0.20254745  0.15514106 -0.03078494 -0.072383    0.01044063
  0.00254451  0.14892146 -0.26504752  0.3240245 ]","[-0.19796766  0.08197513 -0.23714224  0.13498549 -0.3354702   0.00945282
  0.45912588  0.364076   -0.15220988  0.25988087 -0.08225145  0.22092003
 -0.0141774   0.52660954  0.15660596  0.01371176  0.02031266 -0.08210512
  0.14186986  0.13948531  0.36744162  0.03076202  0.22363345 -0.21923621
 -0.01788816  0.16561967 -0.12946293  0.01853712  0.48418787  0.21996634
 -0.22316518  0.06281325 -0.13329972  0.01721606 -0.3640772   0.07838306
 -0.03075157 -0.13833266 -0.05409522 -0.3326892  -0.04789697  0.07034376
  0.22620377  0.12665015 -0.04183115  0.06594709 -0.1081093  -0.11871391
 -0.2014034  -0.07145873 -0.24002875 -0.01973305  0.08494741 -0.19105898
 -0.04737664 -0.21139447  0.20764102  0.19438246 -0.11530617  0.01508228
  0.16643493 -0.14623292  0.12198029 -0.21110201  0.09341518  0.14122836
  0.11579183 -0.34520662  0.07552336 -0.09385049  0.01387903  0.26023918
  0.39127684 -0.16982351 -0.01203206 -0.12252007  0.33107552 -0.14078611
 -0.02682143 -0.10461442 -0.0350941  -0.04849054  0.18788883 -0.13582629
  0.03033755 -0.0713212  -0.05981409 -0.14060256  0.01423281  0.21685475
  0.0542086  -0.22948425 -0.08835846  0.11159805  0.07242149 -0.05189941
  0.00120628 -0.10092672 -0.06588455  0.1387563 ]"
28931516_62464490,28931516_62468649,"[-0.4788516   0.32607067 -0.16170155  0.2953937   0.27402282  0.11597703
  0.54501295 -0.00464166 -0.3574668   0.07229113 -0.08116127 -0.22766896
 -0.06191668  0.19785748  0.18464772  0.01561598 -0.02806974 -0.23472466
 -0.0067812   0.340144   -0.23564452  0.11467984  0.32470325  0.00293412
 -0.06312472  0.03687843  0.06174578  0.00624924  0.31229985  0.5134538
  0.32532266  0.01060899  0.24920322 -0.22076726 -0.34455106  0.18979004
 -0.10655053 -0.09112936  0.03252218 -0.27200848 -0.2629592  -0.07020991
  0.28404844  0.23301914 -0.0824281   0.20941831  0.13192815  0.15995057
 -0.2048603  -0.11090942 -0.12520567 -0.09181459  0.12911011 -0.08055711
 -0.21368079  0.00703635  0.2157896   0.4023352  -0.19789204  0.03396149
  0.3996699  -0.01225571  0.3026038   0.0181876   0.32668847 -0.11212463
 -0.17539261 -0.54539     0.06600053  0.24155253  0.10403618  0.5161929
  0.26599145 -0.29811937  0.22834152 -0.0102221   0.3657961  -0.32919148
  0.20994179  0.0372327  -0.26894945 -0.01270621  0.01782135  0.0925719
 -0.02913049  0.28240478 -0.1868514  -0.09304436  0.06031087  0.33253086
 -0.02011085 -0.22285236  0.4024231   0.08403971 -0.13453661  0.08207779
 -0.02057689  0.06890465 -0.22724554  0.18335828]","[-0.47361484 -0.04167031 -0.50692356 -0.01859029 -0.24837822 -0.05242137
  0.2925154   0.4783248  -0.23701835  0.12319455 -0.0867208  -0.08715521
 -0.04800576  0.47032693  0.33576784 -0.03840714 -0.11906992 -0.29957658
  0.06405272  0.27867246 -0.00749206  0.00713584  0.15640482 -0.21616365
 -0.12012489  0.08455777 -0.03689423 -0.05077868  0.32527906  0.40809098
 -0.01871424  0.02772335 -0.30283394  0.01812195 -0.31951898 -0.03097748
 -0.17250268 -0.01726852  0.11336983 -0.257274   -0.05416733 -0.11027565
  0.41328305  0.24100253 -0.0266866   0.22873773 -0.18572421  0.2183725
 -0.45762184 -0.26702923 -0.30933917  0.082675    0.05073019 -0.5216656
 -0.22187048 -0.20380126  0.2315928   0.34033653 -0.01760731  0.02563062
  0.18744944 -0.05185561  0.13363527 -0.15145008  0.21691523  0.08386846
 -0.15768756 -0.21739665  0.28074396  0.14853501 -0.00757301  0.30966017
  0.32255659  0.02197399 -0.01657246  0.1743434   0.2709418  -0.01392542
 -0.12707525  0.08275975 -0.01325056  0.00708873 -0.0920402   0.09709761
  0.02607377 -0.02192467 -0.02476353 -0.1757915  -0.15812889  0.3460054
  0.03312158 -0.30286288 -0.02501981 -0.00496055  0.01175564 -0.18433425
  0.31374255 -0.05364842 -0.0604264   0.09211345]"
28932554_62463841,28932554_62467310,"[-0.41043234  0.37002867  0.00399887  0.13275787  0.00335723 -0.29431847
  0.02231625 -0.393209   -0.15460645  0.19748272 -0.08959981 -0.11805323
 -0.00268644 -0.30086505  0.18983693  0.18336612 -0.15762493  0.3367405
  0.10812142  0.17546512  0.05099624  0.10382554  0.28837746 -0.16267604
 -0.04671655 -0.13739268  0.27099788 -0.12154031  0.06671108  0.21325205
  0.31853923 -0.2681005   0.01829252  0.01055017 -0.12748532  0.06956949
 -0.10999677 -0.30856955 -0.24585454 -0.30529228  0.13104472 -0.03110246
  0.18025382  0.11760554 -0.67082036 -0.13114952 -0.23606919  0.1513452
 -0.42667466 -0.05603397  0.2561432   0.1338151  -0.19435236  0.0920563
 -0.09943583  0.07311437 -0.00333192  0.21614465 -0.01185011  0.35915402
 -0.02534743  0.37412387  0.3936479   0.28270483  0.24285163 -0.2223947
 -0.0048665  -0.34689078 -0.0960303  -0.2587619  -0.40542567  0.08897175
 -0.03207907 -0.2699808   0.07673018  0.06048737  0.16446526 -0.2892095
  0.03609381  0.48805034  0.01868561  0.09455758  0.10590987  0.07977676
  0.01653262  0.00172402 -0.16716185  0.16980666 -0.1501218   0.16284873
 -0.06462615 -0.00558391 -0.18301663 -0.0175746  -0.08302189  0.32379726
  0.29042965  0.14729802 -0.5910229   0.12239996]","[-0.41000903  0.01940743 -0.3999964   0.17450888  0.08844475 -0.04380746
  0.38578856 -0.02767288 -0.22302194  0.24516137 -0.21386783 -0.29388285
 -0.15364152  0.26155397  0.24078831 -0.19248702  0.05839286 -0.16128348
  0.15766236  0.26330784  0.06556717 -0.16682172  0.14668316 -0.28858858
 -0.23245326  0.01836178 -0.06806295 -0.03676264  0.25160474  0.09640006
  0.2332694  -0.3522094  -0.22705896 -0.07887223 -0.07648928 -0.13326588
 -0.21653397 -0.17752081 -0.02901012 -0.25642687  0.07950763 -0.11320198
  0.2121692   0.23230599 -0.18028091  0.05447285  0.01241732  0.13975534
 -0.4644928  -0.30194747 -0.15930696 -0.09709527  0.19365448 -0.21380258
  0.05266648 -0.08013172  0.08236758  0.39716357 -0.02992385  0.26607272
  0.17844011 -0.02088418  0.21260653  0.04283398  0.3915177   0.01072733
 -0.08316261 -0.06555022  0.03848802 -0.07416329 -0.01470905  0.16257744
  0.37568754 -0.05665559  0.13114016  0.04312755  0.24131474  0.12014906
  0.06461579  0.0196185   0.13049577 -0.07334716  0.1452272   0.02989843
  0.03527603 -0.08565456 -0.13630983  0.0595578  -0.21046114  0.10845907
  0.05583318 -0.3516777  -0.09675214  0.11011203  0.14963506  0.04748549
  0.01816824 -0.17770423 -0.2538198   0.0081228 ]"
